period,evaluation_status,games,mean_raw_forecast,mean_actual_total,mean_run_residual,median_run_residual,mae,rmse
DEVELOPMENT_2023_24_IN_SAMPLE_REFERENCE,IN_SAMPLE_REFERENCE_NOT_USED_FOR_ROOT_CAUSE,4859,9.00905125500889,9.009055361185428,4.106176539325535e-06,-0.47461424496991356,3.5136224765197777,4.421757401997709
FROZEN_2025_VALIDATION,TRUSTWORTHY_FROZEN_OUT_OF_SAMPLE,2433,8.673156463520883,8.888203863542952,0.21504740002206743,-0.37173782437372793,3.597206636166537,4.591661831793692
2026_SEQUENTIAL_EARLY,TRUSTWORTHY_FROZEN_OUT_OF_SAMPLE,1281,8.412418433529181,8.989851678376269,0.5774332448470871,0.0038004759765541962,3.5209459692414056,4.500767948230816
2026_LATE_HOLDOUT,TRUSTWORTHY_FROZEN_OUT_OF_SAMPLE,439,8.266052304145697,8.927107061503417,0.6610547573577193,-0.3054890191271511,3.6782613120044236,4.68092949277268
PROSPECTIVE_AUG06_15,ORIGINAL_FROZEN_PREGAME_PROSPECTIVE,126,8.05211873571176,8.61111111111111,0.558992375399351,0.20593154021862947,3.265726718124754,4.092129493546904
PRIOR_CALIBRATION_HOLDOUT_REFERENCE,FROZEN_REFERENCE_DIFFERENT_LOCATION_FAMILY_202_GAMES,202,nan,nan,0.6401982764894364,nan,3.818051206818067,4.859197869504722
