full_name,player_id,game_id,team_id,line,p_over,game_date
E. Frank,8483573,2025020402,15,0.5,0.3956160194702666,2025-11-30
A. Klapka,8483609,2025020404,20,0.5,0.3618660892773829,2025-11-30
C. Bedard,8484144,2025020403,16,0.5,0.426233472808132,2025-11-30
L. Carlsson,8484153,2025020403,24,0.5,0.4094597679005529,2025-11-30
S. Honzek,8484180,2025020404,20,0.5,0.9470228556520324,2025-11-30
R. Leonard,8484186,2025020402,15,0.5,0.393904252535992,2025-11-30
O. Moore,8484197,2025020403,16,0.5,0.424760674765292,2025-11-30
C. Ritchie,8484221,2025020402,2,0.5,0.9463782167543504,2025-11-30
B. Sennecke,8484762,2025020403,24,0.5,0.4222505549506972,2025-11-30
J. Hryckowian,8484829,2025020405,25,0.5,0.3893379738117741,2025-11-30
M. Tsyplakov,8484958,2025020402,2,0.5,0.4264455385970138,2025-11-30
M. Shabanov,8485702,2025020402,2,0.5,0.4362390740403601,2025-11-30
A. Ovechkin,8471214,2025020402,15,1.5,0.3849985222977682,2025-11-30
N. Foligno,8473422,2025020403,16,1.5,0.2537069593424195,2025-11-30
J. Staal,8473533,2025020404,12,1.5,0.1753482347408437,2025-11-30
A. Killorn,8473986,2025020403,24,1.5,0.3310688645223374,2025-11-30
Jamie Benn,8473994,2025020405,25,1.5,0.3617973021906188,2025-11-30
D. Perron,8474102,2025020405,9,1.5,0.2397815328799157,2025-11-30
M. Backlund,8474150,2025020404,20,1.5,0.2513041764480501,2025-11-30
L. Eller,8474189,2025020405,9,1.5,0.2352637428685326,2025-11-30
K. Palmieri,8475151,2025020402,2,1.5,0.4063054902433992,2025-11-30
M. Duchene,8475168,2025020405,25,1.5,0.2812869161303561,2025-11-30
N. Kadri,8475172,2025020404,20,1.5,0.3038288211285146,2025-11-30
C. Cizikas,8475231,2025020402,2,1.5,0.2744412649999016,2025-11-30
A. Lee,8475314,2025020402,2,1.5,0.4199400893306163,2025-11-30
N. Dowd,8475343,2025020402,15,1.5,0.217384830493797,2025-11-30
T. Hall,8475791,2025020404,12,1.5,0.1994853051631189,2025-11-30
M. Granlund,8475798,2025020403,24,1.5,0.3717617985139413,2025-11-30
C. Blackwell,8476278,2025020405,25,1.5,0.2024912473272906,2025-11-30
N. Cousins,8476393,2025020405,9,1.5,0.2130043339742213,2025-11-30
B. Coleman,8476399,2025020404,20,1.5,0.253050504894433,2025-11-30
J. Pageau,8476419,2025020402,2,1.5,0.318410193538888,2025-11-30
J. Huberdeau,8476456,2025020404,20,1.5,0.3129322992072122,2025-11-30
R. Strome,8476458,2025020403,24,1.5,0.3290779593918348,2025-11-30
M. Jankowski,8476873,2025020404,12,1.5,0.1670063721759085,2025-11-30
T. Wilson,8476880,2025020402,15,1.5,0.3602974389724748,2025-11-30
T. Teravainen,8476882,2025020403,16,1.5,0.3029603806588032,2025-11-30
R. Faksa,8476889,2025020405,25,1.5,0.2716277657371999,2025-11-30
J. Martinook,8476921,2025020404,12,1.5,0.2625976376468914,2025-11-30
K. MacDermid,8477073,2025020405,9,1.5,0.230284081936092,2025-11-30
A. Duclair,8477407,2025020402,2,1.5,0.3067902882063148,2025-11-30
A. Burakovsky,8477444,2025020403,16,1.5,0.2518717464890826,2025-11-30
J. Dickinson,8477450,2025020403,16,1.5,0.2550945996556719,2025-11-30
A. Erne,8477454,2025020405,25,1.5,0.2289038832158773,2025-11-30
W. Carrier,8477478,2025020404,12,1.5,0.1677351813527605,2025-11-30
T. Bertuzzi,8477479,2025020403,16,1.5,0.3643620097270181,2025-11-30
J. Drouin,8477494,2025020402,2,1.5,0.3106322104123108,2025-11-30
B. Horvat,8477500,2025020402,2,1.5,0.4724496702309916,2025-11-30
R. Johnston,8477527,2025020403,24,1.5,0.2236814399172223,2025-11-30
N. Ehlers,8477940,2025020404,12,1.5,0.4291824603768797,2025-11-30
S. Milano,8477947,2025020402,15,1.5,0.3230463829057163,2025-11-30
R. Donato,8477987,2025020403,16,1.5,0.3287742618880872,2025-11-30
M. Amadio,8478020,2025020405,9,1.5,0.2218469096450722,2025-11-30
S. Lafferty,8478043,2025020403,16,1.5,0.3086704274234992,2025-11-30
H. Hodgson,8478173,2025020405,9,1.5,0.1845272085042313,2025-11-30
Dryden Hunt,8478211,2025020404,20,1.5,0.189392697317782,2025-11-30
F. Vatrano,8478366,2025020403,24,1.5,0.3483057740685007,2025-11-30
M. Rantanen,8478420,2025020405,25,1.5,0.3336684058645214,2025-11-30
J. Harkins,8478424,2025020403,24,1.5,0.2178619912311262,2025-11-30
S. Aho,8478427,2025020404,12,1.5,0.2564895693746165,2025-11-30
D. Strome,8478440,2025020402,15,1.5,0.2907987491282673,2025-11-30
M. Barzal,8478445,2025020402,2,1.5,0.367675368336981,2025-11-30
R. Hintz,8478449,2025020405,25,1.5,0.3438817502916766,2025-11-30
A. Beauvillier,8478463,2025020402,15,1.5,0.277219466631994,2025-11-30
T. Terry,8478873,2025020403,24,1.5,0.3687765592860101,2025-11-30
