full_name,player_id,game_id,team_id,line,p_over,price_over,price_over_median,price_under_median,p_over_mkt,edge_over,p_over_vigless,fair_over_vigless,diff_pp
Jiri Kulich,8483468,2025020123,7,1.5,0.6788471557972395,,,,,,,,
Noah Ostlund,8483500,2025020123,7,1.5,0.5667866103546814,,,,,,,,
Zach Benson,8484145,2025020123,7,1.5,0.6569241361206282,,,,,,,,
Easton Cowan,8484158,2025020123,10,1.5,0.643414281439251,,,,,,,,
Ryan Reaves,8471817,2025020124,28,1.5,0.664518372907666,,,,,,,,
Evgenii Dadonov,8474149,2025020124,1,1.5,0.6320284708164687,,,,,,,,
Tyler Toffoli,8475726,2025020124,28,1.5,0.7452276084536789,,,,,,,,
Jeff Skinner,8475784,2025020124,28,1.5,0.6695358842774775,-185.0,-185.0,140.0,0.6083664818593404,0.061169402418137,0.6090534979423868,-156,6.048238633509062
Ondrej Palat,8476292,2025020124,1,1.5,0.5857121269137135,,,,,,,,
Stefan Noesen,8476474,2025020124,1,1.5,0.6383870463384789,,,,,,,,
Barclay Goodrow,8476624,2025020124,28,1.5,0.579522806439333,,,,,,,,
Luke Glendening,8476822,2025020124,1,1.5,0.597391329650242,,,,,,,,
Connor Brown,8477015,2025020124,1,1.5,0.6711598521454682,,,,,,,,
Alexander Wennberg,8477505,2025020124,28,1.5,0.5483101568966036,,,,,,,,
Juho Lammikko,8477996,2025020124,1,1.5,0.6443339775737091,,,,,,,,
Timo Meier,8478414,2025020124,1,1.5,0.7195173302875193,,,,,,,,
Adam Gaudette,8478874,2025020124,28,1.5,0.6990869570238061,,,,,,,,
Jesper Bratt,8479407,2025020124,1,1.5,0.6237035380933011,,,,,,,,
Zack MacEwen,8479772,2025020124,1,1.5,0.759189542861716,,,,,,,,
Cody Glass,8479996,2025020124,1,1.5,0.6011064804429334,,,,,,,,
Nico Hischier,8480002,2025020124,1,1.5,0.5992300289142505,,,,,,,,
Philipp Kurashev,8480798,2025020124,28,1.5,0.5968894102747146,,,,,,,,
Ty Dellandrea,8480848,2025020124,28,1.5,0.6149032010111777,,,,,,,,
Paul Cotter,8481032,2025020124,1,1.5,0.5836330018023265,,,,,,,,
Jack Hughes,8481559,2025020124,1,1.5,0.7008135303424108,,,,,,,,
Arseny Gritsyuk,8481721,2025020124,1,1.5,0.6443339775737091,,,,,,,,
Dawson Mercer,8482110,2025020124,1,1.5,0.5893130492563571,,,,,,,,
William Eklund,8482667,2025020124,28,1.5,0.6186159516223311,-198.0,-198.0,147.0,0.6213607029866082,-0.002744751364277,0.6213757528015653,-164,-0.2759801179234245
Marc McLaughlin,8483397,2025020124,1,1.5,0.7693143916530979,,,,,,,,
Brian Halonen,8483531,2025020124,1,1.5,0.661967105506703,,,,,,,,
Will Smith,8484227,2025020124,28,1.5,0.6714859530790164,-149.0,-149.0,115.0,0.56265550309348,0.1088304499855363,0.5626591727408448,-129,10.882678033817161
Macklin Celebrini,8484801,2025020124,28,1.5,0.7154178533947426,,,,,,,,
Collin Graf,8484911,2025020124,28,1.5,0.5761971414560874,,,,,,,,
Michael Misa,8485402,2025020124,28,1.5,0.6452533655738524,,,,,,,,
Alex Ovechkin,8471214,2025020125,15,1.5,0.7178852427599156,,,,,,,,
Nic Dowd,8475343,2025020125,15,1.5,0.555031273095355,,,,,,,,
Charlie Coyle,8475745,2025020125,29,1.5,0.5940618503668231,,,,,,,,
Boone Jenner,8476432,2025020125,29,1.5,0.7237487471750641,,,,,,,,
Tom Wilson,8476880,2025020125,15,1.5,0.5469579305481492,,,,,,,,
Miles Wood,8477425,2025020125,29,1.5,0.6749058131284771,,,,,,,,
Sean Monahan,8477497,2025020125,29,1.5,0.6870207363088245,,,,,,,,
Sonny Milano,8477947,2025020125,15,1.5,0.6251690572724029,,,,,,,,
Dylan Strome,8478440,2025020125,15,1.5,0.5804679187326955,,,,,,,,
Anthony Beauvillier,8478463,2025020125,15,1.5,0.6952552325557008,,,,,,,,
Pierre-Luc Dubois,8479400,2025020125,15,1.5,0.5867961569484527,,,,,,,,
Brandon Duhaime,8479520,2025020125,15,1.5,0.5580308862239908,,,,,,,,
Mathieu Olivier,8479671,2025020125,29,1.5,0.7034756911350544,,,,,,,,
Zachary Aston-Reese,8479944,2025020125,29,1.5,0.6636466222904815,,,,,,,,
Isac Lundestrom,8480806,2025020125,29,1.5,0.5771411986348498,,,,,,,,
Kirill Marchenko,8480893,2025020125,29,1.5,0.6512312679691192,,,,,,,,
Connor McMichael,8481580,2025020125,15,1.5,0.6047118814109034,,,,,,,,
Aliaksei Protas,8481656,2025020125,15,1.5,0.6185011119554324,,,,,,,,
Dmitri Voronkov,8481716,2025020125,29,1.5,0.6680987360910171,,,,,,,,
Justin Sourdif,8482088,2025020125,15,1.5,0.6121205312610096,,,,,,,,
Hendrix Lapierre,8482148,2025020125,15,1.5,0.642461407629489,,,,,,,,
Yegor Chinakhov,8482475,2025020125,29,1.5,0.6913833973649138,,,,,,,,
Kent Johnson,8482660,2025020125,29,1.5,0.6392648499742207,,,,,,,,
Cole Sillinger,8482705,2025020125,29,1.5,0.5755598788614974,,,,,,,,
Ethen Frank,8483573,2025020125,15,1.5,0.5257236709867208,,,,,,,,
Adam Fantilli,8484166,2025020125,29,1.5,0.6832656119911368,,,,,,,,
Ryan Leonard,8484186,2025020125,15,1.5,0.6911347211055805,,,,,,,,
Jonathan Toews,8473604,2025020126,52,1.5,0.6452533655738524,,,,,,,,
Mikael Backlund,8474150,2025020126,20,1.5,0.6956892269973336,,,,,,,,
Gustav Nyquist,8474679,2025020126,52,1.5,0.6103439906150556,,,,,,,,
Nazem Kadri,8475172,2025020126,20,1.5,0.7255605070355253,,,,,,,,
Nino Niederreiter,8475799,2025020126,52,1.5,0.6774277341932244,,,,,,,,
Blake Coleman,8476399,2025020126,20,1.5,0.6551310901936862,,,,,,,,
Jonathan Huberdeau,8476456,2025020126,20,1.5,0.6223263058888219,,,,,,,,
Mark Scheifele,8476460,2025020126,52,1.5,0.6377724040129613,,,,,,,,
Vladislav Namestnikov,8476480,2025020126,52,1.5,0.6469685303872459,,,,,,,,
Tanner Pearson,8476871,2025020126,52,1.5,0.6871348199001461,,,,,,,,
Justin Kirkland,8477993,2025020126,20,1.5,0.6052472247459535,,,,,,,,
Dryden Hunt,8478211,2025020126,20,1.5,0.551079880913421,,,,,,,,
Kyle Connor,8478398,2025020126,52,1.5,0.6812826479624774,,,,,,,,
Ryan Lomberg,8479066,2025020126,20,1.5,0.764694936388329,,,,,,,,
Gabriel Vilardi,8480014,2025020126,52,1.5,0.6434142929575672,-155.5,-155.5,120.0,0.5718363086342599,0.0715779843233073,0.5724564926372155,-134,7.0957800320351705
Morgan Frost,8480028,2025020126,20,1.5,0.6447862301670277,,,,,,,,
Alex Iafallo,8480113,2025020126,52,1.5,0.6428707563668257,-155.0,-155.0,120.0,0.5721476510067114,0.0707231053601142,0.5721476510067114,-134,7.072310536011428
Morgan Barron,8480289,2025020126,52,1.5,0.7558935791449928,,,,,,,,
Joel Farabee,8480797,2025020126,20,1.5,0.6484716216426525,,,,,,,,
Martin Pospisil,8481028,2025020126,20,1.5,0.6806188279514286,,,,,,,,
Cole Koepke,8481043,2025020126,52,1.5,0.6822571137629638,,,,,,,,
Yegor Sharangovich,8481068,2025020126,20,1.5,0.6457993746166075,,,,,,,,
Connor Zary,8482074,2025020126,20,1.5,0.671500855755536,,,,,,,,
Cole Perfetti,8482149,2025020126,52,1.5,0.6464455092151982,,,,,,,,
Matt Coronato,8482679,2025020126,20,1.5,0.6370727403202482,,,,,,,,
Nikita Chibrikov,8482787,2025020126,52,1.5,0.7078560843217703,,,,,,,,
Brad Lambert,8483471,2025020126,52,1.5,0.5826747618620386,,,,,,,,
Adam Klapka,8483609,2025020126,20,1.5,0.727295115220316,,,,,,,,
Parker Ford,8484135,2025020126,52,1.5,0.6092749516031077,,,,,,,,
Samuel Honzek,8484180,2025020126,20,1.5,0.6859413874166781,,,,,,,,
John Tavares,8475166,2025020123,10,2.5,0.4269956500699847,,,,,,,,
Calle Jarnkrok,8475714,2025020123,10,2.5,0.3310890998318287,,,,,,,,
Jason Zucker,8475722,2025020123,7,2.5,0.381816910577559,,,,,,,,
Scott Laughton,8476872,2025020123,10,2.5,0.304596544039595,,,,,,,,
Mason Geertsen,8477419,2025020123,7,2.5,0.3760819735061762,,,,,,,,
Max Domi,8477503,2025020123,10,2.5,0.3376835314564492,,,,,,,,
William Nylander,8477939,2025020123,10,2.5,0.396451686578031,,,,,,,,
Alex Tuch,8477949,2025020123,7,2.5,0.3834002654489787,,,,,,,,
Dakota Joshua,8478057,2025020123,10,2.5,0.3898128369122966,,,,,,,,
Sammy Blais,8478104,2025020123,10,2.5,0.3785059913066455,,,,,,,,
Nicolas Roy,8478462,2025020123,10,2.5,0.3739119749532034,,,,,,,,
Steven Lorentz,8478904,2025020123,10,2.5,0.3744120923399059,,,,,,,,
Auston Matthews,8479318,2025020123,10,2.5,0.4408056710007615,,,,,,,,
Beck Malenstyn,8479359,2025020123,7,2.5,0.3873236061970164,,,,,,,,
Tage Thompson,8479420,2025020123,7,2.5,0.4545600946468215,,,,,,,,
Justin Danforth,8479941,2025020123,7,2.5,0.3623159474385875,,,,,,,,
Josh Norris,8480064,2025020123,7,2.5,0.3005633557832006,,,,,,,,
Ryan McLeod,8480802,2025020123,7,2.5,0.3008934583002938,,,,,,,,
Peyton Krebs,8481522,2025020123,7,2.5,0.3396815375782749,,,,,,,,
Nicholas Robertson,8481582,2025020123,10,2.5,0.4869786020716844,,,,,,,,
Matias Maccelli,8481711,2025020123,10,2.5,0.3864553468031317,,,,,,,,
Jack Quinn,8482097,2025020123,7,2.5,0.3514485427534737,,,,,,,,
Bobby McMann,8482259,2025020123,10,2.5,0.4736921198536439,,,,,,,,
Josh Doan,8482659,2025020123,7,2.5,0.5285603141106674,,,,,,,,
Matthew Knies,8482720,2025020123,10,2.5,0.3721464330755635,,,,,,,,
Tyson Kozak,8482896,2025020123,7,2.5,0.3134341150710626,,,,,,,,
Jiri Kulich,8483468,2025020123,7,2.5,0.4152205725012461,,,,,,,,
Noah Ostlund,8483500,2025020123,7,2.5,0.2967887247975159,,,,,,,,
Zach Benson,8484145,2025020123,7,2.5,0.3900665951402053,,,,,,,,
Easton Cowan,8484158,2025020123,10,2.5,0.3750732373500787,,,,,,,,
Ryan Reaves,8471817,2025020124,28,2.5,0.3986627428632807,,,,,,,,
Evgenii Dadonov,8474149,2025020124,1,2.5,0.3627270710270125,,,,,,,,
Tyler Toffoli,8475726,2025020124,28,2.5,0.498175425085128,-115.5,-115.5,-114.5,0.501486915146709,-0.0033114900615809,0.5010111325695912,-100,-0.2835707484463157
Jeff Skinner,8475784,2025020124,28,2.5,0.4044099179249156,,,,,,,,
Ondrej Palat,8476292,2025020124,1,2.5,0.3151045947071831,,,,,,,,
Stefan Noesen,8476474,2025020124,1,2.5,0.3695897239878913,,,,,,,,
Barclay Goodrow,8476624,2025020124,28,2.5,0.3090439770991203,,,,,,,,
Luke Glendening,8476822,2025020124,1,2.5,0.3267314450580799,,,,,,,,
Connor Brown,8477015,2025020124,1,2.5,0.4062817209081679,,,,,,,,
Alexander Wennberg,8477505,2025020124,28,2.5,0.2795162457209172,,,,,,,,
Juho Lammikko,8477996,2025020124,1,2.5,0.3760819735061762,,,,,,,,
Timo Meier,8478414,2025020124,1,2.5,0.4647623741207862,,,,,,,,
Adam Gaudette,8478874,2025020124,28,2.5,0.4393903663535106,,,,,,,,
Jesper Bratt,8479407,2025020124,1,2.5,0.3538637669848996,,,,,,,,
Zack MacEwen,8479772,2025020124,1,2.5,0.5170586105985423,,,,,,,,
Cody Glass,8479996,2025020124,1,2.5,0.3304828427701605,,,,,,,,
Nico Hischier,8480002,2025020124,1,2.5,0.3285848655127581,,,,,,,,
Philipp Kurashev,8480798,2025020124,28,2.5,0.3262266000333459,,,,,,,,
Ty Dellandrea,8480848,2025020124,28,2.5,0.3446417896466245,,,,,,,,
Paul Cotter,8481032,2025020124,1,2.5,0.31306096671802,,,,,,,,
Jack Hughes,8481559,2025020124,1,2.5,0.4414959089346613,,,,,,,,
Arseny Gritsyuk,8481721,2025020124,1,2.5,0.3760819735061762,,,,,,,,
Dawson Mercer,8482110,2025020124,1,2.5,0.3186626640987646,,,,,,,,
William Eklund,8482667,2025020124,28,2.5,0.3485141103040512,,,,,,,,
Marc McLaughlin,8483397,2025020124,1,2.5,0.531096224471672,,,,,,,,
Brian Halonen,8483531,2025020124,1,2.5,0.3957612037915701,,,,,,,,
Will Smith,8484227,2025020124,28,2.5,0.4066582805009906,,,,,,,,
Macklin Celebrini,8484801,2025020124,28,2.5,0.4595900760226037,-150.0,-150.0,115.0,0.5619922288943836,-0.1024021528717799,0.5633187772925764,-129,-10.372870126997269
Collin Graf,8484911,2025020124,28,2.5,0.3058159915183576,,,,,,,,
Michael Misa,8485402,2025020124,28,2.5,0.3770921015249504,,,,,,,,
Alex Ovechkin,8471214,2025020125,15,2.5,0.4626981965006422,,,,,,,,
Nic Dowd,8475343,2025020125,15,2.5,0.2857309635172251,,,,,,,,
Charlie Coyle,8475745,2025020125,29,2.5,0.3233912881270571,,,,,,,,
Boone Jenner,8476432,2025020125,29,2.5,0.4701449698435258,,,,,,,,
Tom Wilson,8476880,2025020125,15,2.5,0.278275258435771,,,,,,,,
Miles Wood,8477425,2025020125,29,2.5,0.4106213114074126,,,,,,,,
Sean Monahan,8477497,2025020125,29,2.5,0.4248689399011636,,,,,,,,
Sonny Milano,8477947,2025020125,15,2.5,0.3554141544101197,,,,,,,,
Dylan Strome,8478440,2025020125,15,2.5,0.3099649574333436,,,,,,,,
Anthony Beauvillier,8478463,2025020125,15,2.5,0.4347425218036354,,,,,,,,
Pierre-Luc Dubois,8479400,2025020125,15,2.5,0.3161732348679222,,,,,,,,
Brandon Duhaime,8479520,2025020125,15,2.5,0.2885297090963024,,,,,,,,
Mathieu Olivier,8479671,2025020125,29,2.5,0.444756164014598,,,,,,,,
Zachary Aston-Reese,8479944,2025020125,29,2.5,0.3976697415223653,,,,,,,,
Isac Lundestrom,8480806,2025020125,29,2.5,0.3067303038145919,,,,,,,,
Kirill Marchenko,8480893,2025020125,29,2.5,0.383702429400498,,,,,,,,
Connor McMichael,8481580,2025020125,15,2.5,0.3341481230653618,,,,,,,,
Aliaksei Protas,8481656,2025020125,15,2.5,0.3483939357380543,,,,,,,,
Dmitri Voronkov,8481716,2025020125,29,2.5,0.4027582201214925,,,,,,,,
Justin Sourdif,8482088,2025020125,15,2.5,0.3417569129866018,,,,,,,,
Hendrix Lapierre,8482148,2025020125,15,2.5,0.374029933136087,,,,,,,,
Yegor Chinakhov,8482475,2025020125,29,2.5,0.430080614986724,,,,,,,,
Kent Johnson,8482660,2025020125,29,2.5,0.370543504425556,,,,,,,,
Cole Sillinger,8482705,2025020125,29,2.5,0.3051997092458636,,,,,,,,
Ethen Frank,8483573,2025020125,15,2.5,0.2591927524476092,,,,,,,,
Adam Fantilli,8484166,2025020125,29,2.5,0.4204176362456622,,,,,,,,
Ryan Leonard,8484186,2025020125,15,2.5,0.4297823746706226,,,,,,,,
Jonathan Toews,8473604,2025020126,52,2.5,0.3770921015249504,,,,,,,,
Mikael Backlund,8474150,2025020126,20,2.5,0.4352672360068261,,,,,,,,
Gustav Nyquist,8474679,2025020126,52,2.5,0.3399228702178449,,,,,,,,
Nazem Kadri,8475172,2025020126,20,2.5,0.4724633814107399,,,,,,,,
Nino Niederreiter,8475799,2025020126,52,2.5,0.4135602522720991,,,,,,,,
Blake Coleman,8476399,2025020126,20,2.5,0.3880547950968225,,,,,,,,
Jonathan Huberdeau,8476456,2025020126,20,2.5,0.3524106115939243,,,,,,,,
Mark Scheifele,8476460,2025020126,52,2.5,0.368922808777282,-2.5,-2.5,-127.5,0.474541593287061,-0.105618784509779,0.04170485792850596,+2298,32.721795084877606
Vladislav Namestnikov,8476480,2025020126,52,2.5,0.3789811815960251,,,,,,,,
Tanner Pearson,8476871,2025020126,52,2.5,0.4250046731535777,,,,,,,,
Justin Kirkland,8477993,2025020126,20,2.5,0.3346944426209641,,,,,,,,
Dryden Hunt,8478211,2025020126,20,2.5,0.2820678865498522,,,,,,,,
Kyle Connor,8478398,2025020126,52,2.5,0.418079844212452,-185.0,-185.0,140.0,0.6083664818593404,-0.1902866376468884,0.6090534979423868,-156,-19.097365372993487
Ryan Lomberg,8479066,2025020126,20,2.5,0.5246548546001492,,,,,,,,
Gabriel Vilardi,8480014,2025020126,52,2.5,0.3750732499727136,,,,,,,,
Morgan Frost,8480028,2025020126,20,2.5,0.3765786453147801,,,,,,,,
Alex Iafallo,8480113,2025020126,52,2.5,0.3744779033135104,,,,,,,,
Morgan Barron,8480289,2025020126,52,2.5,0.5125521016230311,,,,,,,,
Joel Farabee,8480797,2025020126,20,2.5,0.3806416615580095,,,,,,,,
Martin Pospisil,8481028,2025020126,20,2.5,0.4172992074458987,,,,,,,,
Cole Koepke,8481043,2025020126,52,2.5,0.4192275779621111,,,,,,,,
Yegor Sharangovich,8481068,2025020126,20,2.5,0.3776928195631475,,,,,,,,
Connor Zary,8482074,2025020126,20,2.5,0.4066754946570978,,,,,,,,
Cole Perfetti,8482149,2025020126,52,2.5,0.3784044862287357,,,,,,,,
Matt Coronato,8482679,2025020126,20,2.5,0.3681645687053352,,,,,,,,
Nikita Chibrikov,8482787,2025020126,52,2.5,0.4501573384923059,,,,,,,,
Brad Lambert,8483471,2025020126,52,2.5,0.3121217269132657,,,,,,,,
Adam Klapka,8483609,2025020126,20,2.5,0.4746908549659052,,,,,,,,
Parker Ford,8484135,2025020126,52,2.5,0.3388221290422808,,,,,,,,
Samuel Honzek,8484180,2025020126,20,2.5,0.4235862229434735,,,,,,,,
John Tavares,8475166,2025020123,10,3.5,0.2186475299260848,,,,,,,,
Calle Jarnkrok,8475714,2025020123,10,3.5,0.1480906834457162,,,,,,,,
Jason Zucker,8475722,2025020123,7,3.5,0.183982828017907,,,,,,,,
Scott Laughton,8476872,2025020123,10,3.5,0.1306078364272136,,,,,,,,
Mason Geertsen,8477419,2025020123,7,3.5,0.1797653435099009,,,,,,,,
Max Domi,8477503,2025020123,10,3.5,0.1525768262669311,,,,,,,,
William Nylander,8477939,2025020123,10,3.5,0.194931074626777,,,,,,,,
Alex Tuch,8477949,2025020123,7,3.5,0.1851544406614067,,,,,,,,
Dakota Joshua,8478057,2025020123,10,3.5,0.1899314196219163,,,,,,,,
Sammy Blais,8478104,2025020123,10,3.5,0.1815429801140617,,,,,,,,
Nicolas Roy,8478462,2025020123,10,3.5,0.1781801841539436,,,,,,,,
Steven Lorentz,8478904,2025020123,10,3.5,0.1785449955803264,,,,,,,,
Auston Matthews,8479318,2025020123,10,3.5,0.2297593080462491,,,,,,,,
Beck Malenstyn,8479359,2025020123,7,3.5,0.1880710013294609,,,,,,,,
Tage Thompson,8479420,2025020123,7,3.5,0.2410699277327301,,,,,,,,
Justin Danforth,8479941,2025020123,7,3.5,0.1698084335551617,,,,,,,,
Josh Norris,8480064,2025020123,7,3.5,0.1280221279685686,,,,,,,,
Ryan McLeod,8480802,2025020123,7,3.5,0.1282330053685006,,,,,,,,
Peyton Krebs,8481522,2025020123,7,3.5,0.1539466320636329,,,,,,,,
Nicholas Robertson,8481582,2025020123,10,3.5,0.2687048934861259,,,,,,,,
Matias Maccelli,8481711,2025020123,10,3.5,0.1874238947315737,,,,,,,,
Jack Quinn,8482097,2025020123,7,3.5,0.162113797216202,,,,,,,,
Bobby McMann,8482259,2025020123,10,3.5,0.2572116001073261,,,,,,,,
Josh Doan,8482659,2025020123,7,3.5,0.3062117206643784,,,,,,,,
Matthew Knies,8482720,2025020123,10,3.5,0.176894790022879,,,,,,,,
Tyson Kozak,8482896,2025020123,7,3.5,0.1363437855000092,,,,,,,,
Jiri Kulich,8483468,2025020123,7,3.5,0.2093649828863097,,,,,,,,
Noah Ostlund,8483500,2025020123,7,3.5,0.1256203628889205,,,,,,,,
Zach Benson,8484145,2025020123,7,3.5,0.1901215097296746,,,,,,,,
Easton Cowan,8484158,2025020123,10,3.5,0.179027745627591,,,,,,,,
Ryan Reaves,8471817,2025020124,28,3.5,0.1966084470456401,,,,,,,,
Evgenii Dadonov,8474149,2025020124,1,3.5,0.1701023955560955,,,,,,,,
Tyler Toffoli,8475726,2025020124,28,3.5,0.2785733674520573,,,,,,,,
Jeff Skinner,8475784,2025020124,28,3.5,0.2009971123319943,,,,,,,,
Ondrej Palat,8476292,2025020124,1,3.5,0.1374388103618359,,,,,,,,
Stefan Noesen,8476474,2025020124,1,3.5,0.1750402471748318,,,,,,,,
Barclay Goodrow,8476624,2025020124,28,3.5,0.1334823732026839,,,,,,,,
Luke Glendening,8476822,2025020124,1,3.5,0.1451555981208112,,,,,,,,
Connor Brown,8477015,2025020124,1,3.5,0.2024354204078808,,,,,,,,
Alexander Wennberg,8477505,2025020124,28,3.5,0.114854669256462,,,,,,,,
Juho Lammikko,8477996,2025020124,1,3.5,0.1797653435099009,,,,,,,,
Timo Meier,8478414,2025020124,1,3.5,0.2496179975484691,,,,,,,,
Adam Gaudette,8478874,2025020124,28,3.5,0.2286092991852178,,,,,,,,
Jesper Bratt,8479407,2025020124,1,3.5,0.1638112761068126,,,,,,,,
Zack MacEwen,8479772,2025020124,1,3.5,0.2956005635386056,,,,,,,,
Cody Glass,8479996,2025020124,1,3.5,0.1476809402177801,,,,,,,,
Nico Hischier,8480002,2025020124,1,3.5,0.1464011056568577,,,,,,,,
Philipp Kurashev,8480798,2025020124,28,3.5,0.1448170729450091,,,,,,,,
Ty Dellandrea,8480848,2025020124,28,3.5,0.157368587486345,,,,,,,,
Paul Cotter,8481032,2025020124,1,3.5,0.1360996507726787,,,,,,,,
Jack Hughes,8481559,2025020124,1,3.5,0.230321095841131,,,,,,,,
Arseny Gritsyuk,8481721,2025020124,1,3.5,0.1797653435099009,,,,,,,,
Dawson Mercer,8482110,2025020124,1,3.5,0.1397826366160373,,,,,,,,
William Eklund,8482667,2025020124,28,3.5,0.1600610973141623,,,,,,,,
Marc McLaughlin,8483397,2025020124,1,3.5,0.3085760262944346,,,,,,,,
Brian Halonen,8483531,2025020124,1,3.5,0.1944085090560174,,,,,,,,
Will Smith,8484227,2025020124,28,3.5,0.2027253043402007,,,,,,,,
Macklin Celebrini,8484801,2025020124,28,3.5,0.2452673918443879,145.0,145.0,-195.0,0.3817534778388871,-0.1364860859944991,0.3817534778388871,+162,-13.648608599449918
Collin Graf,8484911,2025020124,28,3.5,0.1313935831829493,,,,,,,,
Michael Misa,8485402,2025020124,28,3.5,0.180505226173833,,,,,,,,
Alex Ovechkin,8471214,2025020125,15,3.5,0.2478775545830241,,,,,,,,
Nic Dowd,8475343,2025020125,15,3.5,0.118685701509412,,,,,,,,
Charlie Coyle,8475745,2025020125,29,3.5,0.1429216785307415,,,,,,,,
Boone Jenner,8476432,2025020125,29,3.5,0.254182663042362,,,,,,,,
Tom Wilson,8476880,2025020125,15,3.5,0.1140954027544777,,,,,,,,
Miles Wood,8477425,2025020125,29,3.5,0.2057869634749551,,,,,,,,
Sean Monahan,8477497,2025020125,29,3.5,0.216957972512138,,,,,,,,
Sonny Milano,8477947,2025020125,15,3.5,0.1649047237077809,,,,,,,,
Dylan Strome,8478440,2025020125,15,3.5,0.1340806830527182,,,,,,,,
Anthony Beauvillier,8478463,2025020125,15,3.5,0.2248507553397085,,,,,,,,
Pierre-Luc Dubois,8479400,2025020125,15,3.5,0.1381411231135216,,,,,,,,
Brandon Duhaime,8479520,2025020125,15,3.5,0.1204265920201312,,,,,,,,
Mathieu Olivier,8479671,2025020125,29,3.5,0.232982915169106,,,,,,,,
Zachary Aston-Reese,8479944,2025020125,29,3.5,0.1958543690907763,,,,,,,,
Isac Lundestrom,8480806,2025020125,29,3.5,0.1319839197332823,,,,,,,,
Kirill Marchenko,8480893,2025020125,29,3.5,0.1853783834748968,,,,,,,,
Connor McMichael,8481580,2025020125,15,3.5,0.1501650521465343,,,,,,,,
Aliaksei Protas,8481656,2025020125,15,3.5,0.1599772591145983,,,,,,,,
Dmitri Voronkov,8481716,2025020125,29,3.5,0.1997315934253213,,,,,,,,
Justin Sourdif,8482088,2025020125,15,3.5,0.1553746913447323,,,,,,,,
Hendrix Lapierre,8482148,2025020125,15,3.5,0.1782662009490079,,,,,,,,
Yegor Chinakhov,8482475,2025020125,29,3.5,0.2211086065811595,,,,,,,,
Kent Johnson,8482660,2025020125,29,3.5,0.1757311361834166,,,,,,,,
Cole Sillinger,8482705,2025020125,29,3.5,0.1309962546859554,,,,,,,,
Ethen Frank,8483573,2025020125,15,3.5,0.1026613718420177,,,,,,,,
Adam Fantilli,8484166,2025020125,29,3.5,0.2134402569800829,,,,,,,,
Ryan Leonard,8484186,2025020125,15,3.5,0.2208701512012885,,,,,,,,
Jonathan Toews,8473604,2025020126,52,3.5,0.180505226173833,,,,,,,,
Mikael Backlund,8474150,2025020126,20,3.5,0.2252736870404295,,,,,,,,
Gustav Nyquist,8474679,2025020126,52,3.5,0.1541124194830776,,,,,,,,
Nazem Kadri,8475172,2025020126,20,3.5,0.2561604961385586,,,,,,,,
Nino Niederreiter,8475799,2025020126,52,3.5,0.208070246627125,,,,,,,,
Blake Coleman,8476399,2025020126,20,3.5,0.1886166800030309,,,,,,,,
Jonathan Huberdeau,8476456,2025020126,20,3.5,0.1627890995369606,,,,,,,,
Mark Scheifele,8476460,2025020126,52,3.5,0.174557824657846,,,,,,,,
