full_name,team,game_id,p_over_0.5,p_over_1.5,p_over_2.5,p_over_3.5,player_id
Peyton Krebs,BUF,2025020109,0.8726037602587908,0.6101097893146716,0.3396815375782751,0.153946632063633,8481522
Elmer Soderblom,DET,2025020109,0.8958894113699851,0.660359860907072,0.3939404223502292,0.1930333823024174,8481725
Lucas Raymond,DET,2025020109,0.8876778700902731,0.6420985201751519,0.3736330933122351,0.1779768883813275,8482078
Jack Quinn,BUF,2025020109,0.8780323888886096,0.6214125653351392,0.3514485427534737,0.162113797216202,8482097
Josh Doan,BUF,2025020109,0.9415275699502178,0.7755126514041866,0.5398378799231601,0.3167952827112974,8482659
Tyson Kozak,BUF,2025020109,0.8615392124635939,0.5877789580411191,0.3171439348156728,0.1387802884912577,8482896
Marco Kasper,DET,2025020109,0.8941131692235951,0.6563565323570928,0.3894290119110553,0.1896440494090385,8483464
Jiri Kulich,BUF,2025020109,0.9039207152127536,0.6788471557972395,0.4152205725012461,0.2093649828863097,8483468
Zach Benson,BUF,2025020109,0.8943658217778088,0.6569241361206282,0.3900665951402053,0.1901215097296746,8484145
Emmitt Finnie,DET,2025020109,0.8915621840007278,0.6506590748049426,0.383066503498517,0.1849072118302378,8484471
Michael Brandsegg-Nygård,DET,2025020109,0.8485435690328738,0.5626760258362262,0.2928946381082109,0.1231610233704535,8484794
Mikael Backlund,CGY,2025020110,0.9109962010298626,0.6956892269973336,0.4352672360068261,0.2252736870404295,8474150
Nazem Kadri,CGY,2025020110,0.922994011505956,0.7255605070355253,0.4724633814107399,0.2561604961385586,8475172
Brendan Gallagher,MTL,2025020110,0.893885703066935,0.6558460275465233,0.3888561460718107,0.1892154862979363,8475848
Blake Coleman,CGY,2025020110,0.8935667819507412,0.6551310901936862,0.3880547950968225,0.1886166800030309,8476399
Jonathan Huberdeau,CGY,2025020110,0.8784576409392032,0.6223080377488102,0.3523913612846987,0.1627755760144024,8476456
Josh Anderson,MTL,2025020110,0.8768219787805895,0.6188718490701732,0.3487819874255391,0.1602480423948675,8476981
Justin Kirkland,CGY,2025020110,0.8702331724142984,0.6052472247459535,0.3346944426209641,0.150536732725627,8477993
Jake Evans,MTL,2025020110,0.8514562010796651,0.5682016818276994,0.2981361413614425,0.1264756942131957,8478133
Ryan Lomberg,CGY,2025020110,0.9376736608231984,0.764694936388329,0.5246548546001492,0.3025880809622499,8479066
Patrik Laine,MTL,2025020110,0.9063283379523216,0.6845176295308899,0.4218982348553957,0.2146075320438063,8479339
Nick Suzuki,MTL,2025020110,0.8668703880720524,0.5984235651827926,0.3277711698376455,0.1458537772415856,8480018
Morgan Frost,CGY,2025020110,0.8889040918803426,0.6447862301670277,0.3765786453147801,0.1801289793831806,8480028
Joel Farabee,CGY,2025020110,0.8905755304146259,0.6484716216426525,0.3806416615580095,0.1831152141115583,8480797
Joe Veleno,MTL,2025020110,0.8935032996404373,0.6549888936666277,0.3878955392952445,0.1884977722209134,8480813
Martin Pospisil,CGY,2025020110,0.904675735998576,0.6806188279514286,0.4172992074458987,0.2109908394885171,8481028
Yegor Sharangovich,CGY,2025020110,0.8893647298741191,0.6457993746166075,0.3776928195631475,0.1809458320543615,8481068
Kirby Dach,MTL,2025020110,0.8719482095710194,0.6087607416677216,0.3382934446885115,0.1529944527620456,8481523
Cole Caufield,MTL,2025020110,0.9189842466797634,0.7153826125464819,0.459545792404318,0.24523029400772,8481540
Alex Newhook,MTL,2025020110,0.8945362985342845,0.6573074668578007,0.3904975701992597,0.1904445371513436,8481618
Connor Zary,CGY,2025020110,0.9007628157563692,0.671500855755536,0.4066754946570978,0.2027385604453535,8482074
Matt Coronato,CGY,2025020110,0.8853684128718893,0.6370727403202482,0.3681645687053352,0.1740100109069478,8482679
Zack Bolduc,MTL,2025020110,0.9175353081088818,0.7117541484540895,0.4550025333217466,0.2414378189632087,8482737
,,2025020110,0.8705328871955758,0.605859593530174,0.3353200299982601,0.1509627936423906,8482749
Oliver Kapanen,MTL,2025020110,0.8629943583234422,0.5906636993540905,0.32000335680496,0.14066984289199,8482775
Juraj Slafkovský,MTL,2025020110,0.8965070498181472,0.6617589810628338,0.3955251183334463,0.194229973742526,8483515
Adam Klapka,CGY,2025020110,0.9236694108833908,0.727295115220316,0.4746908549659052,0.2580674179618525,8483609
Samuel Honzek,CGY,2025020110,0.9069287828767056,0.6859413874166781,0.4235862229434735,0.2159417034224118,8484180
Ivan Demidov,MTL,2025020110,0.8901731898662182,0.6475821736073435,0.3796585168161328,0.1823907394807646,8484984
