full_name,player_id,game_id,team_id,line,p_over,price_over,p_over_mkt,edge_over,fair_over,game_date
A. Nedeljkovic,8477968,2025020999,28,0.5,0.2519569583020155,,,,+297,2026-03-07
M. Pettersson,8477969,2025020996,23,0.5,0.4922282132038099,,,,+103,2026-03-07
V. Vanecek,8477970,2025020995,68,0.5,0.2501771612808307,,,,+300,2026-03-07
B. Montour,8477986,2025021000,55,0.5,0.6724725928094456,135.0,0.425531914893617,0.24694067791582858,-205,2026-03-07
C. Dvorak,8477989,2025020993,4,0.5,0.5057071941296858,110.0,0.47619047619047616,0.029516717939209625,-102,2026-03-07
J. Johansson,8477992,2025020994,14,0.5,0.2109912881463508,,,,+374,2026-03-07
J. Kirkland,8477993,2025020998,20,0.5,0.389577064414569,,,,+157,2026-03-07
W. Foegele,8477998,2025021000,9,0.5,0.6665432627854675,,,,-200,2026-03-07
E. Merzlikins,8478007,2025020995,29,0.5,0.2542555158988396,,,,+293,2026-03-07
I. Sorokin,8478009,2025020999,2,0.5,0.2367426918120012,,,,+322,2026-03-07
B. Point,8478010,2025020994,14,0.5,0.932912668480404,-190.0,0.6551724137931034,0.27774025468730057,-1391,2026-03-07
M. Amadio,8478020,2025021000,9,0.5,0.5075250038001277,,,,-103,2026-03-07
V. Arvidsson,8478042,2025020990,6,0.5,0.8975113163987612,120.0,0.45454545454545453,0.4429658618533067,-876,2026-03-07
D. Heinen,8478046,2025020995,29,0.5,0.5500861562744352,,,,-122,2026-03-07
I. Shesterkin,8478048,2025020991,3,0.5,0.2510906211844151,,,,+298,2026-03-07
D. Joshua,8478057,2025020994,10,0.5,0.4829801374623274,,,,+107,2026-03-07
V. Olofsson,8478109,2025020998,20,0.5,0.6828831813792688,,,,-215,2026-03-07
J. Evans,8478133,2025020997,8,0.5,0.4904099830449553,,,,+104,2026-03-07
D. Raddysh,8478178,2025020994,14,0.5,0.8567684822043132,-177.5,0.6396396396396397,0.21712884256467357,-598,2026-03-07
K. Connor,8478398,2025020996,52,0.5,0.9023806565874892,,,,-924,2026-03-07
J. Siegenthaler,8478399,2025020991,1,0.5,0.3124987350553709,,,,+220,2026-03-07
P. Zacha,8478401,2025020990,6,0.5,0.7169873761903275,100.0,0.5,0.21698737619032749,-253,2026-03-07
V. Dunn,8478407,2025021000,55,0.5,0.6987704117208484,-2.5,0.024390243902439025,0.6743801678184094,-232,2026-03-07
J. Greenway,8478413,2025020992,7,0.5,0.3631472381892989,,,,+175,2026-03-07
T. Meier,8478414,2025020991,1,0.5,0.9365767844724262,-130.0,0.5652173913043478,0.3713593931680784,-1477,2026-03-07
E. Cernak,8478416,2025020994,14,0.5,0.4970800946483374,,,,+101,2026-03-07
S. Aho,8478427,2025020998,12,0.5,0.7826271222795974,-242.0,0.7076023391812866,0.07502478309831084,-360,2026-03-07
D. Vladar,8478435,2025020993,4,0.5,0.2547665756719877,,,,+293,2026-03-07
T. Novak,8478438,2025020993,5,0.5,0.6729449254642367,130.0,0.43478260869565216,0.23816231676858451,-206,2026-03-07
T. Konecny,8478439,2025020993,4,0.5,0.7677763490741635,-165.0,0.6226415094339622,0.14513483964020124,-331,2026-03-07
D. Strome,8478440,2025020990,15,0.5,0.633713073503735,-137.5,0.5789473684210527,0.0547657050826823,-173,2026-03-07
B. Carlo,8478443,2025020994,10,0.5,0.5422424124707522,,,,-118,2026-03-07
B. Boeser,8478444,2025020996,23,0.5,0.862204626393399,100.0,0.5,0.362204626393399,-626,2026-03-07
M. Barzal,8478445,2025020999,2,0.5,0.6814494945102215,-210.0,0.6774193548387096,0.00403013967151189,-214,2026-03-07
P. Wotherspoon,8478450,2025020993,5,0.5,0.4145708654430922,,,,+141,2026-03-07
N. Juulsen,8478454,2025020993,4,0.5,0.2661826739427068,,,,+276,2026-03-07
