population,candidate_id,metric,date_clusters,bootstrap_draws,point_delta_joint_minus_champion,ci95_low,ci95_high,fraction_draws_favoring_champion_retention,unadjusted_two_sided_bootstrap_p,seed
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_02,mae,12,10000,-0.005362203449511111,-0.020913927270066492,0.009618464006392278,0.24,0.48,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_02,crps,12,10000,-0.0033355148571192917,-0.01405371735433995,0.005356321025918698,0.2587,0.5174,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_02,brier,12,10000,-0.0002975505821070627,-0.0013855718947957641,0.0005820599868000388,0.2851,0.5702,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_02,log_loss,12,10000,-0.000553833533516849,-0.00304463535547243,0.0014224276307246762,0.3266,0.6532,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_03,mae,12,10000,0.007318442532548781,-0.0008865528938940477,0.01574147267373365,0.9583,0.0834,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_03,crps,12,10000,0.0034684017835986004,-0.0024199693601807937,0.010215189609878833,0.8669,0.2662,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_03,brier,12,10000,0.0003312039094042103,-0.00035789138754016813,0.0010736840998984204,0.8224,0.3552,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_03,log_loss,12,10000,0.0007667980970268639,-0.0008340857981708151,0.002516148380278748,0.8199,0.3602,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_04,mae,12,10000,0.003247592416994315,-0.043482814025275096,0.05115552415761949,0.5472,0.9056,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_04,crps,12,10000,0.02636770491918207,0.008281746431584825,0.04779135289204911,0.9978,0.0044,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_04,brier,12,10000,0.0030647408027056314,0.0005567693691194734,0.005799014169147362,0.9932,0.0136,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_04,log_loss,12,10000,0.007308445151519853,0.0016628215036395388,0.013624520441525852,0.9952,0.0096,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_05,mae,12,10000,0.0015818375979368016,-0.013459598745684776,0.01820352690145455,0.5635,0.873,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_05,crps,12,10000,0.002952581620067153,-0.006945253922765496,0.013302571687173064,0.7134,0.5732,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_05,brier,12,10000,0.00040654857491649366,-0.0008604645449870263,0.001730808157860416,0.7289,0.5422,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_05,log_loss,12,10000,0.001161681612770672,-0.001782691551989184,0.004257772226985506,0.7742,0.4516,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_06,mae,12,10000,0.00445683114412961,-0.007037739838115634,0.01714693350898377,0.7651,0.4698,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_06,crps,12,10000,0.004952991410782586,-0.002895252168672182,0.014600460959535351,0.8801,0.2398,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_06,brier,12,10000,0.0004702848299395779,-0.00034252286326527003,0.0014905910006681581,0.8517,0.2966,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_06,log_loss,12,10000,0.0010342720872735167,-0.0008371922028865637,0.0034091984361063607,0.8389,0.3222,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_07,mae,12,10000,-0.0055652594830514525,-0.018491645085461448,0.0055381010003024474,0.186,0.372,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_07,crps,12,10000,-0.00782543485130632,-0.015236683733124532,-0.0014961968683241459,0.0076,0.0152,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_07,brier,12,10000,-0.0008266900186323636,-0.001702096402291908,-0.00010230940942733458,0.0125,0.025,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_07,log_loss,12,10000,-0.001985082891163099,-0.00406287589812924,-0.0002643252024349497,0.0122,0.0244,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_08,mae,12,10000,-0.00473834432295317,-0.011500607390778373,0.001514033771200999,0.0733,0.1466,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_08,crps,12,10000,-0.003205081619688115,-0.006227754844785774,-0.000263347778055191,0.017,0.034,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_08,brier,12,10000,-0.0003383352990517027,-0.0007047602817935336,2.0780758879728725e-05,0.0332,0.0664,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_08,log_loss,12,10000,-0.0008102997409410359,-0.0016375247776272413,4.5217589723578954e-05,0.0309,0.0618,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_09,mae,12,10000,0.0003591264429801926,-0.004660360014748186,0.005355844862228431,0.5626,0.8748,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_09,crps,12,10000,0.0010484731583606378,-0.0019078039252559934,0.00383818893943257,0.7623,0.4754,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_09,brier,12,10000,9.901391147563073e-05,-0.00025882867754699145,0.00043998545418474027,0.7161,0.5678,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_09,log_loss,12,10000,0.00023683325504130257,-0.0005889264304405454,0.0010359268830422007,0.7204,0.5592,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_10,mae,12,10000,-0.0027976711014097723,-0.007592359272276387,0.002195105713569194,0.1257,0.2514,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_10,crps,12,10000,-0.0004345815043387155,-0.0034514647695975233,0.0025067216895822506,0.3885,0.777,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_10,brier,12,10000,-4.457561627152469e-05,-0.00038251861427834335,0.00027931054640345363,0.3957,0.7914,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_10,log_loss,12,10000,-5.577905710992231e-05,-0.0008235761502365604,0.0006921225634749479,0.4451,0.8902,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_11,mae,12,10000,0.04528781610235567,-0.001440268817860399,0.0885475781195042,0.9715,0.057,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_11,crps,12,10000,0.017960776210559574,-0.00776113004008116,0.044962796530291206,0.9117,0.1766,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_11,brier,12,10000,0.0018156085153772023,-0.001097151660116433,0.00455885680651046,0.8899,0.2202,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_11,log_loss,12,10000,0.0035127350068276456,-0.002958660410216724,0.009687310217542173,0.8581,0.2838,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_12,mae,12,10000,0.06250919604028773,0.006702571254118792,0.11383642227488103,0.9852,0.0296,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_12,crps,12,10000,0.030608415143905228,-0.0013584787735736851,0.06581712751211516,0.9695,0.061,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_12,brier,12,10000,0.003075866299184663,-0.0004071919966954033,0.006526184410599301,0.9587,0.0826,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_12,log_loss,12,10000,0.006303925405167259,-0.0016350774457524575,0.01425039912320515,0.9429,0.1142,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_13,mae,12,10000,0.05487411664676248,0.004046059668074787,0.10218857080665539,0.9824,0.0352,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_13,crps,12,10000,0.020740665882812592,-0.006417435772405506,0.0497954790301191,0.9351,0.1298,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_13,brier,12,10000,0.0021147861524193766,-0.0009126630957165255,0.005060458199079068,0.9124,0.1752,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_13,log_loss,12,10000,0.00404913501285271,-0.00277217064792956,0.010727669363142692,0.8765,0.247,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_14,mae,12,10000,0.18157392583641213,0.04860661960938807,0.29525288617207635,0.9955,0.009,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_14,crps,12,10000,0.048451272461138006,-0.020603085534570086,0.11115745016618567,0.9162,0.1676,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_14,brier,12,10000,0.005064322786689682,-0.0048837537519257875,0.01364804281857238,0.8508,0.2984,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_14,log_loss,12,10000,0.009957436554368756,-0.01242458529310431,0.029072126493702853,0.8225,0.355,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_15,mae,12,10000,0.1093265927835252,0.011889790405424688,0.188037742543236,0.9847,0.0306,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_15,crps,12,10000,0.01108091833014387,-0.04011908356851015,0.05524622613018904,0.6692,0.6616,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_15,brier,12,10000,0.0008293397005184741,-0.006641949098471921,0.0070825535511311825,0.5993,0.8014,20260831
PROSPECTIVE_AUG17_28_CLEAN_RAW,S2_15,log_loss,12,10000,0.000806082180106408,-0.01619852064189056,0.015018173083898188,0.5443,0.9114,20260831
