candidate_id,features_pipe,population,metric,constituent_single_deltas,sum_constituent_single_deltas,observed_joint_delta,interaction_residual,interpretation_limit
S2_01,home_offense|away_offense,FROZEN_2025_VALIDATION,mae,"[0.0012389423353882378, -0.00020092696756091044]",0.0010380153678273274,0.00113832702676131,0.00010031165893398253,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,FROZEN_2025_VALIDATION,rmse,"[0.003317357703117807, -0.001617741891500657]",0.00169961581161715,0.0017628620481495716,6.324623653242156e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,FROZEN_2025_VALIDATION,actual_minus_forecast_bias,"[-0.01858801082343728, -0.013793013546336497]",-0.032381024369773775,-0.032400262467744995,-1.9238097971219226e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,FROZEN_2025_VALIDATION,crps,"[0.0013918994475519142, -0.0008514641015509028]",0.0005404353460010114,0.0005669067138915906,2.6471367890579245e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,FROZEN_2025_VALIDATION,brier,"[9.017421441967488e-05, -0.00010707089425276983]",-1.6896679833094952e-05,-1.3967720177726628e-05,2.928959655368324e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,FROZEN_2025_VALIDATION,log_loss,"[0.00021160558596167167, -0.0002527909807401585]",-4.118539477848682e-05,-3.6290788888559966e-05,4.894605889926851e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,FROZEN_2025_VALIDATION,ece,"[-0.0006701784770285907, -0.0016599372317890899]",-0.0023301157088176806,-0.0007567814339945501,0.0015733342748231304,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_SEQUENTIAL_EARLY,mae,"[-0.0005194675833584128, -0.002202321534821472]",-0.0027217891181798848,-0.002990867653093865,-0.00026907853491398015,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_SEQUENTIAL_EARLY,rmse,"[-0.004525308842300291, -0.004048930085943425]",-0.008574238928243716,-0.008567288108149995,6.950820093720722e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_SEQUENTIAL_EARLY,actual_minus_forecast_bias,"[-0.018756425344757965, -0.01381001357936451]",-0.032566438924122476,-0.03256862986022757,-2.1909361050953535e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_SEQUENTIAL_EARLY,crps,"[-0.0022764654471632007, -0.0024393526280857003]",-0.004715818075248901,-0.004707492539202995,8.32553604590558e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_SEQUENTIAL_EARLY,brier,"[-0.00026506059580028163, -0.00027790771634508826]",-0.0005429683121453699,-0.0005425406556688883,4.276564764815749e-07,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_SEQUENTIAL_EARLY,log_loss,"[-0.0006106503140657082, -0.0006601537104407029]",-0.0012708040245064112,-0.00127054259114312,2.61433363291097e-07,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_SEQUENTIAL_EARLY,ece,"[-0.0015308246877614867, -0.0012100850499343202]",-0.002740909737695807,-0.0027407347788823144,1.7495881349249842e-07,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_LATE_HOLDOUT,mae,"[0.0017288396177010945, 0.00166851375179089]",0.0033973533694919844,0.003490280748556618,9.292737906463344e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_LATE_HOLDOUT,rmse,"[-0.000276784062676505, -0.0017044372098142802]",-0.001981221272490785,-0.001935488447414535,4.5732825076250094e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_LATE_HOLDOUT,actual_minus_forecast_bias,"[-0.015090169058990632, -0.01374504484164174]",-0.028835213900632373,-0.02885579410189476,-2.058020126238791e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_LATE_HOLDOUT,crps,"[0.00014544450932829633, -0.0009382642861210932]",-0.0007928197767927969,-0.0007628637160714824,2.9956060721314515e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_LATE_HOLDOUT,brier,"[6.225183147051672e-05, -4.480535959650034e-05]",1.7446471874016378e-05,2.0514349219069583e-05,3.067877345053205e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_LATE_HOLDOUT,log_loss,"[0.00018138431924685783, -9.062907388934782e-05]",9.075524535751e-05,9.549879560200036e-05,4.743550244490358e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,2026_LATE_HOLDOUT,ece,"[-0.0009943044929981576, -0.0014015140908982954]",-0.002395818583896453,-0.00012842816644747374,0.0022673904174489792,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,"[0.0013353416938324258, 0.001765348837466263]",0.0031006905312986888,0.003938865302059558,0.0008381747707608689,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,PROSPECTIVE_AUG17_28_CLEAN_RAW,rmse,"[-0.003297757758296882, -0.0009165189541793239]",-0.004214276712476206,-0.0041494518567573024,6.482485571890351e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,PROSPECTIVE_AUG17_28_CLEAN_RAW,actual_minus_forecast_bias,"[-0.01761330380135262, -0.014925278637713701]",-0.03253858243906632,-0.032562494779701745,-2.391234063542358e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,"[-0.0017741666100374864, 7.496257756534064e-05]",-0.0016992040324721458,-0.0016738203882677993,2.5383644204346467e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,"[-0.00014851345795074966, 3.2768561208040836e-05]",-0.00011574489674270882,-0.00011218953100336493,3.5553657393438964e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,"[-0.00043536336454308433, 7.335983320633233e-05]",-0.000362003531336752,-0.00035482473921855107,7.1787921182009384e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,PROSPECTIVE_AUG17_28_CLEAN_RAW,ece,"[-0.0023456149537786353, -0.002213530878846501]",-0.004559145832625136,-0.0024952255322918393,0.0020639203003332968,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,ALL_GOVERNED_EVALUATION,mae,"[0.0007695944822749823, -0.0005342671716181968]",0.00023532731065678547,0.0002517856644770333,1.645835382024785e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,ALL_GOVERNED_EVALUATION,rmse,"[0.0004085940587907899, -0.0023119774987021557]",-0.0019033834399113658,-0.0018575810627394773,4.580237717188851e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,ALL_GOVERNED_EVALUATION,actual_minus_forecast_bias,"[-0.01824643091435746, -0.013834172083167118]",-0.03208060299752458,-0.03209507919037846,-1.4476192853885017e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,ALL_GOVERNED_EVALUATION,crps,"[5.973990868080037e-05, -0.0012988226352192989]",-0.0012390827265384985,-0.0012176901972034138,2.139252933508473e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,ALL_GOVERNED_EVALUATION,brier,"[-2.691768506893344e-05, -0.00014645182818975866]",-0.0001733695132586921,-0.00017114732203149519,2.2221912271969124e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,ALL_GOVERNED_EVALUATION,log_loss,"[-5.933990030004832e-05, -0.000345564954437827]",-0.0004049048547378753,-0.0004013203148454103,3.5845398924649885e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_01,home_offense|away_offense,ALL_GOVERNED_EVALUATION,ece,"[-0.001397955600409402, -0.0011930787020081948]",-0.002591034302417597,-0.0023677456721164156,0.00022328863030118135,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,FROZEN_2025_VALIDATION,mae,"[-0.0034120336780030236, -0.0008977667135097178]",-0.004309800391512741,-0.004333869104991894,-2.4068713479152848e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,FROZEN_2025_VALIDATION,rmse,"[-0.0009751607545886998, -0.0004764594391275523]",-0.001451620193716252,-0.0015199514781505385,-6.833128443428649e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,FROZEN_2025_VALIDATION,actual_minus_forecast_bias,"[0.00965144080229513, 0.015006763740119722]",0.024658204542414852,0.02469146928021229,3.3264737797439325e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,FROZEN_2025_VALIDATION,crps,"[-0.0006435231812189635, -0.00013361632776787147]",-0.0007771395089868349,-0.0008176199532683448,-4.0480444281509875e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,FROZEN_2025_VALIDATION,brier,"[-9.585371067799553e-05, 9.676158109955812e-06]",-8.617755256803972e-05,-8.967224700842658e-05,-3.4946944403868585e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,FROZEN_2025_VALIDATION,log_loss,"[-0.0001561795650011355, 9.929020224230811e-06]",-0.0001462505447769047,-0.00015367845569336236,-7.4279109164576695e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,FROZEN_2025_VALIDATION,ece,"[0.0013225534388290779, 0.0007812715815264555]",0.0021038250203555334,0.002678779474535233,0.0005749544541796998,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_SEQUENTIAL_EARLY,mae,"[-0.002189306410767422, -0.004452538102416526]",-0.006641844513183948,-0.007206278491953544,-0.0005644339787695962,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_SEQUENTIAL_EARLY,rmse,"[-0.0022715010936824598, -0.0034870094718728595]",-0.005758510565555319,-0.00583141611764848,-7.290555209316096e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_SEQUENTIAL_EARLY,actual_minus_forecast_bias,"[0.009225071264359008, 0.014861821422331722]",0.02408689268669073,0.024125170637774973,3.827795108424237e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_SEQUENTIAL_EARLY,crps,"[-0.0009980650554743953, -0.0016840730430622841]",-0.0026821380985366794,-0.002714057371417944,-3.1919272881264504e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_SEQUENTIAL_EARLY,brier,"[-9.511242631296546e-05, -0.0001498631007765816]",-0.00024497552708954706,-0.00024799866947508575,-3.0231423855386907e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_SEQUENTIAL_EARLY,log_loss,"[-0.0001575633839085988, -0.0003500481604866712]",-0.00050761154439527,-0.000516080855848311,-8.469311453040973e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_SEQUENTIAL_EARLY,ece,"[0.0010441963757345657, 0.0012549154154682385]",0.002299111791202804,0.0022961759903485923,-2.9358008542118563e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_LATE_HOLDOUT,mae,"[0.0005064786993407289, 0.0009658325251562516]",0.0014723112244969805,0.0015634464251306213,9.113520063364078e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_LATE_HOLDOUT,rmse,"[-0.0020409717396443483, 0.0002759679724322339]",-0.0017650037672121144,-0.001817898545504626,-5.2894778292511546e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_LATE_HOLDOUT,actual_minus_forecast_bias,"[0.00792851791571092, 0.014655092622559485]",0.022583610538270404,0.0226092392694619,2.5628731191496e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_LATE_HOLDOUT,crps,"[-0.0004895311267434366, 0.00025226446037462935]",-0.00023726666636880722,-0.00026505553664257775,-2.7788870273770527e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_LATE_HOLDOUT,brier,"[6.193255677805487e-05, 6.729254912229976e-05]",0.00012922510590035463,0.0001268711223205432,-2.353983579811425e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_LATE_HOLDOUT,log_loss,"[0.0002603725942601498, 0.0001525337281081951]",0.0004129063223683449,0.00040425058244020207,-8.655739928142836e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,2026_LATE_HOLDOUT,ece,"[0.0013309952974954117, 0.0010612627044054926]",0.0023922580019009043,0.0020029881440871908,-0.00038926985781371354,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,PROSPECTIVE_AUG17_28_CLEAN_RAW,mae,"[-0.0013556272017076765, -0.0040149451995170615]",-0.005370572401224738,-0.005362203449510439,8.3689517142993e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,PROSPECTIVE_AUG17_28_CLEAN_RAW,rmse,"[-0.0010453212127545797, -0.0030126750662846646]",-0.004057996279039244,-0.004106336530316668,-4.834025127742336e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,PROSPECTIVE_AUG17_28_CLEAN_RAW,actual_minus_forecast_bias,"[0.008482687358473295, 0.009128493131478288]",0.017611180489951583,0.01759539778817737,-1.5782701774214036e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,PROSPECTIVE_AUG17_28_CLEAN_RAW,crps,"[-0.001179419500573431, -0.0020986622621745887]",-0.0032780817627480197,-0.0033355148571194704,-5.743309437145072e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,PROSPECTIVE_AUG17_28_CLEAN_RAW,brier,"[-6.908186360007895e-05, -0.00022659885396700274]",-0.0002956807175670817,-0.0002975505821070368,-1.8698645399550795e-06,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,PROSPECTIVE_AUG17_28_CLEAN_RAW,log_loss,"[-8.595124447741131e-05, -0.000480120555140795]",-0.0005660717996182063,-0.0005538335335169009,1.2238266101305406e-05,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,PROSPECTIVE_AUG17_28_CLEAN_RAW,ece,"[0.0011470227453990386, 0.001359413072707115]",0.0025064358181061536,0.0016481109308955216,-0.0008583248872106319,nonlinear metric-surface diagnostic; not causal decomposition
S2_02,home_prevention|away_prevention,ALL_GOVERNED_EVALUATION,mae,"[-0.002574869609011543, -0.0018775350883606379]",-0.004452404697372181,-0.004624204464639181,-0.0001717997672670002,nonlinear metric-surface diagnostic; not causal decomposition
