slate_date,artifact,governing_run_tag,game_pk,player_mlb_id,market_timestamp_utc,classification,lineup_observed_at_utc,lineup_ingestion_run_id,failed_ingestion_referenced
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,543807,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,649966,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,660688,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,662139,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,664770,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,665926,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,671277,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,672386,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,672960,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,676391,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,677588,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,682818,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,682928,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,686611,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,695578,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822702,695734,2026-07-29 13:53:53+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,607043,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,650490,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,666018,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,669394,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,676356,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,691406,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,694671,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,822947,802415,2026-07-29 13:53:18+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,823022,608324,2026-07-29 13:53:32+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,823022,608348,2026-07-29 13:53:32+00:00,ORDER_NOT_CONFIRMED,,,False
2026-07-29,IMMUTABLE_SNAPSHOT,cleanroom_20260729T135332Z,823022,621020,2026-07-29 13:53:32+00:00,ORDER_NOT_CONFIRMED,,,False
