venue_id,park_name,mean_depth,variant,games,mean_prediction,mean_actual,actual_minus_forecast_bias,median_actual_minus_forecast_residual,mae,rmse,crps,fixed_threshold_macro_brier,fixed_threshold_macro_log_loss,fixed_threshold_macro_ece,mean_prediction_shift_vs_raw,counterfactual_status
4,Rate Field,298.0,P95_CAP,6,8.696800518692474,9.666666666666666,0.9698661479741931,0.4340619319559309,2.516532381899221,3.83178685401006,2.1123652605106495,0.1995076931548698,0.5874714564808761,0.14769168798825383,0.6939880148777807,COUNTERFACTUAL_ONLY_NOT_A_MODEL
4,Rate Field,298.0,COEFFICIENT_ZERO,6,9.068418705061044,9.666666666666666,0.5982479616056245,0.0680355567907105,2.3962919079351566,3.758167043771041,2.0761096965031722,0.1961994183648836,0.581647857653105,0.14766749975883472,1.0656062012463494,COUNTERFACTUAL_ONLY_NOT_A_MODEL
7,Kauffman Stadium,298.0,RAW_V1,3,8.495736223839934,9.333333333333334,0.8375971094934004,0.19069413271703617,1.9342148541329263,2.481896167458853,1.5855986500849557,0.23626315159182965,0.6731842992887852,0.14796716377742594,0.0,FROZEN_DIAGNOSTIC_CONTROL
7,Kauffman Stadium,298.0,TRAINING_MEAN,3,9.626977171939336,9.333333333333334,-0.29364383860600124,-0.9822998561310055,2.2252446369258405,2.3928815575137463,1.5323890430973612,0.22166209206321333,0.6349792707366037,0.1030626720786113,1.1312409480994017,COUNTERFACTUAL_ONLY_NOT_A_MODEL
7,Kauffman Stadium,298.0,P95_CAP,3,9.232469605272712,9.333333333333334,0.10086372806062134,-0.5732313857644655,2.0794163139988435,2.363495911063941,1.528109145661525,0.22460833144229997,0.6434233806471777,0.11217617912129918,0.7367333814327791,COUNTERFACTUAL_ONLY_NOT_A_MODEL
7,Kauffman Stadium,298.0,COEFFICIENT_ZERO,3,9.626977171939336,9.333333333333334,-0.29364383860600124,-0.9822998561310055,2.2252446369258405,2.3928815575137463,1.5323890430973612,0.22166209206321333,0.6349792707366037,0.1030626720786113,1.1312409480994017,COUNTERFACTUAL_ONLY_NOT_A_MODEL
14,Rogers Centre,302.0,RAW_V1,6,8.116909344263428,6.166666666666667,-1.9502426775967614,-2.052150566405962,2.6480318393538975,3.1540364084936576,1.7303513562263122,0.16625544666923608,0.5108190930259098,0.1893008269645903,0.0,FROZEN_DIAGNOSTIC_CONTROL
14,Rogers Centre,302.0,TRAINING_MEAN,6,9.218832938583802,6.166666666666667,-3.052166271917135,-3.1452827325812214,3.39216305441284,3.938164607324014,2.120655190330209,0.21096032168867532,0.6114060667607818,0.28318529332535064,1.1019235943203738,COUNTERFACTUAL_ONLY_NOT_A_MODEL
14,Rogers Centre,302.0,P95_CAP,6,8.841050870012202,6.166666666666667,-2.674384203345536,-2.7705147059336532,3.1370460652108356,3.6508768240423173,1.9720213513343887,0.19404784664174557,0.5741541214182148,0.25185187791471875,0.7241415257487747,COUNTERFACTUAL_ONLY_NOT_A_MODEL
14,Rogers Centre,302.0,COEFFICIENT_ZERO,6,9.218832938583802,6.166666666666667,-3.052166271917135,-3.1452827325812214,3.39216305441284,3.938164607324014,2.120655190330209,0.21096032168867532,0.6114060667607818,0.28318529332535064,1.1019235943203738,COUNTERFACTUAL_ONLY_NOT_A_MODEL
15,Chase Field,297.0,RAW_V1,7,8.458944382816656,6.571428571428571,-1.8875158113880846,-2.3027933607966293,2.5205023902838417,2.9416852266755744,1.6068283736563007,0.18177124275044151,0.5453802653322444,0.22295564153475433,0.0,FROZEN_DIAGNOSTIC_CONTROL
15,Chase Field,297.0,TRAINING_MEAN,7,9.579790457972194,6.571428571428571,-3.008361886543623,-3.4029487620049306,3.167290598430379,3.7673714345562637,1.9981970245495633,0.23177064227206579,0.6567023785933753,0.3156641274705465,1.1208460751555387,COUNTERFACTUAL_ONLY_NOT_A_MODEL
15,Chase Field,297.0,P95_CAP,7,9.187216573641544,6.571428571428571,-2.615788002212972,-3.0176217409331425,2.8852878599307514,3.4592694487461664,1.8452004625447294,0.21287396776591624,0.6151384628995687,0.28421262163247885,0.728272190824887,COUNTERFACTUAL_ONLY_NOT_A_MODEL
15,Chase Field,297.0,COEFFICIENT_ZERO,7,9.579790457972194,6.571428571428571,-3.008361886543623,-3.4029487620049306,3.167290598430379,3.7673714345562637,1.9981970245495633,0.23177064227206579,0.6567023785933753,0.3156641274705465,1.1208460751555387,COUNTERFACTUAL_ONLY_NOT_A_MODEL
22,UNIQLO Field at Dodger Stadium,298.0,RAW_V1,6,7.720159390055039,7.333333333333333,-0.38682605672170567,-0.2643922143919002,2.243139975605008,2.4414855806860274,1.4671481477101704,0.176581093668971,0.5291973111741478,0.0945607258703915,0.0,FROZEN_DIAGNOSTIC_CONTROL
22,UNIQLO Field at Dodger Stadium,298.0,TRAINING_MEAN,6,8.748129209006999,7.333333333333333,-1.4147958756736676,-1.298251809205727,2.231386610972808,2.785875059410896,1.596207834280554,0.19121030312916343,0.5677333628242934,0.1421578831366801,1.027969818951962,COUNTERFACTUAL_ONLY_NOT_A_MODEL
22,UNIQLO Field at Dodger Stadium,298.0,P95_CAP,6,8.389636287969429,7.333333333333333,-1.0563029546360958,-0.9377048950313442,2.23531858665516,2.6254907749710976,1.5334867457727075,0.18424900886270734,0.5508043604690055,0.1224637275285943,0.66947689791439,COUNTERFACTUAL_ONLY_NOT_A_MODEL
22,UNIQLO Field at Dodger Stadium,298.0,COEFFICIENT_ZERO,6,8.748129209006999,7.333333333333333,-1.4147958756736676,-1.298251809205727,2.231386610972808,2.785875059410896,1.596207834280554,0.19121030312916343,0.5677333628242934,0.1421578831366801,1.027969818951962,COUNTERFACTUAL_ONLY_NOT_A_MODEL
31,PNC Park,300.0,RAW_V1,5,7.871960572440268,9.4,1.5280394275597318,2.167050916272495,3.0983027058999726,3.326824681639236,2.068852576085832,0.280807718786934,0.7657075554892065,0.2712872244073304,0.0,FROZEN_DIAGNOSTIC_CONTROL
31,PNC Park,300.0,TRAINING_MEAN,5,8.930381168625933,9.4,0.4696188313740667,1.1138755906597044,2.4661383032315745,2.9943691670176777,1.8502474117136578,0.23857688630692944,0.6710567761933025,0.17947079374414207,1.0584205961856652,COUNTERFACTUAL_ONLY_NOT_A_MODEL
31,PNC Park,300.0,P95_CAP,5,8.5644196750733,9.4,0.8355803249267009,1.478023469605958,2.6847166546025387,3.0723684150709887,1.9050849341471945,0.25093242053102144,0.6979524776648544,0.21053473097416267,0.692459102633031,COUNTERFACTUAL_ONLY_NOT_A_MODEL
31,PNC Park,300.0,COEFFICIENT_ZERO,5,8.930381168625933,9.4,0.4696188313740667,1.1138755906597044,2.4661383032315745,2.9943691670176777,1.8502474117136578,0.23857688630692944,0.6710567761933025,0.17947079374414207,1.0584205961856652,COUNTERFACTUAL_ONLY_NOT_A_MODEL
32,American Family Field,302.0,RAW_V1,3,7.565740172062057,9.333333333333334,1.7675931612712759,-0.6190136172243408,2.616648320073004,3.8323264765071077,2.171810441418266,0.23567093221041302,0.6764988120053839,0.15898125413621725,0.0,FROZEN_DIAGNOSTIC_CONTROL
32,American Family Field,302.0,TRAINING_MEAN,3,8.592838942111115,9.333333333333334,0.7404943912222185,-1.6533446062973223,2.971875463759782,3.493377635450805,2.0025893688531147,0.2262655923221075,0.6474133360556356,0.14636012997023798,1.0270987700490573,COUNTERFACTUAL_ONLY_NOT_A_MODEL
32,American Family Field,302.0,P95_CAP,3,8.240709720106578,9.333333333333334,1.0926236132267573,-1.2987358996195244,2.8500898464570326,3.580118695624818,2.0421878742027775,0.22759861317676433,0.6525933610924798,0.14434361194183534,0.6749695480445185,COUNTERFACTUAL_ONLY_NOT_A_MODEL
32,American Family Field,302.0,COEFFICIENT_ZERO,3,8.592838942111115,9.333333333333334,0.7404943912222185,-1.6533446062973223,2.971875463759782,3.493377635450805,2.0025893688531147,0.2262655923221075,0.6474133360556356,0.14636012997023798,1.0270987700490573,COUNTERFACTUAL_ONLY_NOT_A_MODEL
680,T-Mobile Park,301.0,RAW_V1,3,7.7117822567220395,4.333333333333333,-3.378448923388707,-2.885864155224784,3.378448923388707,3.5511215607972892,1.8644193419180697,0.1418156607034785,0.45412881447404074,0.34767089965190096,0.0,FROZEN_DIAGNOSTIC_CONTROL
680,T-Mobile Park,301.0,TRAINING_MEAN,3,8.75368523635246,4.333333333333333,-4.420351903019127,-3.951286529297601,4.420351903019127,4.559320138745717,2.489526360481772,0.21488515320677767,0.616797991879911,0.4387266452223059,1.0419029796304198,COUNTERFACTUAL_ONLY_NOT_A_MODEL
680,T-Mobile Park,301.0,P95_CAP,3,8.394964632752727,4.333333333333333,-4.061631299419393,-3.584468347002325,4.061631299419393,4.210320486762324,2.2657386078801847,0.18862594007889058,0.5590328188638528,0.40796201787798353,0.6831823760306855,COUNTERFACTUAL_ONLY_NOT_A_MODEL
680,T-Mobile Park,301.0,COEFFICIENT_ZERO,3,8.75368523635246,4.333333333333333,-4.420351903019127,-3.951286529297601,4.420351903019127,4.559320138745717,2.489526360481772,0.21488515320677767,0.616797991879911,0.4387266452223059,1.0419029796304198,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2394,Comerica Park,299.0,RAW_V1,5,7.9322158071844004,8.8,0.8677841928156006,1.170471591068642,3.0671423031023104,3.7970252097205033,2.240221049446876,0.22889248295676454,0.651946231507485,0.14512631494043385,0.0,FROZEN_DIAGNOSTIC_CONTROL
2394,Comerica Park,299.0,TRAINING_MEAN,5,8.993578405770538,8.8,-0.19357840577053906,-0.01095506753357256,2.8396609526098566,3.71156332379734,2.153446115613138,0.21281481073092567,0.6163929258922732,0.10231504740873443,1.0613625985861397,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2394,Comerica Park,299.0,P95_CAP,5,8.625027128550538,8.8,0.17497287144946014,0.39928767566241774,2.9157919793201694,3.707061428637538,2.165118019906944,0.21628525607003335,0.6239695489987728,0.11350990559474498,0.6928113213661404,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2394,Comerica Park,299.0,COEFFICIENT_ZERO,5,8.993578405770538,8.8,-0.19357840577053906,-0.01095506753357256,2.8396609526098566,3.71156332379734,2.153446115613138,0.21281481073092567,0.6163929258922732,0.10231504740873443,1.0613625985861397,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2395,Oracle Park,296.0,RAW_V1,8,7.7463378180349185,6.375,-1.3713378180349183,-0.6678278022577588,1.8661621307515683,2.521265347004202,1.4199731443898327,0.1388129786138316,0.4490254847334754,0.17865347456840155,0.0,FROZEN_DIAGNOSTIC_CONTROL
2395,Oracle Park,296.0,TRAINING_MEAN,8,8.767730477865115,6.375,-2.3927304778651144,-1.6788685311856844,2.495148025615494,3.2045991695268983,1.7081323839122025,0.17618170898151567,0.5370795049922197,0.252580121416071,1.0213926598301963,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2395,Oracle Park,296.0,P95_CAP,8,8.40843430896036,6.375,-2.0334343089603593,-1.3232138698619327,2.2238584565313406,2.941957766748331,1.5910460501921202,0.16134601672244267,0.5034785325679233,0.22175123353107326,0.6620964909254411,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2395,Oracle Park,296.0,COEFFICIENT_ZERO,8,8.767730477865115,6.375,-2.3927304778651144,-1.6788685311856844,2.495148025615494,3.2045991695268983,1.7081323839122025,0.17618170898151567,0.5370795049922197,0.252580121416071,1.0213926598301963,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2529,Sutter Health Park,132.0,RAW_V1,5,9.840288200324803,12.6,2.759711799675197,2.27825871795584,3.579361560965834,4.204653255556449,2.571940978323908,0.22212507308518978,0.6335224877063205,0.30648009538387827,0.0,FROZEN_DIAGNOSTIC_CONTROL
2529,Sutter Health Park,132.0,TRAINING_MEAN,5,10.137926889833164,12.6,2.462073110166837,1.9842057109685616,3.4033050104027183,4.017988300338693,2.4621999944469026,0.20882711954848487,0.604402086565488,0.28406519049475726,0.29763868950835964,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2529,Sutter Health Park,132.0,P95_CAP,5,9.840288200324803,12.6,2.759711799675197,2.27825871795584,3.579361560965834,4.204653255556449,2.571940978323908,0.22212507308518978,0.6335224877063205,0.30648009538387827,0.0,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2529,Sutter Health Park,132.0,COEFFICIENT_ZERO,5,10.137926889833164,12.6,2.462073110166837,1.9842057109685616,3.4033050104027183,4.017988300338693,2.4621999944469026,0.20882711954848487,0.604402086565488,0.28406519049475726,0.29763868950835964,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2680,Petco Park,297.0,RAW_V1,6,7.62293205744576,8.0,0.37706794255424086,0.34208098070062487,2.331475943481806,2.8151722900006746,1.6394957519524198,0.19837674904279212,0.583006997705509,0.07389430691917002,0.0,FROZEN_DIAGNOSTIC_CONTROL
2680,Petco Park,297.0,TRAINING_MEAN,6,8.633002947038298,8.0,-0.6330029470382961,-0.6726258300069512,2.331229831433907,2.863536436813177,1.6575774640789904,0.20236415683662642,0.5935485094613038,0.08361967506200803,1.010070889592537,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2680,Petco Park,297.0,P95_CAP,6,8.279227828968107,8.0,-0.2792278289681069,-0.31722699071408744,2.331316031639953,2.80560984445395,1.6334125516837714,0.19911107165994582,0.585927373527508,0.07387861011480147,0.6562957715223477,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2680,Petco Park,297.0,COEFFICIENT_ZERO,6,8.633002947038298,8.0,-0.6330029470382961,-0.6726258300069512,2.331229831433907,2.863536436813177,1.6575774640789904,0.20236415683662642,0.5935485094613038,0.08361967506200803,1.010070889592537,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2681,Citizens Bank Park,300.0,RAW_V1,4,8.574035442396395,11.0,2.425964557603605,2.431112051486523,2.425964557603605,3.06128302892284,1.9794363035564009,0.27263958423892776,0.7497333349627259,0.368272452820253,0.0,FROZEN_DIAGNOSTIC_CONTROL
2681,Citizens Bank Park,300.0,TRAINING_MEAN,4,9.726853170730752,11.0,1.2731468292692472,1.2789864269164415,1.8527290087832813,2.291765726483165,1.6255077121622779,0.21281782645736694,0.6160666220634375,0.27393477845496544,1.152817728334358,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2681,Citizens Bank Park,300.0,P95_CAP,4,9.328252747443837,11.0,1.6717472525561639,1.6773475471057226,2.0431712979505625,2.524976593838371,1.7216729506302864,0.2307593930652676,0.6558863291076691,0.3054368304485919,0.7542173050474412,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2681,Citizens Bank Park,300.0,COEFFICIENT_ZERO,4,9.726853170730752,11.0,1.2731468292692472,1.2789864269164415,1.8527290087832813,2.291765726483165,1.6255077121622779,0.21281782645736694,0.6160666220634375,0.27393477845496544,1.152817728334358,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2889,Busch Stadium,300.0,RAW_V1,6,7.7490020019595995,8.5,0.7509979980404006,1.8497784957569272,3.5664041040052687,4.048249416783235,2.4229732977672183,0.24623388001594146,0.6848166615744152,0.14901779149196878,0.0,FROZEN_DIAGNOSTIC_CONTROL
2889,Busch Stadium,300.0,TRAINING_MEAN,6,8.790890263884101,8.5,-0.29089026388410105,0.8211717171836854,3.3835561498109037,3.982675581945624,2.3180530729916677,0.22599987776115518,0.6415469004501838,0.08338167102865153,1.0418882619245016,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2889,Busch Stadium,300.0,P95_CAP,6,8.430645021281164,8.5,0.06935497871883485,1.1768247291541707,3.388327946728142,3.974665112294502,2.3370341339470504,0.23096422594544086,0.6515501501229893,0.10440873249227146,0.6816430193215658,COUNTERFACTUAL_ONLY_NOT_A_MODEL
2889,Busch Stadium,300.0,COEFFICIENT_ZERO,6,8.790890263884101,8.5,-0.29089026388410105,0.8211717171836854,3.3835561498109037,3.982675581945624,2.3180530729916677,0.22599987776115518,0.6415469004501838,0.08338167102865153,1.0418882619245016,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3309,Nationals Park,299.0,RAW_V1,6,8.388930381465283,10.833333333333334,2.444402951868051,0.8313690345048883,3.0973170225470343,4.528643664114865,2.5283382174485745,0.2177141046572212,0.6263504367327705,0.1758668525262985,0.0,FROZEN_DIAGNOSTIC_CONTROL
3309,Nationals Park,299.0,TRAINING_MEAN,6,9.511403239675458,10.833333333333334,1.3219300936578746,-0.2616268696883113,3.0880377593142847,4.020496673343171,2.2528950315720864,0.19369161989028247,0.5746780428780656,0.1071650940727985,1.122472858210176,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3309,Nationals Park,299.0,P95_CAP,6,9.121631821227867,10.833333333333334,1.7117015121054682,0.11790886769610598,3.0912599232765783,4.169780464329002,2.327222093149477,0.19959608789715513,0.5876164868581925,0.11655975892885484,0.7327014397625824,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3309,Nationals Park,299.0,COEFFICIENT_ZERO,6,9.511403239675458,10.833333333333334,1.3219300936578746,-0.2616268696883113,3.0880377593142847,4.020496673343171,2.2528950315720864,0.19369161989028247,0.5746780428780656,0.1071650940727985,1.122472858210176,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3312,Target Field,300.0,RAW_V1,4,8.401430723002747,10.75,2.348569276997253,2.7840064460290463,3.1497195516655543,3.503421430124037,2.169402343915524,0.2750397100181652,0.7509394549475794,0.29972747585247483,0.0,FROZEN_DIAGNOSTIC_CONTROL
3312,Target Field,300.0,TRAINING_MEAN,4,9.531040968484017,10.75,1.2189590315159822,1.6793290641203846,2.5984183558937812,2.87399797660282,1.8352742208032518,0.2273853223902178,0.6451840004904973,0.20572057550616077,1.1296102454812709,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3312,Target Field,300.0,P95_CAP,4,9.140464808063037,10.75,1.6095351919369647,2.061284390796769,2.7890372929487444,3.059243010306146,1.9270227164289377,0.2413792106320988,0.6757337496618144,0.23721036458555644,0.7390340850602883,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3312,Target Field,300.0,COEFFICIENT_ZERO,4,9.531040968484017,10.75,1.2189590315159822,1.6793290641203846,2.5984183558937812,2.87399797660282,1.8352742208032518,0.2273853223902178,0.6451840004904973,0.20572057550616077,1.1296102454812709,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3313,Yankee Stadium,296.0,RAW_V1,6,8.18873185053796,6.333333333333333,-1.8553985172046275,-3.2154733969267113,4.424910851235812,4.949700585588257,2.885778700404744,0.2077859842500911,0.6021551466439643,0.14003257539967215,0.0,FROZEN_DIAGNOSTIC_CONTROL
3313,Yankee Stadium,296.0,TRAINING_MEAN,6,9.268456334794827,6.333333333333333,-2.9351230014614944,-4.2987238853207055,4.821375710648414,5.449714280597203,3.192316792509677,0.2416580237618325,0.6768801691259547,0.23158951497354296,1.079724484256867,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3313,Yankee Stadium,296.0,P95_CAP,6,8.888640730156894,6.333333333333333,-2.5553073968235593,-3.917667935193874,4.660664034045236,5.253975134203461,3.073516177253836,0.2283051768941109,0.6474465929693718,0.20023342789067003,0.6999088796189318,COUNTERFACTUAL_ONLY_NOT_A_MODEL
3313,Yankee Stadium,296.0,COEFFICIENT_ZERO,6,9.268456334794827,6.333333333333333,-2.9351230014614944,-4.2987238853207055,4.821375710648414,5.449714280597203,3.192316792509677,0.2416580237618325,0.6768801691259547,0.23158951497354296,1.079724484256867,COUNTERFACTUAL_ONLY_NOT_A_MODEL
4169,loanDepot park,300.0,RAW_V1,6,8.089205776637685,9.166666666666666,1.0774608900289802,0.4333044412265483,3.849432340793985,4.5987911568627435,2.739699147097575,0.2433203563379753,0.6840831063183205,0.12114617690681755,0.0,FROZEN_DIAGNOSTIC_CONTROL
4169,loanDepot park,300.0,TRAINING_MEAN,6,9.176835970156718,9.166666666666666,-0.010169303490050593,-0.6512991519947695,3.851596924942711,4.473614066771087,2.6185913936089276,0.2304685156871651,0.6530860539499216,0.0665192608159548,1.0876301935190307,COUNTERFACTUAL_ONLY_NOT_A_MODEL
4169,loanDepot park,300.0,P95_CAP,6,8.800774911360632,9.166666666666666,0.365891755306035,-0.27628457620301017,3.850848494261333,4.487569421205728,2.6432501318108472,0.23287627874145167,0.658957267228218,0.08124834557253592,0.7115691347229451,COUNTERFACTUAL_ONLY_NOT_A_MODEL
4169,loanDepot park,300.0,COEFFICIENT_ZERO,6,9.176835970156718,9.166666666666666,-0.010169303490050593,-0.6512991519947695,3.851596924942711,4.473614066771087,2.6185913936089276,0.2304685156871651,0.6530860539499216,0.0665192608159548,1.0876301935190307,COUNTERFACTUAL_ONLY_NOT_A_MODEL
4705,Truist Park,301.0,RAW_V1,6,7.88179282075648,9.166666666666666,1.2848738459101876,3.2178496054700734,4.610504471578192,4.878063040708701,3.0725926229042577,0.2942400892896843,0.7977238037638951,0.22043221155365425,0.0,FROZEN_DIAGNOSTIC_CONTROL
4705,Truist Park,301.0,TRAINING_MEAN,6,8.946665135793346,9.166666666666666,0.2200015308733209,2.1664395145115067,4.265153303868568,4.716088066051113,2.8816627155600893,0.2622484794867063,0.7212726072574905,0.13298723233160573,1.0648723150368666,COUNTERFACTUAL_ONLY_NOT_A_MODEL
4705,Truist Park,301.0,P95_CAP,6,8.580036335343836,9.166666666666666,0.5866303313228313,2.528433356388506,4.384055525818844,4.745572151859599,2.931710110269346,0.2712733581797487,0.7419019864129891,0.15924254581724714,0.6982435145873563,COUNTERFACTUAL_ONLY_NOT_A_MODEL
4705,Truist Park,301.0,COEFFICIENT_ZERO,6,8.946665135793346,9.166666666666666,0.2200015308733209,2.1664395145115067,4.265153303868568,4.716088066051113,2.8816627155600893,0.2622484794867063,0.7212726072574905,0.13298723233160573,1.0648723150368666,COUNTERFACTUAL_ONLY_NOT_A_MODEL
5325,Globe Life Field,299.0,RAW_V1,3,7.508429059198234,8.0,0.49157094080176594,-1.4681025287698368,4.688632167254693,5.349068848050143,3.212637251556375,0.2592816854952087,0.7298484286048206,0.12313217615145722,0.0,FROZEN_DIAGNOSTIC_CONTROL
5325,Globe Life Field,299.0,TRAINING_MEAN,3,8.513087274668425,8.0,-0.5130872746684254,-2.4673648911558637,5.048382039553318,5.3815005832934535,3.2560748179655685,0.2699174551531377,0.7403398741377581,0.13912844115904896,1.0046582154701913,COUNTERFACTUAL_ONLY_NOT_A_MODEL
5325,Globe Life Field,299.0,P95_CAP,3,8.164226226639839,8.0,-0.16422622663983924,-2.12037751810745,4.923461230122111,5.34889492176682,3.230879008060343,0.2648887250732033,0.7324413639401932,0.12825785571376833,0.6557971674416052,COUNTERFACTUAL_ONLY_NOT_A_MODEL
5325,Globe Life Field,299.0,COEFFICIENT_ZERO,3,8.513087274668425,8.0,-0.5130872746684254,-2.4673648911558637,5.048382039553318,5.3815005832934535,3.2560748179655685,0.2699174551531377,0.7403398741377581,0.13912844115904896,1.0046582154701913,COUNTERFACTUAL_ONLY_NOT_A_MODEL
