row_type,population,venue_id,park_name,games,comparison,within_venue_pearson,within_venue_month_pearson,interpretation,mean_depth,depth_actual_pearson,depth_raw_forecast_pearson,depth_residual_pearson
AGGREGATE_FIXED_EFFECT,ALL_HISTORICAL_2023_AUG05,ALL,ALL,9012,raw_forecast,-0.6595163669324171,-0.06122167760663019,calendar-controlled descriptive association; not a fitted prediction model,,,,
AGGREGATE_FIXED_EFFECT,ALL_HISTORICAL_2023_AUG05,ALL,ALL,9012,run_residual,0.04508040155745971,-0.007804079510347318,calendar-controlled descriptive association; not a fitted prediction model,,,,
AGGREGATE_FIXED_EFFECT,ALL_HISTORICAL_2023_AUG05,ALL,ALL,9012,strict_prior_total_run_factor,-0.25770888855413704,-0.007402241836209522,calendar-controlled descriptive association; not a fitted prediction model,,,,
VENUE,ALL_HISTORICAL_2023_AUG05,1,Angel Stadium,301,,,,,149.99335548172758,-0.09389689570316616,-0.7046033690025272,-0.03153879785709911
VENUE,ALL_HISTORICAL_2023_AUG05,2,Oriole Park at Camden Yards,304,,,,,151.48026315789474,0.019611490409923226,-0.681163660505238,0.07913902118497355
VENUE,ALL_HISTORICAL_2023_AUG05,3,Fenway Park,299,,,,,148.96989966555185,-0.1832322675419489,-0.6816163659914702,-0.10703643375134382
VENUE,ALL_HISTORICAL_2023_AUG05,4,Rate Field,298,,,,,148.4731543624161,-0.014787265479577635,-0.8217845050714311,0.08592735762978627
VENUE,ALL_HISTORICAL_2023_AUG05,5,Progressive Field,301,,,,,149.9734219269103,0.025221045556325393,-0.5812190253527733,0.08659536014017997
VENUE,ALL_HISTORICAL_2023_AUG05,7,Kauffman Stadium,298,,,,,148.48657718120805,-0.08371116416842765,-0.7490174305961995,0.009450181631957988
VENUE,ALL_HISTORICAL_2023_AUG05,10,Oakland Coliseum,162,,,,,80.49382716049382,-0.05848128713215103,-0.6221247081352039,-0.002733487700488022
VENUE,ALL_HISTORICAL_2023_AUG05,12,Tropicana Field,221,,,,,110.0,-0.12523566597124888,-0.8447810934918022,-0.02159555194266911
VENUE,ALL_HISTORICAL_2023_AUG05,14,Rogers Centre,302,,,,,150.5,0.043871669561068825,-0.3233024552102363,0.0686682244553261
VENUE,ALL_HISTORICAL_2023_AUG05,15,Chase Field,297,,,,,148.0,0.013671907986077515,-0.27851029177603426,0.03273260569113843
VENUE,ALL_HISTORICAL_2023_AUG05,17,Wrigley Field,300,,,,,149.49333333333334,-0.016074155110923808,-0.8555357210657482,0.08041190723964688
VENUE,ALL_HISTORICAL_2023_AUG05,19,Coors Field,300,,,,,149.48333333333332,0.0067056449970423464,-0.07016268345213196,0.012010807155106511
VENUE,ALL_HISTORICAL_2023_AUG05,22,UNIQLO Field at Dodger Stadium,298,,,,,148.49664429530202,-0.02144155304026883,-0.7819290309752313,0.07391308630682544
VENUE,ALL_HISTORICAL_2023_AUG05,31,PNC Park,300,,,,,149.49,0.02634992261410029,-0.6699790096834455,0.08173152012137691
VENUE,ALL_HISTORICAL_2023_AUG05,32,American Family Field,302,,,,,150.5,-0.015361493375625512,-0.8322666727445028,0.07078343043733039
VENUE,ALL_HISTORICAL_2023_AUG05,680,T-Mobile Park,301,,,,,150.0,-0.03315118468293439,-0.8239316532094403,0.09753783926510914
VENUE,ALL_HISTORICAL_2023_AUG05,2392,Daikin Park,302,,,,,150.5,-0.0179031632789418,-0.823806032713471,0.07590287889625104
VENUE,ALL_HISTORICAL_2023_AUG05,2394,Comerica Park,299,,,,,148.9665551839465,-0.017289003271348278,-0.6384730162305084,0.04160906417017986
VENUE,ALL_HISTORICAL_2023_AUG05,2395,Oracle Park,296,,,,,147.4966216216216,0.06851307185359962,-0.7955914664700687,0.15900247346748356
VENUE,ALL_HISTORICAL_2023_AUG05,2523,George M. Steinbrenner Field,81,,,,,40.0,0.11848652002902804,-0.21381419008214242,0.12918508522966457
VENUE,ALL_HISTORICAL_2023_AUG05,2529,Sutter Health Park,132,,,,,65.5,0.09770189360855429,0.2043417622716947,0.08268063721780149
VENUE,ALL_HISTORICAL_2023_AUG05,2602,Great American Ball Park,301,,,,,149.98338870431894,-0.10103894407609797,-0.6848890772023433,-0.03999954194718455
VENUE,ALL_HISTORICAL_2023_AUG05,2680,Petco Park,297,,,,,147.996632996633,-0.02866014516980974,-0.7521940434236805,0.05218713552185534
VENUE,ALL_HISTORICAL_2023_AUG05,2681,Citizens Bank Park,300,,,,,149.47666666666666,0.021661220242917313,-0.6401666783308543,0.07436311084654693
VENUE,ALL_HISTORICAL_2023_AUG05,2889,Busch Stadium,300,,,,,149.47666666666666,-0.1576495187497436,-0.7685935213494125,-0.059964319933815374
VENUE,ALL_HISTORICAL_2023_AUG05,3289,Citi Field,300,,,,,149.46333333333334,0.07276418626293467,-0.6423660913995979,0.13429105811902295
VENUE,ALL_HISTORICAL_2023_AUG05,3309,Nationals Park,299,,,,,148.98327759197323,0.10802498222740202,-0.5009542547272889,0.14832953513943334
VENUE,ALL_HISTORICAL_2023_AUG05,3312,Target Field,300,,,,,149.49,0.03686303677863608,-0.4586576083818564,0.07110801246026142
VENUE,ALL_HISTORICAL_2023_AUG05,3313,Yankee Stadium,296,,,,,147.47972972972974,0.05095089650154658,-0.4399068634515391,0.08570038029278802
VENUE,ALL_HISTORICAL_2023_AUG05,4169,loanDepot park,300,,,,,149.5,-0.06381774305504598,-0.3610863365445418,-0.032096650080081675
VENUE,ALL_HISTORICAL_2023_AUG05,4705,Truist Park,301,,,,,149.98671096345515,-0.0833193349274541,-0.8788581437916461,0.02926583417840889
VENUE,ALL_HISTORICAL_2023_AUG05,5325,Globe Life Field,299,,,,,149.0,-0.18683646658907976,-0.90312998034836,-0.04381669911746389
