game_date,variant,games,mean_prediction,mean_actual,actual_minus_forecast_bias,median_actual_minus_forecast_residual,mae,rmse,crps,fixed_threshold_macro_brier,fixed_threshold_macro_log_loss,fixed_threshold_macro_ece,mean_prediction_shift_vs_raw,counterfactual_status,absolute_bias_improved_vs_raw,mae_improved_vs_raw,crps_improved_vs_raw
2026-08-06,RAW_V1,5,8.411675961188376,12.0,3.5883240388116233,1.2790619461433135,5.16741202991399,7.175409064695315,4.021429934306758,0.26162956615543015,0.7250695503049377,0.15727830149252686,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-06,TRAINING_MEAN,5,9.537100909090793,12.0,2.4628990909092066,0.10649249926664162,4.942491738577883,6.687939750627377,3.72423173786299,0.24146260564413016,0.6765613624047079,0.07451491910019566,1.1254249479024163,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-06,P95_CAP,5,9.146276416054057,12.0,2.8537235839459445,0.5119223138598361,5.018611277576348,6.839224319062764,3.8096947603764866,0.24623641914059755,0.6879260157943937,0.09563259674134124,0.734600454865679,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-06,COEFFICIENT_ZERO,5,9.537100909090793,12.0,2.4628990909092066,0.10649249926664162,4.942491738577883,6.687939750627377,3.72423173786299,0.24146260564413016,0.6765613624047079,0.07451491910019566,1.1254249479024163,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-07,RAW_V1,14,7.99099257170045,7.928571428571429,-0.0624211431290212,-0.4367969966011329,2.7030999137419363,3.4202156573620712,1.945340393026084,0.2034083407714363,0.5963148251163995,0.05189467232649168,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-07,TRAINING_MEAN,14,9.059351801852385,7.928571428571429,-1.1307803732809563,-1.4913574993205607,3.0273316986374814,3.618518703072353,2.034473918377103,0.21318124459186058,0.616858837337015,0.10346257388973105,1.068359230151935,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-07,P95_CAP,14,8.68810517156608,7.928571428571429,-0.7595337429946509,-1.1228972334724316,2.912054815106203,3.513487447056294,1.9859465355022645,0.20789170155660144,0.6056786734897054,0.08187388220101215,0.6971125998656298,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-07,COEFFICIENT_ZERO,14,9.059351801852385,7.928571428571429,-1.1307803732809563,-1.4913574993205607,3.0273316986374814,3.618518703072353,2.034473918377103,0.21318124459186058,0.616858837337015,0.10346257388973105,1.068359230151935,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-08,RAW_V1,15,7.9937348417205785,8.2,0.20626515827942243,0.22116894772022277,2.1431085324303534,2.753609699029807,1.62091448083322,0.19170609488032428,0.5658690806535328,0.09535857016912984,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-08,TRAINING_MEAN,15,9.062221328493925,8.2,-0.8622213284939241,-0.8045081045198383,2.175091660558869,2.8817537049373327,1.650079954784202,0.1942309968770548,0.5758444154924545,0.09261085662932324,1.0684864867733466,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-08,P95_CAP,15,8.690857106781712,8.2,-0.4908571067817107,-0.44370481123531214,2.1362193405404146,2.791173513709605,1.6198955250807137,0.19128770472351017,0.5683380045480932,0.09267253061457377,0.6971222650611328,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,True,True
2026-08-08,COEFFICIENT_ZERO,15,9.062221328493925,8.2,-0.8622213284939241,-0.8045081045198383,2.175091660558869,2.8817537049373327,1.650079954784202,0.1942309968770548,0.5758444154924545,0.09261085662932324,1.0684864867733466,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-09,RAW_V1,15,7.914413180263788,9.0,1.0855868197362137,0.14708105282588768,3.193158719685026,3.9072044042400265,2.271757546927904,0.24995413333781602,0.7003571259001359,0.12326539877603486,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-09,TRAINING_MEAN,15,8.972243183563762,9.0,0.027756816436236065,-0.8985662273027994,3.24839387495304,3.7584397400112577,2.1729519094394676,0.23615951390370093,0.6661163804682472,0.0414538921585759,1.0578300032999772,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,False,True
2026-08-09,P95_CAP,15,8.604566210546087,9.0,0.3954337894539125,-0.5339084903563016,3.2218230952284497,3.7761144735853542,2.188772087020871,0.23895278212572582,0.6730048589149247,0.06307331487850147,0.690153030282301,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,False,True
2026-08-09,COEFFICIENT_ZERO,15,8.972243183563762,9.0,0.027756816436236065,-0.8985662273027994,3.24839387495304,3.7584397400112577,2.1729519094394676,0.23615951390370093,0.6661163804682472,0.0414538921585759,1.0578300032999772,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,False,True
2026-08-10,RAW_V1,10,8.20880252961017,9.6,1.3911974703898307,2.2658940104305576,3.653677123606671,4.049237660357942,2.4346501330355483,0.2513389444986439,0.6971305189799272,0.17576557665605116,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-10,TRAINING_MEAN,10,9.2071724609023,9.6,0.39282753909770013,1.2409968033993453,3.4222808566892824,3.934082959929343,2.3245675706703555,0.23260736196397572,0.6565910594768694,0.09072202975872291,0.9983699312921305,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-10,P95_CAP,10,8.8415092290229,9.6,0.7584907709770989,1.5999353337189293,3.483489689473447,3.974578975222379,2.3624480294960577,0.238696329956416,0.6692797957562754,0.12099887764206872,0.6327066994127316,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-10,COEFFICIENT_ZERO,10,9.2071724609023,9.6,0.39282753909770013,1.2409968033993453,3.4222808566892824,3.934082959929343,2.3245675706703555,0.23260736196397572,0.6565910594768694,0.09072202975872291,0.9983699312921305,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-11,RAW_V1,15,8.153726876463583,7.6,-0.5537268764635831,-1.6023005493366025,3.381361590272291,3.8971161956886693,2.221522275249863,0.19901594441410686,0.583537383915861,0.04407515055199027,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-11,TRAINING_MEAN,15,9.176541849401127,7.6,-1.5765418494011258,-2.758918648755598,3.6540284083148027,4.2547270312053485,2.408194652432634,0.21934622362893033,0.6289059616997421,0.12907022482479746,1.0228149729375433,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-11,P95_CAP,15,8.808316227375808,7.6,-1.2083162273758106,-2.3590042020235593,3.572814684835871,4.12378977616827,2.3402838979733227,0.21166884919612816,0.6119931582327889,0.09849633037604834,0.6545893509122275,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-11,COEFFICIENT_ZERO,15,9.176541849401127,7.6,-1.5765418494011258,-2.758918648755598,3.6540284083148027,4.2547270312053485,2.408194652432634,0.21934622362893033,0.6289059616997421,0.12907022482479746,1.0228149729375433,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-12,RAW_V1,15,8.208182232897062,9.466666666666667,1.258484433769605,1.3890641549901126,2.8661564331910863,3.7523651707103727,2.1197671315804647,0.21662592025316454,0.6203234775270149,0.1311813191603338,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-12,TRAINING_MEAN,15,9.238622513081562,9.466666666666667,0.22804415358510538,0.36078606430885074,2.615206237850495,3.5491824429808725,2.009354585670795,0.20368388101761545,0.5954699774353679,0.07301218763870726,1.0304402801844994,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-12,P95_CAP,15,8.867788682961592,9.466666666666667,0.598877983705075,0.7148157048502437,2.690113795584255,3.5938050808039237,2.0336385983997745,0.2070456886107033,0.6018288206447254,0.09031909942990472,0.6596064500645299,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-12,COEFFICIENT_ZERO,15,9.238622513081562,9.466666666666667,0.22804415358510538,0.36078606430885074,2.615206237850495,3.5491824429808725,2.009354585670795,0.20368388101761545,0.5954699774353679,0.07301218763870726,1.0304402801844994,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,True,True
2026-08-13,RAW_V1,8,7.981338943906008,8.125,0.14366105609399193,-0.8547475466535017,3.956189880591209,5.012187935593001,2.8903325485080127,0.21533610188845376,0.6216685975382584,0.073132749195215,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-13,TRAINING_MEAN,8,9.049833163665514,8.125,-0.924833163665514,-1.9186213814351971,4.236459315588439,5.103750642231062,2.925357475700142,0.22387935989226362,0.6389204029080636,0.10908870067149327,1.068494219759506,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
