game_date,variant,games,mean_prediction,mean_actual,actual_minus_forecast_bias,median_actual_minus_forecast_residual,mae,rmse,crps,fixed_threshold_macro_brier,fixed_threshold_macro_log_loss,fixed_threshold_macro_ece,mean_prediction_shift_vs_raw,counterfactual_status,absolute_bias_improved_vs_raw,mae_improved_vs_raw,crps_improved_vs_raw
2026-08-13,P95_CAP,8,8.678976601281317,8.125,-0.5539766012813152,-1.5531417966838692,4.139688174270011,5.046004492555175,2.8984703748825864,0.21911436573179052,0.6289047893910972,0.09347264766352152,0.6976376573753071,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-13,COEFFICIENT_ZERO,8,9.049833163665514,8.125,-0.924833163665514,-1.9186213814351971,4.236459315588439,5.103750642231062,2.925357475700142,0.22387935989226362,0.6389204029080636,0.10908870067149327,1.068494219759506,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-14,RAW_V1,14,7.961287468228734,8.285714285714286,0.32442681748555174,0.18402695771693756,4.40262146235398,4.915123968225351,2.9719585301826728,0.26234805670632394,0.7278699822201812,0.12731490581110005,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-14,TRAINING_MEAN,14,8.929820705821971,8.285714285714286,-0.6441064201076856,-0.4751967259552847,4.480515921135984,4.97592279454466,2.9736510409980528,0.2539255095722625,0.7029453964338712,0.09817591064869734,0.9685332375932373,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-14,P95_CAP,14,8.57235219184626,8.285714285714286,-0.28663790613197576,-0.1461991131393532,4.475771453123865,4.939815621761948,2.9684452450318735,0.25660336372076525,0.7099790619234098,0.10864573371733559,0.6110647236175275,COUNTERFACTUAL_ONLY_NOT_A_MODEL,True,False,True
2026-08-14,COEFFICIENT_ZERO,14,8.929820705821971,8.285714285714286,-0.6441064201076856,-0.4751967259552847,4.480515921135984,4.97592279454466,2.9736510409980528,0.2539255095722625,0.7029453964338712,0.09817591064869734,0.9685332375932373,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,False
2026-08-15,RAW_V1,15,7.945804434480427,8.2,0.2541955655195722,-0.2910162409905084,2.948089176955229,3.6862809135028853,2.1080449772903833,0.22289993502580818,0.639048379909911,0.0545897708069891,0.0,FROZEN_DIAGNOSTIC_CONTROL,False,False,False
2026-08-15,TRAINING_MEAN,15,8.918842471713292,8.2,-0.7188424717132893,-1.2760714841413652,3.0234965047035938,3.716388828177287,2.0895061688728753,0.21771082693629254,0.6261403033186874,0.05389582766586398,0.9730380372328618,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,True
2026-08-15,P95_CAP,15,8.561374323726797,8.2,-0.3613743237267977,-0.9369231965268119,2.9595232020962854,3.665165397567569,2.0741427861423056,0.21693313851426432,0.6247242751103174,0.04209151769801258,0.6155698892463697,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,True
2026-08-15,COEFFICIENT_ZERO,15,8.918842471713292,8.2,-0.7188424717132893,-1.2760714841413652,3.0234965047035938,3.716388828177287,2.0895061688728753,0.21771082693629254,0.6261403033186874,0.05389582766586398,0.9730380372328618,COUNTERFACTUAL_ONLY_NOT_A_MODEL,False,False,True
