variant,observed_mean_raw_residual_actual_minus_forecast,mean_location_shift_vs_raw_runs,residual_remaining_after_neutralization,signed_proportion_of_raw_bias_mechanically_offset,absolute_mean_bias_reduction_fraction,attribution_scope,nonlinearity_note
V1_INTERCEPT,0.558992375399351,0.4935500000000005,0.06544237539935047,0.8829279641737552,0.8829279641737553,MODEL_CONTRIBUTION_NOT_CAUSAL_ATTRIBUTION_OF_ACTUAL_RUNS,"The log-link contribution becomes multiplicative in run space; mean run shifts are exact row-level transformations, not additive coefficient sums."
TRAINING_MEAN,0.558992375399351,1.031463643375915,-0.47247126797656397,1.8452195213557694,0.1547804786442306,MODEL_CONTRIBUTION_NOT_CAUSAL_ATTRIBUTION_OF_ACTUAL_RUNS,"The log-link contribution becomes multiplicative in run space; mean run shifts are exact row-level transformations, not additive coefficient sums."
P95_CAP,0.558992375399351,0.6638989511088952,-0.10490657570954416,1.1876708526383704,0.8123291473616298,MODEL_CONTRIBUTION_NOT_CAUSAL_ATTRIBUTION_OF_ACTUAL_RUNS,"The log-link contribution becomes multiplicative in run space; mean run shifts are exact row-level transformations, not additive coefficient sums."
COEFFICIENT_ZERO,0.558992375399351,1.031463643375915,-0.47247126797656397,1.8452195213557694,0.1547804786442306,MODEL_CONTRIBUTION_NOT_CAUSAL_ATTRIBUTION_OF_ACTUAL_RUNS,"The log-link contribution becomes multiplicative in run space; mean run shifts are exact row-level transformations, not additive coefficient sums."
