slate_date,game_pk,player_mlb_id,player,prop_type,line,governing_run_tag,market_timestamp_utc,final_pregame_over_odds,final_pregame_under_odds,plate_appearances,total_bases,outcome,settlement_status,outcome_source,source_sha256
2026-07-30,823674,695600,Carter Jensen,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:45+00:00,112,-145,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823674.json,f3a3bb535840674a960a59b9d5d83bdb27eb799e51d57b8f7cb5da2d5d5208f2
2026-07-30,823674,807712,Luke Keaschall,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:45+00:00,155,-204,3,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823674.json,f3a3bb535840674a960a59b9d5d83bdb27eb799e51d57b8f7cb5da2d5d5208f2
2026-07-30,823921,518692,Freddie Freeman,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,107,-139,4,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,571970,Max Muncy,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,126,-164,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,605141,Mookie Betts,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,132,-172,4,3,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,606192,Teoscar Hernández,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,158,-208,4,5,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,647304,Josh Naylor,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,158,-208,4,2,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,660271,Shohei Ohtani,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:41+00:00,-110,-118,0,0,NO_ACTION,VOID,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,663656,Kyle Tucker,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,146,-192,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,663728,Cal Raleigh,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,171,-227,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,668227,Randy Arozarena,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,139,-182,5,4,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,669242,Tommy Edman,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,124,-161,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,677594,Julio Rodríguez,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,136,-179,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,681624,Andy Pages,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,126,-164,4,2,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,686527,Dominic Canzone,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,134,-175,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,687221,Dalton Rushing,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,158,-208,4,4,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,823921,702284,Cole Young,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:24+00:00,146,-192,5,4,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_823921.json,265d61d49b4eb49fd213c98c1f4a70a8a5e2b983ac308fb2115497a298950405
2026-07-30,824488,553993,Eugenio Suárez,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,158,-208,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,656811,Ryan O'Hearn,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,118,-154,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,663886,Tyler Stephenson,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,152,-200,5,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,663968,Jake Mangum,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,103,-133,5,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,663993,Nathaniel Lowe,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,161,-213,5,2,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,664040,Brandon Lowe,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,106,-137,4,4,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,668709,JJ Bleday,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,136,-179,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,668804,Bryan Reynolds,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,109,-141,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,682622,Noelvi Marte,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,178,-238,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,682829,Elly De La Cruz,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,122,-159,5,6,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,682848,Endy Rodríguez,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,141,-185,4,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,693304,Nick Gonzales,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,115,-149,4,3,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,699013,Esmerlyn Valdez,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,122,-159,4,2,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824488,701398,Sal Stewart,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:00+00:00,118,-154,5,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824488.json,dc682f7bb3d289f04532b61d2b280319827d3172072d3187cdecb62cd92e5c74
2026-07-30,824568,502671,Paul Goldschmidt,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,152,-200,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,545341,Randal Grichuk,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,146,-192,3,3,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,663757,Trent Grisham,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,164,-217,5,2,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,678246,Miguel Vargas,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,120,-156,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,691176,Jasson Domínguez,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,152,-200,5,2,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,695657,Colson Montgomery,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,161,-213,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,700250,Ben Rice,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,126,-164,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,805367,Chase Meidroth,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,158,-208,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824568,808959,Munetaka Murakami,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:37+00:00,171,-227,5,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824568.json,50f1014c75025ae781ed069f6d340dbdecc196e01724ea8ed588575a4d9a6155
2026-07-30,824894,621566,Matt Olson,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,104,-135,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,643289,Mauricio Dubón,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,152,-200,3,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,645277,Ozzie Albies,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,128,-167,3,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,660670,Ronald Acuña Jr.,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,109,-141,4,4,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,660688,Keibert Ruiz,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,136,-179,3,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,663586,Austin Riley,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,136,-179,0,0,NO_ACTION,VOID,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,671277,Luis García Jr.,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,102,-132,5,9,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,671739,Michael Harris II,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,-106,-122,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,682928,CJ Abrams,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,113,-147,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,686611,Dylan Crews,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,132,-172,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,686948,Drake Baldwin,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,100,-130,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,695578,James Wood,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,106,-137,5,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824894,695734,Daylen Lile,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:28:07+00:00,124,-161,4,8,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824894.json,26e11924f8ce5fc3dc1e4bb95a3b86e641c5970b6c3a741129aea0c994db2d70
2026-07-30,824974,575929,Willson Contreras,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,-108,-120,4,5,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,622268,Donovan Walton,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:23+00:00,174,-233,3,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,641680,Jonah Heim,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,171,-227,4,3,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,643446,Jeff McNeil,Total Bases,1.5,cleanroom_20260730T152752Z,2026-07-30T15:27:23+00:00,164,-217,4,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,655316,Andruw Monasterio,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,128,-167,4,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,657136,Connor Wong,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,164,-217,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,666126,Carlos Cortes,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,174,-233,3,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,671732,Lawrence Butler,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,182,-244,4,4,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,677800,Wilyer Abreu,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,-111,-116,4,4,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,678011,Anthony Seigler,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,113,-147,5,1,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,678882,Ceddanne Rafaela,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,-111,-116,4,3,OVER_WIN,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,680776,Jarren Duran,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,120,-156,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
2026-07-30,824974,691016,Tyler Soderstrom,Total Bases,1.5,cleanroom_20260731T004346Z,2026-07-31T00:43:51+00:00,124,-161,4,0,OVER_LOSS,SETTLED,/Users/jerrystrain/Projects/proppadia/backend/mlb/exports/cleanroom_v1/raw/MLB_STATS_API/2026-07-30/closeout_20260731T163125Z/game_824974.json,38cde83809e602ef6fee68ab9da6bb0260e6d542d8c2d714db1c00a66d68493b
