population,variant,omitted_feature,mae,rmse,actual_minus_forecast_bias,mae_delta,rmse_delta,actual_minus_forecast_bias_delta,champion_mae,champion_rmse,champion_actual_minus_forecast_bias
2026_SEQUENTIAL_EARLY,RAW_MINUS_STRICT_PRIOR_TOTAL_RUN_FACTOR_REFIT_V1,strict_prior_total_run_factor,3.549925082556531,4.531764822433477,0.6273691698218192,0.02897911331512537,0.030996874202660507,0.04993592497473209,3.5209459692414056,4.500767948230816,0.5774332448470871
2026_SEQUENTIAL_EARLY,RAW_MINUS_PARK_HISTORY_DEPTH_REFIT_V1,park_history_depth,3.548085685155089,4.486066338698284,0.17030081717828816,0.02713971591368347,-0.014701609532532522,-0.407132427668799,3.5209459692414056,4.500767948230816,0.5774332448470871
2026_SEQUENTIAL_EARLY,RAW_MINUS_GAME_NUMBER_REFIT_V1,game_number,3.521472841511741,4.500877944468537,0.5761742408098481,0.0005268722703353212,0.00010999623772089961,-0.0012590040372389977,3.5209459692414056,4.500767948230816,0.5774332448470871
2026_LATE_HOLDOUT,CHAMPION,NONE,3.6782613120044236,4.68092949277268,0.6610547573577193,0.0,0.0,0.0,,,
2026_LATE_HOLDOUT,RAW_MINUS_LEAGUE_TOTAL_REFIT_V1,league_total,3.678142282657348,4.684004210733592,0.6720880837197519,-0.00011902934707563873,0.0030747179609118547,0.01103332636203258,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_OFFENSE_REFIT_V1,home_offense,3.6784679151742496,4.683271012528431,0.6673635297763921,0.000206603169826014,0.0023415197557508094,0.006308772418672781,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_PREVENTION_REFIT_V1,home_prevention,3.676092228538159,4.677944031116907,0.6512772633070988,-0.002169083466264432,-0.0029854616557729585,-0.009777494050620561,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_OFFENSE_REFIT_V1,away_offense,3.6767734991447423,4.680759517418442,0.6602968709164465,-0.001487812859681359,-0.00016997535423790566,-0.000757886441272837,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_PREVENTION_REFIT_V1,away_prevention,3.68063714101496,4.679404812135463,0.6497038340861215,0.0023758290105364566,-0.001524680637217557,-0.011350923271597813,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_STARTER_RA9_REFIT_V1,home_starter_ra9,3.6778788094888153,4.677851552179747,0.6673617178496738,-0.0003825025156083406,-0.003077940592933537,0.00630696049195445,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_STARTER_RA9_REFIT_V1,away_starter_ra9,3.680264979740719,4.684003304709565,0.6610654316551552,0.0020036677362953448,0.0030738119368844963,1.0674297435842028e-05,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_STARTER_PRIOR_STARTS_REFIT_V1,home_starter_prior_starts,3.680008883792865,4.677110779772117,0.6102762611794355,0.0017475717884414266,-0.0038187130005633563,-0.050778496178283894,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_STARTER_PRIOR_STARTS_REFIT_V1,away_starter_prior_starts,3.6800703748512187,4.681637028005221,0.6587679668122735,0.001809062846795051,0.0007075352325403017,-0.0022867905454458937,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_EXPECTED_OUTS_REFIT_V1,home_expected_outs,3.6718821185491795,4.675749105351839,0.647140458160619,-0.006379193455244181,-0.00518038742084137,-0.0139142991971003,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_EXPECTED_OUTS_REFIT_V1,away_expected_outs,3.6714799666317783,4.677721777800115,0.6614252102268169,-0.006781345372645298,-0.0032077149725653342,0.0003704528690975373,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_WORKLOAD_UNCERTAINTY_OUTS_REFIT_V1,home_workload_uncertainty_outs,3.680327841046836,4.681890268416493,0.6637253331991189,0.002066529042412224,0.0009607756438123616,0.002670575841399514,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_WORKLOAD_UNCERTAINTY_OUTS_REFIT_V1,away_workload_uncertainty_outs,3.6782380655017346,4.680845581571819,0.6613507521095378,-2.3246502689033832e-05,-8.391120086148618e-05,0.00029599475181840695,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_BULLPEN_RA9_REFIT_V1,home_bullpen_ra9,3.67758565028773,4.674233244424268,0.6346632279548359,-0.0006756617166936429,-0.006696248348412759,-0.026391529402883473,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_BULLPEN_RA9_REFIT_V1,away_bullpen_ra9,3.679818226906884,4.679151193024275,0.6471640982864411,0.001556914902460349,-0.0017782997484054874,-0.013890659071278288,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_HOME_BULLPEN_LIKELY_AVAILABLE_RELIEVER_COUNT_REFIT_V1,home_bullpen_likely_available_reliever_count,3.6725119638788772,4.677272219818011,0.6696037364118896,-0.005749348125546394,-0.0036572729546691107,0.008548979054170291,3.6782613120044236,4.68092949277268,0.6610547573577193
2026_LATE_HOLDOUT,RAW_MINUS_AWAY_BULLPEN_LIKELY_AVAILABLE_RELIEVER_COUNT_REFIT_V1,away_bullpen_likely_available_reliever_count,3.6782213335174605,4.680966450107348,0.6591046826343319,-3.9978486963132553e-05,3.695733466724249e-05,-0.0019500747233874849,3.6782613120044236,4.68092949277268,0.6610547573577193
