omitted_feature,term,term_type,original_value,refit_value,absolute_change,percentage_change,sign_change,coefficient_vector_correlation,coefficient_vector_l2_distance,intercept_change,dispersion_change
league_total,home_offense,COEFFICIENT,0.01438300487029133,0.013504353570644785,0.0008786512996465448,-6.108955031096695,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_prevention,COEFFICIENT,-0.013582351836678185,-0.012441032581479293,0.0011413192551988915,-8.40295752107407,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_offense,COEFFICIENT,0.013564475744245507,0.012559178313929503,0.0010052974303160038,-7.411251634568212,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_prevention,COEFFICIENT,-0.013586090275206979,-0.014486895768741884,0.000900805493534905,6.630351155392875,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_starter_ra9,COEFFICIENT,0.013753975761015624,0.013192774976075579,0.0005612007849400448,-4.080280456293348,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_starter_ra9,COEFFICIENT,0.006799765020473005,0.006290695831416634,0.0005090691890563713,-7.486570308292204,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_starter_prior_starts,COEFFICIENT,0.012677233712015375,0.012461162102022732,0.00021607160999264317,-1.7044066150476687,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_starter_prior_starts,COEFFICIENT,0.0008268356527004493,0.00042449604857024506,0.00040233960413020423,-48.66016636028709,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_expected_outs,COEFFICIENT,-0.011065970207803344,-0.01104566635496361,2.030385283973389e-05,-0.18348009671502918,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_expected_outs,COEFFICIENT,0.007419496809107899,0.007522491672808098,0.00010299486370019938,1.388165078442607,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_workload_uncertainty_outs,COEFFICIENT,0.010362819278096425,0.01083119208374625,0.0004683728056498245,4.519743064899432,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_workload_uncertainty_outs,COEFFICIENT,0.0014323801126656583,0.0019585493344344445,0.0005261692217687862,36.73391002263957,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_bullpen_ra9,COEFFICIENT,0.015070549615556185,0.012564778572620453,0.0025057710429357317,-16.626938677466775,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_bullpen_ra9,COEFFICIENT,0.010854280711089645,0.011519937530934712,0.0006656568198450674,6.132666342090974,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_bullpen_likely_available_reliever_count,COEFFICIENT,-0.01084444912895344,-0.011618851638880752,0.0007744025099273109,7.141003666656931,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_bullpen_likely_available_reliever_count,COEFFICIENT,0.003558827664027518,0.00260898543005098,0.000949842233976538,-26.689750773197137,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,home_bullpen_recent_innings_burden,COEFFICIENT,-0.000834537374008508,-0.001967037533637124,0.0011325001596286161,135.7039474683935,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,away_bullpen_recent_innings_burden,COEFFICIENT,0.007154814495771844,0.005847641277543847,0.0013071732182279973,-18.269840804404847,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,strict_prior_total_run_factor,COEFFICIENT,0.04347158492532503,0.04360236850467217,0.00013078357934713514,0.3008484267868163,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,park_history_depth,COEFFICIENT,-0.02681303790069205,-0.02296048003828628,0.0038525578624057713,-14.368225923054903,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,game_number,COEFFICIENT,0.003839049993724805,0.0034959212443417802,0.00034312874938302465,-8.937855718052448,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,INTERCEPT,INTERCEPT,2.1965397963878517,2.1966048607790998,6.506439124809305e-05,0.0029621312281748603,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
league_total,DISPERSION_ALPHA,DISPERSION,0.12944479977012996,0.12961584197555867,0.00017104220542871196,0.13213524663211756,False,0.996834720245326,0.005601679179435725,6.506439124809305e-05,0.00017104220542871196
home_offense,league_total,COEFFICIENT,-0.01265250483616578,-0.01166151912862589,0.0009909857075398893,-7.832328225690669,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_prevention,COEFFICIENT,-0.013582351836678185,-0.015820401063638915,0.0022380492269607304,16.477626657535378,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_offense,COEFFICIENT,0.013564475744245507,0.015929535690834124,0.0023650599465886175,17.435690041997773,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_prevention,COEFFICIENT,-0.013586090275206979,-0.009149032425679752,0.0044370578495272275,-32.658827960420204,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_starter_ra9,COEFFICIENT,0.013753975761015624,0.013505064382165918,0.00024891137884970604,-1.8097412935336297,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_starter_ra9,COEFFICIENT,0.006799765020473005,0.0063045235913928395,0.0004952414290801659,-7.283213869730398,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_starter_prior_starts,COEFFICIENT,0.012677233712015375,0.013743616523338926,0.0010663828113235511,8.411794209590397,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_starter_prior_starts,COEFFICIENT,0.0008268356527004493,0.0008201275431836618,6.708109516787475e-06,-0.8112990163013359,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_expected_outs,COEFFICIENT,-0.011065970207803344,-0.011289235451724706,0.00022326524392136254,2.0175839960595914,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_expected_outs,COEFFICIENT,0.007419496809107899,0.007203436541004414,0.00021606026810348528,-2.912060934351474,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_workload_uncertainty_outs,COEFFICIENT,0.010362819278096425,0.01027853520113501,8.428407696141511e-05,-0.8133315336258329,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_workload_uncertainty_outs,COEFFICIENT,0.0014323801126656583,0.0010141108824130148,0.00041826923025264353,-29.20099396481042,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_bullpen_ra9,COEFFICIENT,0.015070549615556185,0.01199526789352517,0.0030752817220310157,-20.405902906531264,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_bullpen_ra9,COEFFICIENT,0.010854280711089645,0.010461026002023407,0.00039325470906623715,-3.6230379472723153,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_bullpen_likely_available_reliever_count,COEFFICIENT,-0.01084444912895344,-0.009742560374053709,0.0011018887548997318,-10.160855030965239,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_bullpen_likely_available_reliever_count,COEFFICIENT,0.003558827664027518,0.002448280994315548,0.00111054666971197,-31.20540735752196,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,home_bullpen_recent_innings_burden,COEFFICIENT,-0.000834537374008508,-0.0010287305965629686,0.0001941932225544606,23.26956570221633,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,away_bullpen_recent_innings_burden,COEFFICIENT,0.007154814495771844,0.007033906029668125,0.00012090846610371929,-1.6898896005643536,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,strict_prior_total_run_factor,COEFFICIENT,0.04347158492532503,0.04339226985326381,7.931507206122151e-05,-0.18245268075104232,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,park_history_depth,COEFFICIENT,-0.02681303790069205,-0.027530011512394245,0.0007169736117021951,2.6739738121344683,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,game_number,COEFFICIENT,0.003839049993724805,0.00362367323830637,0.00021537675541843503,-5.610157611140344,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,INTERCEPT,INTERCEPT,2.1965397963878517,2.1966217892558175,8.199286796584104e-05,0.003732819596561648,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_offense,DISPERSION_ALPHA,DISPERSION,0.12944479977012996,0.1296398531127811,0.00019505334265113028,0.15068457210912217,False,0.9947613566250675,0.006758214798131934,8.199286796584104e-05,0.00019505334265113028
home_prevention,league_total,COEFFICIENT,-0.01265250483616578,-0.01219546630967832,0.0004570385264874594,-3.612237516646234,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_offense,COEFFICIENT,0.01438300487029133,0.015081560148755599,0.000698555278464269,4.856810414541142,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_offense,COEFFICIENT,0.013564475744245507,0.011532031642978908,0.002032444101266599,-14.983580195709576,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_prevention,COEFFICIENT,-0.013586090275206979,-0.014921706704780806,0.0013356164295738274,9.830763689324003,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_starter_ra9,COEFFICIENT,0.013753975761015624,0.01282104153987466,0.000932934221140963,-6.783014870400448,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_starter_ra9,COEFFICIENT,0.006799765020473005,0.006931900585689299,0.00013213556521629328,1.9432372268520195,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_starter_prior_starts,COEFFICIENT,0.012677233712015375,0.012684727330404226,7.49361838885132e-06,0.059110832529252276,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_starter_prior_starts,COEFFICIENT,0.0008268356527004493,0.000859716771643147,3.288111894269772e-05,3.976741790863495,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_expected_outs,COEFFICIENT,-0.011065970207803344,-0.010366270548639868,0.0006996996591634753,-6.3229852062141925,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_expected_outs,COEFFICIENT,0.007419496809107899,0.007611626241724586,0.00019212943261668735,2.589521062679566,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_workload_uncertainty_outs,COEFFICIENT,0.010362819278096425,0.010394067630159294,3.124835206286952e-05,0.30154296069717446,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_workload_uncertainty_outs,COEFFICIENT,0.0014323801126656583,0.0014524236769674398,2.004356430178149e-05,1.399318806827081,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_bullpen_ra9,COEFFICIENT,0.015070549615556185,0.006438497042408102,0.008632052573148082,-57.27762286942654,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_bullpen_ra9,COEFFICIENT,0.010854280711089645,0.011269018667251007,0.000414737956161362,3.8209621365110897,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_bullpen_likely_available_reliever_count,COEFFICIENT,-0.01084444912895344,-0.011040483161611204,0.0001960340326577631,1.8076900940442848,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_bullpen_likely_available_reliever_count,COEFFICIENT,0.003558827664027518,0.003596752733326859,3.7925069299340856e-05,1.0656618662006558,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,home_bullpen_recent_innings_burden,COEFFICIENT,-0.000834537374008508,-0.0016297885803632124,0.0007952512063547044,95.2924615628535,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,away_bullpen_recent_innings_burden,COEFFICIENT,0.007154814495771844,0.0075245879948290404,0.00036977349905719607,5.168177306004434,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,strict_prior_total_run_factor,COEFFICIENT,0.04347158492532503,0.040171821415151014,0.0032997635101740183,-7.590621588429115,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,park_history_depth,COEFFICIENT,-0.02681303790069205,-0.026303170149466405,0.0005098677512256448,-1.9015665181769092,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,game_number,COEFFICIENT,0.003839049993724805,0.0037478900720842477,9.115992164055722e-05,-2.3745437488327705,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,INTERCEPT,INTERCEPT,2.1965397963878517,2.196567138086068,2.734169821616561e-05,0.0012447622511155168,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
home_prevention,DISPERSION_ALPHA,DISPERSION,0.12944479977012996,0.12952104770263823,7.624793250826656e-05,0.05890382050392816,False,0.9904932044371956,0.009730286590892421,2.734169821616561e-05,7.624793250826656e-05
away_offense,league_total,COEFFICIENT,-0.01265250483616578,-0.011609004999816232,0.0010434998363495467,-8.247377494508585,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_offense,COEFFICIENT,0.01438300487029133,0.016611999220406425,0.0022289943501150947,15.497417752525214,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_prevention,COEFFICIENT,-0.013582351836678185,-0.007969472216062787,0.005612879620615397,-41.32479918137749,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_prevention,COEFFICIENT,-0.013586090275206979,-0.017154341579845522,0.0035682513046385433,26.264004083280554,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_starter_ra9,COEFFICIENT,0.013753975761015624,0.013667414009301077,8.656175171454714e-05,-0.6293580359498556,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_starter_ra9,COEFFICIENT,0.006799765020473005,0.006406958383832859,0.00039280663664014673,-5.776767806791392,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_starter_prior_starts,COEFFICIENT,0.012677233712015375,0.012769444939954803,9.221122793942778e-05,0.7273765715309859,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_starter_prior_starts,COEFFICIENT,0.0008268356527004493,0.0017725705109244325,0.0009457348582239832,114.38002886489093,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_expected_outs,COEFFICIENT,-0.011065970207803344,-0.011184854010121204,0.0001188838023178599,1.0743188359031286,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_expected_outs,COEFFICIENT,0.007419496809107899,0.007501200418580082,8.17036094721826e-05,1.1012014908057683,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_workload_uncertainty_outs,COEFFICIENT,0.010362819278096425,0.01010794460137307,0.00025487467672335486,-2.459510967850956,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_workload_uncertainty_outs,COEFFICIENT,0.0014323801126656583,0.0015826769501743278,0.00015029683750866947,10.492803982664013,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_bullpen_ra9,COEFFICIENT,0.015070549615556185,0.01346346310669164,0.0016070865088645449,-10.663755137408335,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_bullpen_ra9,COEFFICIENT,0.010854280711089645,0.00973976633775175,0.001114514373337894,-10.267970794225107,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_bullpen_likely_available_reliever_count,COEFFICIENT,-0.01084444912895344,-0.011518014043608225,0.000673564914654784,6.211149193889827,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_bullpen_likely_available_reliever_count,COEFFICIENT,0.003558827664027518,0.004582958898891587,0.001024131234864069,28.7772078770755,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,home_bullpen_recent_innings_burden,COEFFICIENT,-0.000834537374008508,-0.000424138859340578,0.00041039851466793,-49.17676876431253,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,away_bullpen_recent_innings_burden,COEFFICIENT,0.007154814495771844,0.0074108741740633475,0.00025605967829150315,3.5788444052997077,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,strict_prior_total_run_factor,COEFFICIENT,0.04347158492532503,0.04158466395814508,0.0018869209671799544,-4.340584707047799,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,park_history_depth,COEFFICIENT,-0.02681303790069205,-0.027465308383197825,0.0006522704825057749,2.4326616212664947,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
away_offense,game_number,COEFFICIENT,0.003839049993724805,0.004013908261380514,0.00017485826765570875,4.554727548261335,False,0.9930818420414683,0.007813136974328462,7.329803073341523e-05,0.0001796043326730834
