feature,population,stage1_frozen_mae_delta,stage3_refit_mae_delta,stage1_frozen_rmse_delta,stage3_refit_rmse_delta,stage1_frozen_crps_delta,stage3_refit_crps_delta,stage1_frozen_brier_delta,stage3_refit_brier_delta,stage1_frozen_log_loss_delta,stage3_refit_log_loss_delta,stage1_frozen_absolute_bias_delta,stage3_refit_actual_minus_forecast_bias_delta,upstream_role_preserved
away_bullpen_ra9,PROSPECTIVE_AUG17_28_CLEAN_RAW,0.0020838442526840417,0.0007299734948231773,0.003283065200998081,-0.001379737430517558,0.0020427429497646976,-0.000733077111954028,0.0002270200763488106,-0.00010049885023818983,0.0005314802158414844,-0.0002535220546866501,0.0004799854494703659,-0.016580847184215042,True
home_bullpen_likely_available_reliever_count,PROSPECTIVE_AUG17_28_CLEAN_RAW,-0.0010872064630116363,-0.009568003177045092,-0.01224291388226817,-0.010017387613446616,-0.007109531909588185,-0.006721332481259168,-0.0007390208662574616,-0.0006526560783722823,-0.0017929524724579204,-0.0015041844463968834,-0.056055209598342925,-2.5098399742851107e-05,True
away_bullpen_likely_available_reliever_count,PROSPECTIVE_AUG17_28_CLEAN_RAW,-0.0040191798982514015,-0.0036892866616149433,3.574221120850041e-05,-0.00276800482479711,-0.0005747108263807199,-0.0021365084665205814,-7.035451640152734e-05,-0.00024030168594707524,-0.0001525297476215881,-0.0005576797079309692,0.01882939153682245,0.0019408533644219572,True
home_bullpen_recent_innings_burden,PROSPECTIVE_AUG17_28_CLEAN_RAW,0.00025984532179146314,-0.00012232137192258463,-0.00024651103778250416,-0.0004272793071899983,-9.398420878259373e-05,-0.00020107174558114949,-1.1835933783010955e-05,-2.145206829176627e-05,-4.076005625930357e-05,-6.029910221727608e-05,-0.002416011237632798,-0.000960416291752586,True
away_bullpen_recent_innings_burden,PROSPECTIVE_AUG17_28_CLEAN_RAW,-0.00494083864622219,-0.003097545494601839,-0.0059517706997676,-0.006920300906103627,-0.0031053970265770836,-0.00335985002691519,-0.0003256133076750267,-0.0003487581905710635,-0.0007668972537702157,-0.0008507863431163054,0.005737008610651795,-0.007568077380235572,True
strict_prior_total_run_factor,PROSPECTIVE_AUG17_28_CLEAN_RAW,0.054781676236445254,0.03247303632269016,0.03075210740708645,0.032209642612411216,0.023849654323032876,0.022138012980824406,0.0024020038629658236,0.002452845212647131,0.004784714792619105,0.00523097814358231,-0.04815564189319982,0.07888999407207498,True
park_history_depth,PROSPECTIVE_AUG17_28_CLEAN_RAW,0.14923413978823863,0.08801692991977728,0.02489847351431962,0.016539685672595006,0.017931113346176808,0.01422664388129391,0.0016004145172814066,0.0014014040324655253,0.0022968077752114624,0.0025407534004024956,0.1538603686117399,-0.5391002961779656,True
game_number,PROSPECTIVE_AUG17_28_CLEAN_RAW,0.0019662961569228976,0.002295236706980841,0.0007436262040316777,0.0004535542546557636,0.0007484780165678551,0.0006844422049971932,0.0001212748167883082,0.00012026532079964514,0.00025853966126587746,0.0002583400475185682,-0.0019098079149906244,-0.003924304051312111,True
league_total,ALL_GOVERNED_EVALUATION,-0.0035836074266821782,-0.0016245426139476216,0.014594546544032916,0.005189737546808182,0.008418909400190522,0.0027690815154572945,0.0009148780805608436,0.00030623197051035667,0.0021982846581843907,0.0007133814495247082,0.1461861215342828,0.0566619722771341,True
home_offense,ALL_GOVERNED_EVALUATION,0.0007695944822749823,0.0008635508711742901,0.0004085940587907899,0.0022603780089802683,5.973990868080037e-05,0.0011664449183252934,-2.691768506893344e-05,0.00011024415536445287,-5.933990030004832e-05,0.00024291847043267367,-0.01824643091435746,-7.235784862141825e-05,True
home_prevention,ALL_GOVERNED_EVALUATION,-0.002574869609011543,-0.00017693757831827028,-0.0014678576888496053,-0.001128311102313262,-0.0007526356098166431,-0.0006301445016267948,-7.858887780981538e-05,-6.523195455879205e-05,-0.00011161021157879425,-0.00015230007242694743,0.009306843897550876,-0.0038037503836879094,True
away_offense,ALL_GOVERNED_EVALUATION,-0.0005342671716181968,-0.0007018512689414003,-0.0023119774987021557,-0.0007888517446721366,-0.0012988226352192989,-0.00040796502678830393,-0.00014645182818975866,-5.419327512540262e-05,-0.000345564954437827,-0.00011422096782176538,-0.013834172083167118,-0.0003724978627568931,True
away_prevention,ALL_GOVERNED_EVALUATION,-0.0018775350883606379,0.00024357410063924334,-0.0013708315088614142,-0.0016190640513897847,-0.0006263711553535778,-0.0008053826001410691,-4.043641948653365e-05,-6.760841960914976e-05,-0.00010029957933177513,-0.00017658940987552718,0.014715033653175336,-0.007827470156016036,True
home_starter_ra9,ALL_GOVERNED_EVALUATION,0.0026858886124196957,0.0006466873180466237,0.0009271915616979598,0.0012849559410037514,0.0006532727902928137,0.0008214444243197505,7.804202856095954e-05,9.112273474526367e-05,0.0001578218237202611,0.00021990909677249704,-0.011602515232511323,0.00505623405153649,True
away_starter_ra9,ALL_GOVERNED_EVALUATION,0.0014606426849730347,0.0003791992716379866,0.0003387741544740308,0.00018348673242662983,0.0003390213331320169,0.0002309645796447768,4.661106134007387e-05,3.0288172113146494e-05,9.40681201905269e-05,6.420838870790924e-05,-0.004347737139960894,0.002318036174090876,True
home_starter_prior_starts,ALL_GOVERNED_EVALUATION,-0.007831231129259209,-0.002911550664731699,0.01577206206024151,-0.005857867285818941,0.008872506532278113,-0.0039499836294907276,0.0008580138083272293,-0.0005262993718647135,0.0020570810287300345,-0.001268605536469125,0.18442853266933557,-0.012686489950722302,True
away_starter_prior_starts,ALL_GOVERNED_EVALUATION,-0.0001571741843022778,0.00033051874288814176,0.0012500070878758152,0.00013464693494658064,0.0007543719872544763,9.578477546146047e-05,8.6288171263188e-05,1.7294878587731377e-05,0.00020397772785019086,3.5643334470703e-05,0.012092708525235918,-0.0005235438529061498,True
home_expected_outs,ALL_GOVERNED_EVALUATION,0.003372638633839742,0.00030063157699444787,0.0035659585283820405,-0.0008830332989440137,0.002196015713179289,-0.000601109848815895,0.0002548543316378271,-8.620529461828008e-05,0.0005742146836819062,-0.00023776205382752824,0.0030639466608009536,-0.001878269208016481,True
away_expected_outs,ALL_GOVERNED_EVALUATION,-0.002627834569932208,-0.0032634132994524556,-0.0022134120784240707,-0.0024790244518611004,-0.001396170556499765,-0.0016019823804609423,-0.00017750844788214093,-0.00022172556323807324,-0.00037983268109975654,-0.00047285778662686795,-0.004416336199429716,-0.0033908370958711243,True
home_workload_uncertainty_outs,ALL_GOVERNED_EVALUATION,0.00024407528919523358,-0.000992917239330815,-0.0005427907144790467,-0.0007905761841735526,-0.0004856325868907163,-0.0006961239603260339,-5.868633142672164e-05,-9.035657401249009e-05,-0.00013149839520010254,-0.0002000059081025407,-0.008230166201198486,-0.001588975196514908,True
away_workload_uncertainty_outs,ALL_GOVERNED_EVALUATION,0.0001692274420030948,9.636481914299111e-05,-0.00011703053295430976,-9.470205159978207e-05,-5.9975541817802736e-05,-4.9970691500700326e-05,-7.952503967179059e-06,-7.429827592164706e-06,-1.9628770149604513e-05,-1.783216106676644e-05,-0.001272082634202254,-0.0008264463242666498,True
home_bullpen_ra9,ALL_GOVERNED_EVALUATION,0.0030833819922242434,-2.0211191616770208e-05,0.0028499283841405543,-0.001900116537563612,0.0016202716226585423,-0.0011382446513263922,0.00018175087889343855,-0.000117960168720177,0.0003569445767526158,-0.0002821038181145541,0.001877510444646624,-0.011397447608704647,True
away_bullpen_ra9,ALL_GOVERNED_EVALUATION,0.0014644643948562575,0.000470141369889987,0.0016933325254484544,-0.0012220690886692864,0.0009636591632573577,-0.0006273047061347015,9.454490160340501e-05,-6.015415060026119e-05,0.0002270421024243019,-0.00015059329679745215,-0.0023817681701038262,-0.00915842803121003,True
home_bullpen_likely_available_reliever_count,ALL_GOVERNED_EVALUATION,-0.006440654827799097,-0.005479244800215444,-0.008112204155457547,-0.004158952682393746,-0.0049037770225428545,-0.0025739425792701276,-0.0005682721088544063,-0.00030410572353625764,-0.0012939647084094785,-0.0006768656315011556,-0.00890993246209143,0.013623708587044592,True
away_bullpen_likely_available_reliever_count,ALL_GOVERNED_EVALUATION,0.0010845218225159492,0.00022566305637372608,0.0013754663314289317,-0.00033570689783068985,0.0008019852877381162,-0.00023180503278963371,9.181311296616035e-05,-2.3203032401386547e-05,0.0002080512937331358,-5.871016666503248e-05,0.0021267080870869814,-0.004319219567142374,True
home_bullpen_recent_innings_burden,ALL_GOVERNED_EVALUATION,0.0002260060399650321,0.0001884485703889105,8.113557094002743e-05,0.00013385575838675834,7.925813545162086e-05,0.0001115000087632545,1.2269449001373056e-05,1.592547357842644e-05,2.6686513508344945e-05,3.549375368649965e-05,-8.190964764570596e-05,0.00040694606457958304,True
away_bullpen_recent_innings_burden,ALL_GOVERNED_EVALUATION,-0.0012042149772559796,-0.0005584687423483281,-0.0010389290232497572,-0.0009817097191495705,-0.0006941165975340446,-0.0005637071659712056,-7.917985531788463e-05,-4.708087120902649e-05,-0.00018497398136352317,-0.00011971378164465918,0.00041509908970299714,0.00031971014207027304,True
strict_prior_total_run_factor,ALL_GOVERNED_EVALUATION,0.03349483496274486,0.01671135765915288,0.027302564058632406,0.0203278039117194,0.01585600558045952,0.011714157918133683,0.001773723537812688,0.0012819355609411387,0.0037255895034087327,0.0027381494225778846,-0.05773112301828409,0.03610377484565774,True
park_history_depth,ALL_GOVERNED_EVALUATION,0.07797731920835549,0.026152464812247533,-0.0014206938101279931,-0.01105094588606903,-0.0016073905818720924,-0.0068666119578999485,9.02344365843466e-05,-0.0006295949709252124,-0.00020661311240577351,-0.001694371356138813,-0.03216461547071614,-0.2988855441123126,True
game_number,ALL_GOVERNED_EVALUATION,0.0007988774334886095,0.00031725377963409684,0.00012284846300403274,-0.0002660155328157998,0.00013278342491895856,-0.00012508869144989276,3.115905736028601e-05,-8.95261407785064e-08,6.661814480879436e-05,-5.141913488992955e-06,-0.0006900343690978694,2.3604184452075128e-05,True
