feature,population,metric,stage1_frozen_delta,stage3_refit_delta,fraction_stage1_loss_recovered,recovery_defined,interpretation
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,mae,0.00014859890634966177,0.00024189300394805713,-0.6278249274518143,True,positive frozen loss basis only
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,rmse,0.0016588163488622243,1.2849479426257915e-05,0.9922538263894787,True,positive frozen loss basis only
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,crps,0.0010280663017256941,-1.49869202736852e-05,1.0145777760135979,True,positive frozen loss basis only
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,brier,0.0001230506993976921,6.851303379989959e-06,0.9443212967213865,True,positive frozen loss basis only
away_starter_prior_starts,2026_SEQUENTIAL_EARLY,log_loss,0.0002788667847238857,4.303144539474779e-06,0.9845691750498883,True,positive frozen loss basis only
home_expected_outs,2026_SEQUENTIAL_EARLY,mae,0.0029223369652005005,0.0017351768322519945,0.40623656583252893,True,positive frozen loss basis only
home_expected_outs,2026_SEQUENTIAL_EARLY,rmse,0.003231014802552501,0.00028588759326098057,0.9115177086050087,True,positive frozen loss basis only
home_expected_outs,2026_SEQUENTIAL_EARLY,crps,0.0020445157323960572,-2.1078394976559167e-05,1.0103097250085018,True,positive frozen loss basis only
home_expected_outs,2026_SEQUENTIAL_EARLY,brier,0.00024133244830940037,-2.1573573697947213e-05,1.0893935890058548,True,positive frozen loss basis only
home_expected_outs,2026_SEQUENTIAL_EARLY,log_loss,0.0005245386897873017,-0.0001549635009149286,1.2954281617963503,True,positive frozen loss basis only
away_expected_outs,2026_SEQUENTIAL_EARLY,mae,-0.004003563171047109,-0.003570292783509288,,False,not defined because frozen removal did not worsen metric
away_expected_outs,2026_SEQUENTIAL_EARLY,rmse,-0.0028049974157724478,-0.0026479693735579346,,False,not defined because frozen removal did not worsen metric
away_expected_outs,2026_SEQUENTIAL_EARLY,crps,-0.0020493984091127793,-0.0017980055376862758,,False,not defined because frozen removal did not worsen metric
away_expected_outs,2026_SEQUENTIAL_EARLY,brier,-0.0002920504298914717,-0.0002769214406341536,,False,not defined because frozen removal did not worsen metric
away_expected_outs,2026_SEQUENTIAL_EARLY,log_loss,-0.0006420375478340956,-0.0005799322406924157,,False,not defined because frozen removal did not worsen metric
home_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,mae,-0.0003174523404156915,-0.001085712393981364,,False,not defined because frozen removal did not worsen metric
home_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,rmse,-0.0016655271558683182,-0.0014210397305323141,,False,not defined because frozen removal did not worsen metric
home_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,crps,-0.001069899716037881,-0.0009530703939431007,,False,not defined because frozen removal did not worsen metric
home_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,brier,-9.716668127487949e-05,-8.975064686300716e-05,,False,not defined because frozen removal did not worsen metric
home_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,log_loss,-0.00022169220580259275,-0.0002071392326346011,,False,not defined because frozen removal did not worsen metric
away_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,mae,6.897145937934113e-05,-6.53440604541089e-05,1.947407247028345,True,positive frozen loss basis only
away_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,rmse,-0.0005481814157564102,-0.0005626115199381942,,False,not defined because frozen removal did not worsen metric
away_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,crps,-0.0002921364116854619,-0.0003124366338562723,,False,not defined because frozen removal did not worsen metric
away_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,brier,-2.7513075682189525e-05,-3.1189263786701726e-05,,False,not defined because frozen removal did not worsen metric
away_workload_uncertainty_outs,2026_SEQUENTIAL_EARLY,log_loss,-6.507214652096138e-05,-7.373697474100105e-05,,False,not defined because frozen removal did not worsen metric
home_bullpen_ra9,2026_SEQUENTIAL_EARLY,mae,0.004527845806259201,0.0003731619606921477,0.9175850997009889,True,positive frozen loss basis only
home_bullpen_ra9,2026_SEQUENTIAL_EARLY,rmse,0.005681711046452875,-0.0010001547680964507,1.1760305583862547,True,positive frozen loss basis only
home_bullpen_ra9,2026_SEQUENTIAL_EARLY,crps,0.003049994308255144,-0.0007699997509500456,1.2524594058637935,True,positive frozen loss basis only
home_bullpen_ra9,2026_SEQUENTIAL_EARLY,brier,0.00031518384714282477,-0.00010720249771550838,1.3401268773362291,True,positive frozen loss basis only
home_bullpen_ra9,2026_SEQUENTIAL_EARLY,log_loss,0.0006709495638795859,-0.0002603127604466904,1.387976644535696,True,positive frozen loss basis only
away_bullpen_ra9,2026_SEQUENTIAL_EARLY,mae,0.0032760997615652876,-1.7253001050043792e-06,1.000526632346562,True,positive frozen loss basis only
away_bullpen_ra9,2026_SEQUENTIAL_EARLY,rmse,0.0032746314119913578,-0.001620844954111078,1.4949701966993028,True,positive frozen loss basis only
away_bullpen_ra9,2026_SEQUENTIAL_EARLY,crps,0.0017849088462633667,-0.0009167249995916116,1.5135976559871602,True,positive frozen loss basis only
away_bullpen_ra9,2026_SEQUENTIAL_EARLY,brier,0.00018015228142695405,-9.59299144089043e-05,1.5324934752369528,True,positive frozen loss basis only
away_bullpen_ra9,2026_SEQUENTIAL_EARLY,log_loss,0.0004236498866735383,-0.00023293056629158926,1.549818549747622,True,positive frozen loss basis only
home_bullpen_likely_available_reliever_count,2026_SEQUENTIAL_EARLY,mae,-0.0047373760004036924,-0.003618442392681054,,False,not defined because frozen removal did not worsen metric
home_bullpen_likely_available_reliever_count,2026_SEQUENTIAL_EARLY,rmse,-0.004998326552378529,-0.000985380794245927,,False,not defined because frozen removal did not worsen metric
home_bullpen_likely_available_reliever_count,2026_SEQUENTIAL_EARLY,crps,-0.0030651344851451157,-0.0005555791338571758,,False,not defined because frozen removal did not worsen metric
home_bullpen_likely_available_reliever_count,2026_SEQUENTIAL_EARLY,brier,-0.0003924746205604679,-0.0001097267479482078,,False,not defined because frozen removal did not worsen metric
