population,omitted_feature,metric,date_clusters,bootstrap_draws,point_delta_candidate_minus_champion,ci95_low,ci95_high,fraction_favoring_candidate,fraction_favoring_champion,unadjusted_two_sided_bootstrap_p,seed
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,mae,12,10000,0.009032006934631789,-0.0017172412768611948,0.019911576038114075,0.0498,0.9502,0.0996,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,crps,12,10000,0.004597566953873025,-0.002329447268717662,0.01110819595368275,0.0922,0.9078,0.1844,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,brier,12,10000,0.00045566917439718497,-0.00042651947423080826,0.0013108777516707523,0.1577,0.8423,0.3154,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_expected_outs,log_loss,12,10000,0.0010638806937791389,-0.0010959212484425364,0.003168109556321132,0.1703,0.8297,0.3406,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,mae,12,10000,-0.004233800103613585,-0.017435084508696064,0.006926456267340237,0.7458,0.2542,0.5084,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,crps,12,10000,-0.0013375589424658469,-0.008235332903150186,0.004662362273997532,0.6423,0.3577,0.7154,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,brier,12,10000,-0.00010875029542330019,-0.0008946096605124458,0.0005555363357944749,0.6001,0.3999,0.7998,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_expected_outs,log_loss,12,10000,-0.0002664254385057463,-0.0020517414098368907,0.0012419334276803217,0.6092,0.3908,0.7816,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,mae,12,10000,-0.006083562315497679,-0.019726001139507742,0.010811246325083897,0.7824,0.2176,0.4352,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,crps,12,10000,-0.0035190849372910104,-0.011116810199015895,0.007900016931806529,0.7671,0.2329,0.4658,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,brier,12,10000,-0.00038025106221790673,-0.0012377930472594384,0.0008988163120951354,0.7576,0.2424,0.4848,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_workload_uncertainty_outs,log_loss,12,10000,-0.000928256585851996,-0.0029145351063560527,0.0019967186480192665,0.7694,0.2306,0.4612,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,mae,12,10000,0.0006603291795064874,-0.00099152107349648,0.002345799045585132,0.2106,0.7894,0.4212,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,crps,12,10000,0.001178050689324664,0.0003193989160677602,0.0020957142728796874,0.0034,0.9966,0.0068,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,brier,12,10000,0.00010092588090884216,-3.855151548190886e-06,0.00020942563868443212,0.0293,0.9707,0.0586,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_workload_uncertainty_outs,log_loss,12,10000,0.0002400189057807029,-1.8868371649036412e-06,0.000497173572943519,0.0253,0.9747,0.0506,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,mae,12,10000,0.003104973485420629,-0.002221989944879891,0.00828563961943009,0.1325,0.8675,0.265,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,crps,12,10000,-0.0009478408753083795,-0.003939366291512035,0.001802434927002021,0.7344,0.2656,0.5312,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,brier,12,10000,-0.00014554333217056778,-0.00046575900055873134,0.00015712204973767266,0.8169,0.1831,0.3662,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_ra9,log_loss,12,10000,-0.00037469149252331556,-0.0011009264121222713,0.0003006457292864021,0.8467,0.1533,0.3066,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,mae,12,10000,0.000729973494822608,-0.0023650250875202304,0.004337920629491174,0.3303,0.6697,0.6606,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,crps,12,10000,-0.0007330771119542259,-0.002220884440910123,0.0008813171427144452,0.8184,0.1816,0.3632,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,brier,12,10000,-0.00010049885023821866,-0.00030719833082043806,0.00013954328174957376,0.8034,0.1966,0.3932,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_ra9,log_loss,12,10000,-0.00025352205468654767,-0.0007238120840491615,0.0002927261548893992,0.8259,0.1741,0.3482,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,mae,12,10000,-0.009568003177045275,-0.022714527709729714,0.001018982235394871,0.9603,0.0397,0.0794,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,crps,12,10000,-0.006721332481259629,-0.014304966908928574,-0.0004364679904513165,0.9832,0.0168,0.0336,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,brier,12,10000,-0.000652656078372321,-0.0015236151175860434,3.517194766795472e-05,0.968,0.032,0.064,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_likely_available_reliever_count,log_loss,12,10000,-0.0015041844463968828,-0.003525445894500602,0.00015226126364859278,0.9619,0.0381,0.0762,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,mae,12,10000,-0.0036892866616150344,-0.00713953870040383,-0.0006221370795145847,0.9921,0.0079,0.0158,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,crps,12,10000,-0.002136508466520592,-0.004315479907165348,-0.0001879115505568377,0.9847,0.0153,0.0306,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,brier,12,10000,-0.000240301685947045,-0.00048686952249825605,-2.357092518746412e-05,0.9853,0.0147,0.0294,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_likely_available_reliever_count,log_loss,12,10000,-0.000557679707931029,-0.001126386657103389,-4.656633998888667e-05,0.9839,0.0161,0.0322,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,mae,12,10000,-0.00012232137192240812,-0.000794302094824514,0.0006372994794226633,0.6362,0.3638,0.7276,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,crps,12,10000,-0.00020107174558137508,-0.0006927762686034949,0.00028423380721736034,0.7881,0.2119,0.4238,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,brier,12,10000,-2.145206829178673e-05,-7.594127206020304e-05,3.1862601733370265e-05,0.7779,0.2221,0.4442,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,home_bullpen_recent_innings_burden,log_loss,12,10000,-6.0299102217318424e-05,-0.00019543895578363578,7.247434319671926e-05,0.8071,0.1929,0.3858,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_recent_innings_burden,mae,12,10000,-0.0030975454946024082,-0.010282867962386536,0.0036179191065497116,0.7935,0.2065,0.413,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_recent_innings_burden,crps,12,10000,-0.0033598500269153464,-0.007271765510265573,0.00030587966569780206,0.9594,0.0406,0.0812,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_recent_innings_burden,brier,12,10000,-0.000348758190571045,-0.0007872389679192987,4.3577465745682214e-05,0.954,0.046,0.092,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,away_bullpen_recent_innings_burden,log_loss,12,10000,-0.0008507863431162196,-0.0018606684756536159,7.79276253096986e-05,0.9622,0.0378,0.0756,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,strict_prior_total_run_factor,mae,12,10000,0.032473036322688664,-0.013450917092964223,0.07662591348204274,0.0843,0.9157,0.1686,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,strict_prior_total_run_factor,crps,12,10000,0.022138012980824986,-0.004274270722072134,0.0504649187990633,0.0476,0.9524,0.0952,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,strict_prior_total_run_factor,brier,12,10000,0.0024528452126471143,-0.0006044739013761497,0.00541228724043015,0.0552,0.9448,0.1104,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,strict_prior_total_run_factor,log_loss,12,10000,0.005230978143582378,-0.001643961839988258,0.011894944105100039,0.0623,0.9377,0.1246,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,park_history_depth,mae,12,10000,0.0880169299197768,0.009693217764684795,0.16393541665443806,0.0145,0.9855,0.029,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,park_history_depth,crps,12,10000,0.014226643881293919,-0.029976664261611625,0.059278297368476375,0.2705,0.7295,0.541,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,park_history_depth,brier,12,10000,0.0014014040324654613,-0.004687232527415892,0.007279152745759978,0.318,0.682,0.636,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,park_history_depth,log_loss,12,10000,0.002540753400402549,-0.011288061461978464,0.015917645232960208,0.3583,0.6417,0.7166,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,game_number,mae,12,10000,0.0022952367069798904,-8.559680098814523e-05,0.006148238457770185,0.0325,0.9675,0.065,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,game_number,crps,12,10000,0.0006844422049971683,-0.0007315684974403992,0.0028527916870466448,0.2624,0.7376,0.5248,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,game_number,brier,12,10000,0.00012026532079967361,-7.834268112267855e-05,0.0004462747675576579,0.2241,0.7759,0.4482,20260832
PROSPECTIVE_AUG17_28_CLEAN_RAW,game_number,log_loss,12,10000,0.00025834004751846006,-0.0001875603836170867,0.0009733247469481373,0.2284,0.7716,0.4568,20260832
