period_type,period,rows,model_brier,model_log_loss,model_ece,model_accuracy,model_mean_probability,model_observed_rate,model_probability_sd,model_probability_min,model_probability_max,model_calibration_gap,betonline_brier,mean_model_market_separation
month,2026-05,1929,0.24601342468023482,0.6856452379803003,0.04752407620528769,0.5795749092794193,0.5580212664593054,0.5541731467081389,0.09395531753986641,0.29299600000000003,0.81405,-0.003848119751166501,0.24439279437386957,-0.03631999836208704
month,2026-06,2539,0.2456599781234116,0.685258667013328,0.04140866010240244,0.5801496652225285,0.6030000330838913,0.5754233950374164,0.07729273610427898,0.35907900000000004,0.847985,-0.02757663804647492,0.24200457045185148,0.008740363000705725
month,2026-07,4854,0.24340909134412464,0.6802744835823321,0.03531321569839305,0.5828182941903585,0.5877644233621755,0.5801400906468892,0.07870280329319046,0.35994899999999996,0.81205,-0.007624332715286286,0.2404920820970386,-0.01013807666358025
month,2026-08,442,0.23829568785552038,0.6691263310910739,0.06946473303167423,0.5769230769230769,0.5795760226244345,0.581447963800905,0.08121409418432544,0.36745099999999997,0.784824,0.001871941176470493,0.23773268930350674,-0.014195603724789157
chronological_third,third_1,3255,0.2458338067274639,0.6854012126169553,0.04141284024577572,0.5812596006144394,0.5765216285714285,0.5622119815668203,0.09062003398709587,0.29299600000000003,0.842394,-0.014309647004608239,0.2433856784502935,-0.017464550334175495
chronological_third,third_2,3255,0.24337103819697853,0.680473681683726,0.030169723195084517,0.5855606758832566,0.6005954049155147,0.5858678955453149,0.07533208366791683,0.365449,0.847985,-0.014727509370199732,0.2397306655734352,0.0023293574127905277
chronological_third,third_3,3254,0.24362729989274,0.6805054764330104,0.03813438844499078,0.5768285187461586,0.5793193841425938,0.5734480639213276,0.08056859689726006,0.35994899999999996,0.800994,-0.00587132022126613,0.2414769576208924,-0.016622348861076008
