LEAGUE,DATE,HOME,AWAY,DOUBLEHEADER,SECTION,MARKET,SELECTOR,POINT,SIDE,WIN %
MLB,20260401,AZ,DET,,player_prop,batter_hits,682998,1.5,under,-508
MLB,20260401,KC,MIN,,player_prop,batter_hits,695600,0.5,under,-244
MLB,20260401,LAD,CLE,,player_prop,batter_runs,660271,0.5,under,-258
MLB,20260401,AZ,DET,,player_prop,batter_hits,650402,1.5,under,-345
MLB,20260401,KC,MIN,,player_prop,batter_hits,686797,0.5,under,-195
MLB,20260401,KC,MIN,,player_prop,batter_hits,668904,0.5,under,-197
MLB,20260401,SD,SF,,player_prop,batter_hits,664056,0.5,under,-210
MLB,20260401,KC,MIN,,player_prop,batter_hits,605137,0.5,under,-203
MLB,20260401,SD,SF,,player_prop,batter_hits,657757,0.5,under,-214
MLB,20260401,AZ,DET,,player_prop,batter_hits,545121,1.5,under,-321
MLB,20260401,KC,MIN,,player_prop,batter_hits,663697,0.5,under,-231
MLB,20260401,SD,SF,,player_prop,batter_hits,666023,0.5,under,-185
MLB,20260401,KC,MIN,,player_prop,batter_hits,686555,0.5,under,-246
MLB,20260401,SD,SF,,player_prop,batter_hits,669369,0.5,under,-223
MLB,20260401,LAD,CLE,,player_prop,batter_hits,669257,0.5,under,-179
MLB,20260401,SD,SF,,player_prop,batter_hits,593428,0.5,under,-174
MLB,20260401,AZ,DET,,player_prop,batter_hits,681481,0.5,under,-242
MLB,20260401,SD,SF,,player_prop,batter_hits,630105,0.5,under,-181
MLB,20260401,KC,MIN,,player_prop,batter_hits,605170,0.5,under,-169
MLB,20260401,SEA,NYY,,player_prop,batter_hits,700250,1.5,under,-328
MLB,20260401,SD,SF,,player_prop,batter_hits,665487,0.5,under,-186
MLB,20260401,LAD,CLE,,player_prop,batter_hits,663656,0.5,under,-165
MLB,20260401,SEA,NYY,,player_prop,batter_hits,642708,0.5,under,-168
MLB,20260401,SEA,NYY,,player_prop,batter_hits,665862,0.5,under,-187
MLB,20260401,SEA,NYY,,player_prop,batter_hits,502671,0.5,under,-158
MLB,20260401,SD,SF,,player_prop,batter_runs,665487,0.5,under,-271
MLB,20260401,LAD,CLE,,player_prop,batter_hits,700932,0.5,under,-233
MLB,20260401,SEA,NYY,,player_prop,batter_hits,663757,0.5,under,-191
MLB,20260401,SEA,NYY,,player_prop,batter_hits,663728,0.5,under,-163
MLB,20260401,SD,SF,,player_prop,pitcher_walks,601713,1.5,over,-227
MLB,20260401,KC,MIN,,player_prop,batter_hits,695506,0.5,under,-179
MLB,20260401,SD,SF,,player_prop,batter_hits,656305,0.5,under,-150
MLB,20260401,SD,SF,,player_prop,batter_hits,671218,0.5,under,-178
MLB,20260401,SD,SF,,player_prop,batter_hits,669134,0.5,under,-183
MLB,20260401,SEA,NYY,,player_prop,batter_hits,669224,0.5,under,-187
MLB,20260401,LAD,CLE,,player_prop,batter_hits,666310,0.5,under,-191
MLB,20260401,LAD,CLE,,player_prop,batter_hits,672356,0.5,under,-211
MLB,20260401,LAD,CLE,,player_prop,pitcher_walks,668909,2.5,over,-311
MLB,20260401,LAD,CLE,,player_prop,batter_runs,663656,0.5,under,-198
MLB,20260401,AZ,DET,,player_prop,pitcher_walks,668678,0.5,over,-208
