scope,control_name,reference_name,reference_probability,rows,home_wins,predicted_home_wins,accuracy,brier_score,log_loss,roc_auc,mean_home_probability,observed_home_win_rate,calibration_gap,reference_predicted_home_wins,reference_accuracy,reference_brier_score,reference_log_loss,reference_roc_auc,reference_mean_home_probability,reference_observed_home_win_rate,reference_calibration_gap,accuracy_delta_vs_reference,brier_improvement_vs_reference,log_loss_improvement_vs_reference
fit,NHL_MONEYLINE_TEAM_SCHEDULE_LOGIT_CONTROL_V1,FROZEN_FIT_HOME_PRIOR_REFERENCE,0.537803138373752,701,377,461,0.594864479315264,0.237964963097021,0.668162771059783,0.616113239676458,0.537580014205842,0.537803138373752,-0.000223124167909483,701,0.537803138373752,0.248570922729095,0.690286296756966,,0.537803138373752,0.537803138373752,0,0.0570613409415121,0.0106059596320737,0.0221235256971831
validation,NHL_MONEYLINE_TEAM_SCHEDULE_LOGIT_CONTROL_V1,FROZEN_FIT_HOME_PRIOR_REFERENCE,0.537803138373752,699,375,477,0.599427753934192,0.23516693358844,0.662720943045291,0.639481481481482,0.545522979585378,0.536480686695279,0.00904229289009917,699,0.536480686695279,0.248670908376683,0.690486650396938,,0.537803138373752,0.536480686695279,0.00132245167847278,0.0629470672389127,0.0135039747882426,0.0277657073516467
holdout,NHL_MONEYLINE_TEAM_SCHEDULE_LOGIT_CONTROL_V1,FROZEN_FIT_HOME_PRIOR_REFERENCE,0.537803138373752,1398,790,1020,0.586552217453505,0.237300262147199,0.667164111467231,0.61064082278481,0.543479915757128,0.565092989985694,-0.0216130742285656,1398,0.565092989985694,0.246507638655724,0.686151838618521,,0.537803138373752,0.565092989985694,-0.0272898516119421,0.0214592274678113,0.00920737650852552,0.0189877271512903
combined_out_of_time,NHL_MONEYLINE_TEAM_SCHEDULE_LOGIT_CONTROL_V1,FROZEN_FIT_HOME_PRIOR_REFERENCE,0.537803138373752,2097,1165,1497,0.590844062947067,0.236589152627613,0.665683055326584,0.620750059864798,0.544160937033211,0.555555555555556,-0.0113946185223441,2097,0.555555555555556,0.24722872856271,0.687596775877993,,0.537803138373752,0.555555555555556,-0.0177524171818038,0.0352885073915117,0.0106395759350979,0.0219137205514092
