missingness_state,start_date,end_date,months_represented,probability_min,probability_max,probability_std,rows,home_wins,predicted_home_wins,accuracy,brier_score,log_loss,roc_auc,mean_home_probability,observed_home_win_rate,calibration_gap,reference_predicted_home_wins,reference_accuracy,reference_brier_score,reference_log_loss,reference_roc_auc,reference_mean_home_probability,reference_observed_home_win_rate,reference_calibration_gap,accuracy_delta_vs_reference,brier_improvement_vs_reference,log_loss_improvement_vs_reference
fully_observed,2023-10-12,2025-06-17,18,0.152615952637116,0.903393927531395,0.0881055574614397,2759,1524,1920,0.593330916998913,0.236704589691895,0.665835488180525,0.620282763237591,0.54260531733332,0.552374048568322,-0.00976873123500166,2759,0.552374048568322,0.247469270460461,0.688078779504944,,0.537803138373752,0.552374048568322,-0.0145709101945701,0.0409568684305908,0.0107646807685667,0.0222432913244187
minimum_history_limited_imputed,2023-10-10,2024-10-12,2,0.498170603846518,0.580033980021195,0.0117533789063938,39,18,38,0.487179487179487,0.253152031568665,0.699470708786832,0.526455026455027,0.535923189597678,0.461538461538462,0.0743847280592166,39,0.461538461538462,0.254337010991963,0.701840522785792,,0.537803138373752,0.461538461538462,0.0762646768352906,0.0256410256410256,0.00118497942329798,0.00236981399895997
