population,rows,home_wins,predicted_home_wins,accuracy,brier_score,log_loss,roc_auc,mean_home_probability,observed_home_win_rate,calibration_gap,reference_predicted_home_wins,reference_accuracy,reference_brier_score,reference_log_loss,reference_roc_auc,reference_mean_home_probability,reference_observed_home_win_rate,reference_calibration_gap,accuracy_delta_vs_reference,brier_improvement_vs_reference,log_loss_improvement_vs_reference,expected_calibration_error,probability_min,probability_max
validation_plus_holdout,2097,1165,1497,0.590844062947067,0.236589152627613,0.665683055326584,0.620750059864798,0.544160937033211,0.555555555555556,-0.0113946185223441,2097,0.555555555555556,0.24722872856271,0.687596775877993,,0.537803138373752,0.555555555555556,-0.0177524171818038,0.0352885073915117,0.0106395759350979,0.0219137205514092,0.0162862272722746,0.256216429878798,0.830904603929283
