slate_date,game_pk,batter_mlb_id,player_name,game,plate_appearances_authoritative,singles_authoritative,doubles_authoritative,triples_authoritative,home_runs_authoritative,total_bases_authoritative,exact_reason,denominator_disposition,confirmed_starting_status,audit_settlement_status
2026-07-27,822705,691781,Brady House,TOR @ WSH,,,,,,,PLAYER_NOT_IN_FINAL_LINEUP,NOT_ELIGIBLE_FOR_WIN_RATE_DENOMINATOR,NOT_CONFIRMED_IN_FROZEN_RUNS,
2026-07-27,822868,663728,Cal Raleigh,SEA @ TEX,,,,,,,PLAYER_NOT_IN_FINAL_LINEUP,NOT_ELIGIBLE_FOR_WIN_RATE_DENOMINATOR,NOT_CONFIRMED_IN_FROZEN_RUNS,
2026-07-27,823195,808982,Jung Hoo Lee,MIL @ SF,,,,,,,PLAYER_NOT_IN_FINAL_LINEUP,NOT_ELIGIBLE_FOR_WIN_RATE_DENOMINATOR,NOT_CONFIRMED_IN_FROZEN_RUNS,
2026-07-27,824001,673237,Yainer Diaz,HOU @ LAA,,,,,,,PLAYER_NOT_IN_FINAL_LINEUP,NOT_ELIGIBLE_FOR_WIN_RATE_DENOMINATOR,NOT_CONFIRMED_IN_FROZEN_RUNS,
2026-07-27,824245,687952,Christian Encarnacion-Strand,BAL @ DET,,,,,,,PLAYER_NOT_IN_FINAL_LINEUP,NOT_ELIGIBLE_FOR_WIN_RATE_DENOMINATOR,NOT_CONFIRMED_IN_FROZEN_RUNS,
