slate_date,game_pk,batter_mlb_id,player_name,game,result,total_bases,resolution_reason_code,outcome_source,outcome_source_path,resolution_method,source_revision,resolved_timestamp_utc
2026-07-27,823597,660670,Ronald Acuña Jr.,ATL @ NYM,LOSS,1,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050450+00:00
2026-07-27,823597,663586,Austin Riley,ATL @ NYM,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050456+00:00
2026-07-27,823597,666182,Bo Bichette,ATL @ NYM,WIN,3,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050461+00:00
2026-07-27,823597,671739,Michael Harris II,ATL @ NYM,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050466+00:00
2026-07-27,823597,673357,Luis Robert Jr.,ATL @ NYM,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050470+00:00
2026-07-27,823597,682626,Francisco Alvarez,ATL @ NYM,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050475+00:00
2026-07-27,823597,686948,Drake Baldwin,ATL @ NYM,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050480+00:00
2026-07-27,823597,805999,A.J. Ewing,ATL @ NYM,WIN,3,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050530+00:00
2026-07-27,823839,547180,Bryce Harper,PHI @ MIA,WIN,4,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050540+00:00
2026-07-27,823839,592663,J.T. Realmuto,PHI @ MIA,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050548+00:00
2026-07-27,823839,607208,Trea Turner,PHI @ MIA,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050554+00:00
2026-07-27,823839,656941,Kyle Schwarber,PHI @ MIA,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050560+00:00
2026-07-27,823839,664761,Alec Bohm,PHI @ MIA,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050567+00:00
2026-07-27,823839,669016,Brandon Marsh,PHI @ MIA,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050572+00:00
2026-07-27,823839,669364,Xavier Edwards,PHI @ MIA,WIN,2,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050578+00:00
2026-07-27,823839,672640,Otto Lopez,PHI @ MIA,WIN,5,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050583+00:00
2026-07-27,823839,681082,Bryson Stott,PHI @ MIA,WIN,4,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050588+00:00
2026-07-27,824001,514888,Jose Altuve,HOU @ LAA,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050594+00:00
2026-07-27,824001,545361,Mike Trout,HOU @ LAA,LOSS,0,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050599+00:00
2026-07-27,824001,572233,Christian Walker,HOU @ LAA,LOSS,1,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050606+00:00
2026-07-27,824001,665161,Jeremy Peña,HOU @ LAA,WIN,2,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050611+00:00
2026-07-27,824001,666139,Josh Lowe,HOU @ LAA,LOSS,0,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050617+00:00
2026-07-27,824001,666176,Jo Adell,HOU @ LAA,WIN,2,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050622+00:00
2026-07-27,824001,670541,Yordan Alvarez,HOU @ LAA,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050628+00:00
2026-07-27,824001,670623,Isaac Paredes,HOU @ LAA,LOSS,0,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050633+00:00
2026-07-27,824001,673237,Yainer Diaz,HOU @ LAA,NO_ACTION,,NOT_IN_FINAL_LINEUP_NO_ACTION,OFFICIAL_LINEUP_AND_PARTICIPATION,STATSAPI_REFRESH,NO_ACTION_FINAL_LINEUP,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050637+00:00
2026-07-27,824001,687093,Vaughn Grissom,HOU @ LAA,WIN,6,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050644+00:00
2026-07-27,824001,687263,Zach Neto,HOU @ LAA,LOSS,1,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050649+00:00
2026-07-27,824001,694384,Nolan Schanuel,HOU @ LAA,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050669+00:00
2026-07-27,824245,621493,Taylor Ward,BAL @ DET,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050674+00:00
2026-07-27,824245,624413,Pete Alonso,BAL @ DET,WIN,3,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050680+00:00
2026-07-27,824245,650402,Gleyber Torres,BAL @ DET,LOSS,0,NOT_IN_FINAL_LINEUP_LATER_APPEARANCE_ACTION,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050686+00:00
2026-07-27,824245,663837,Matt Vierling,BAL @ DET,LOSS,0,NOT_IN_FINAL_LINEUP_LATER_APPEARANCE_ACTION,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050692+00:00
2026-07-27,824245,665750,Leody Taveras,BAL @ DET,WIN,4,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050697+00:00
2026-07-27,824245,669236,Jeremiah Jackson,BAL @ DET,LOSS,0,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050701+00:00
2026-07-27,824245,679529,Spencer Torkelson,BAL @ DET,WIN,2,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050706+00:00
2026-07-27,824245,682985,Riley Greene,BAL @ DET,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050711+00:00
2026-07-27,824245,683002,Gunnar Henderson,BAL @ DET,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050716+00:00
2026-07-27,824245,687637,Dylan Beavers,BAL @ DET,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050721+00:00
2026-07-27,824245,687952,Christian Encarnacion-Strand,BAL @ DET,NO_ACTION,,NOT_IN_FINAL_LINEUP_NO_ACTION,OFFICIAL_LINEUP_AND_PARTICIPATION,STATSAPI_REFRESH,NO_ACTION_FINAL_LINEUP,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050725+00:00
2026-07-27,824245,690993,Colt Keith,BAL @ DET,WIN,3,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050731+00:00
2026-07-27,824245,691723,Coby Mayo,BAL @ DET,WIN,5,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050735+00:00
2026-07-27,824245,693307,Dillon Dingler,BAL @ DET,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050740+00:00
2026-07-27,824245,701678,Hao-Yu Lee,BAL @ DET,LOSS,1,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050744+00:00
2026-07-27,824245,702616,Jackson Holliday,BAL @ DET,WIN,5,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050749+00:00
2026-07-27,824245,805808,Kevin McGonigle,BAL @ DET,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050754+00:00
2026-07-27,824490,553993,Eugenio Suárez,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050758+00:00
2026-07-27,824490,608070,José Ramírez,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050865+00:00
2026-07-27,824490,663886,Tyler Stephenson,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050873+00:00
2026-07-27,824490,663993,Nathaniel Lowe,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050887+00:00
2026-07-27,824490,667472,Dane Myers,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050893+00:00
2026-07-27,824490,668709,JJ Bleday,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050898+00:00
2026-07-27,824490,677587,Brayan Rocchio,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050905+00:00
2026-07-27,824490,680757,Steven Kwan,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050910+00:00
2026-07-27,824490,682622,Noelvi Marte,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050915+00:00
2026-07-27,824490,682657,Angel Martínez,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050921+00:00
2026-07-27,824490,682829,Elly De La Cruz,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050927+00:00
2026-07-27,824490,683953,Travis Bazzana,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050934+00:00
2026-07-27,824490,701398,Sal Stewart,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050941+00:00
2026-07-27,824490,800050,Chase DeLauter,CLE @ CIN,PENDING,,POSTPONED_GAME_PENDING,OFFICIAL_GAME_STATUS,STATSAPI_REFRESH,PENDING_OFFICIAL_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050946+00:00
2026-07-27,824570,502671,Paul Goldschmidt,NYY @ CWS,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050952+00:00
2026-07-27,824570,545341,Randal Grichuk,NYY @ CWS,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050957+00:00
2026-07-27,824570,642708,Amed Rosario,NYY @ CWS,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050962+00:00
2026-07-27,824570,663757,Trent Grisham,NYY @ CWS,LOSS,0,NOT_IN_FINAL_LINEUP_LATER_APPEARANCE_ACTION,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050967+00:00
2026-07-27,824570,665862,Jazz Chisholm Jr.,NYY @ CWS,WIN,3,NOT_IN_FINAL_LINEUP_LATER_APPEARANCE_ACTION,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050972+00:00
2026-07-27,824570,676609,José Caballero,NYY @ CWS,LOSS,0,EXACT_ID_PLAYER_STATS_FALLBACK,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050978+00:00
2026-07-27,824570,678246,Miguel Vargas,NYY @ CWS,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050983+00:00
2026-07-27,824570,680474,Max Schuemann,NYY @ CWS,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050988+00:00
2026-07-27,824570,683011,Anthony Volpe,NYY @ CWS,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050993+00:00
2026-07-27,824570,691176,Jasson Domínguez,NYY @ CWS,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.050999+00:00
2026-07-27,824570,695657,Colson Montgomery,NYY @ CWS,WIN,3,NOT_IN_FINAL_LINEUP_LATER_APPEARANCE_ACTION,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051025+00:00
2026-07-27,824570,695731,Braden Montgomery,NYY @ CWS,WIN,3,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051030+00:00
2026-07-27,824570,700250,Ben Rice,NYY @ CWS,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051035+00:00
2026-07-27,824570,805367,Chase Meidroth,NYY @ CWS,WIN,2,NOT_IN_FINAL_LINEUP_LATER_APPEARANCE_ACTION,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051041+00:00
2026-07-27,824570,808959,Munetaka Murakami,NYY @ CWS,LOSS,1,NOT_IN_FINAL_LINEUP_LATER_APPEARANCE_ACTION,MLB_PLAYER_STATS,mlb.player_stats,EXACT_ID_OFFICIAL_PLAYER_GAME,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051048+00:00
2026-07-27,824977,575929,Willson Contreras,BOS @ ATH,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051054+00:00
2026-07-27,824977,641680,Jonah Heim,BOS @ ATH,WIN,4,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051060+00:00
2026-07-27,824977,643446,Jeff McNeil,BOS @ ATH,LOSS,1,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051065+00:00
2026-07-27,824977,655316,Andruw Monasterio,BOS @ ATH,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051070+00:00
2026-07-27,824977,657136,Connor Wong,BOS @ ATH,WIN,2,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051076+00:00
2026-07-27,824977,677800,Wilyer Abreu,BOS @ ATH,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051081+00:00
2026-07-27,824977,678554,Curtis Mead,BOS @ ATH,LOSS,0,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051085+00:00
2026-07-27,824977,678882,Ceddanne Rafaela,BOS @ ATH,WIN,4,MARKET_BACKED_RECONCILIATION,RECONCILE_ROWS,artifacts/analysis/mlb/execution_vs_model/2026-07-27/reconcile_rows.csv,EXACT_ID_MARKET_BACKED,CERTIFIED_COMPLETE_RUN_SNAPSHOTS,2026-07-28T18:16:16.051090+00:00
