forecast,n,brier,log_loss,mean_predicted,observed_rate,probability_sd,accuracy_50,ece,brier_improvement_of_model,log_loss_improvement_of_model
MODEL,37082,0.25082013784401713,0.6979224994655917,0.6471491087088332,0.5649101990183917,0.09983319719472941,0.5745914459845747,0.08270563313562096,0.0,0.0
BASELINE_A_POPULATION,37082,0.24583854098845453,0.6848024991454374,0.5715848901969097,0.5649101990183917,0.001106589594987869,0.5649101990183917,0.006674691178518044,-0.004981596855562598,-0.013120000320154257
BASELINE_B_HITTER_SHRUNK,37082,0.24203722042709327,0.6771647592896413,0.5789401962359411,0.5649101990183917,0.08721177434518619,0.5792028477428401,0.021298620586076285,-0.008782917416923858,-0.020757740175950445
