block,band,n,brier,log_loss,mean_predicted,observed_rate,probability_sd,accuracy_50
CUMULATIVE,BOTTOM20,7417,0.24994557729088024,0.6930464331200488,0.49550516274571715,0.4731023324794391,0.0575602245700702,0.5215046514763382
CUMULATIVE,SECOND20,7416,0.25276690421881837,0.6989265658948481,0.6006595200363087,0.5354638619201726,0.01902071343981941,0.5354638619201726
CUMULATIVE,MIDDLE20,7416,0.2509310153481397,0.6960001965272301,0.6579903335214204,0.5752427184466019,0.014565072810672697,0.5752427184466019
CUMULATIVE,FOURTH20,7416,0.24869224766784775,0.6933543781822257,0.7083235826177736,0.6070658036677454,0.014989649669944875,0.6070658036677454
CUMULATIVE,TOP20,7417,0.2517649352234143,0.7082841839032148,0.7732703861909718,0.633679385196171,0.028192788462776057,0.633679385196171
CUMULATIVE,TOP10,3709,0.25339545486397486,0.7164928865273128,0.7958690487995949,0.6424912375303317,0.021936361867290484,0.6424912375303317
2026-04,BOTTOM20,1591,0.24997971719595027,0.693143456130461,0.5059824212697703,0.5021998742928976,0.058783440788234075,0.5210559396605908
2026-04,SECOND20,1590,0.25392720047271095,0.7013847856636483,0.6074282884571887,0.5371069182389937,0.017485096914544317,0.5371069182389937
2026-04,MIDDLE20,1590,0.25106204647557007,0.6964259635267528,0.6603455974436001,0.5779874213836478,0.013522522772236987,0.5779874213836478
2026-04,FOURTH20,1590,0.25206002873827704,0.7004409551189807,0.708728613945313,0.5981132075471698,0.015089142391562001,0.5981132075471698
2026-04,TOP20,1591,0.2436975263182089,0.6894666009981322,0.7710740152080645,0.6473915776241358,0.02563426608287595,0.6473915776241358
2026-04,TOP10,796,0.24389715974545223,0.6935445787349553,0.7918555134832042,0.657035175879397,0.01944595665731045,0.657035175879397
2026-05,BOTTOM20,1701,0.24822357333652312,0.6894967819335807,0.4887651459264303,0.4479717813051146,0.06018870043177543,0.5291005291005291
2026-05,SECOND20,1700,0.2571370130448341,0.7077655640091108,0.5974779828914103,0.5094117647058823,0.020137030039459842,0.5094117647058823
2026-05,MIDDLE20,1700,0.25149733290794785,0.6972598686410039,0.6575058081796271,0.5752941176470588,0.014843367967028996,0.5752941176470588
2026-05,FOURTH20,1700,0.24762205372587942,0.6911081114769291,0.7073378656966851,0.61,0.014456735048797267,0.61
2026-05,TOP20,1701,0.25891420325181025,0.7239166446692822,0.7705220482022939,0.6190476190476191,0.02793258557919227,0.6190476190476191
2026-05,TOP10,851,0.26179324177469054,0.7350852703078359,0.7926760264275902,0.6263219741480611,0.022220866980073663,0.6263219741480611
2026-06,BOTTOM20,1609,0.24967008197661525,0.6925431842118694,0.4908528217591447,0.4661280298321939,0.05693331224113312,0.5195773772529522
2026-06,SECOND20,1609,0.24834545349207832,0.6899361711768317,0.5990060335883095,0.5550031075201989,0.0203903872737326,0.5550031075201989
2026-06,MIDDLE20,1608,0.24682643503442045,0.6874206938952164,0.6597555247182655,0.5870646766169154,0.01517648134561608,0.5870646766169154
2026-06,FOURTH20,1609,0.24456527565982336,0.6846605231400759,0.7115535440942017,0.617775015537601,0.015370348595316928,0.617775015537601
2026-06,TOP20,1609,0.24539264982814127,0.6944748787540501,0.7779447015864527,0.6469857054070851,0.02912910461187799,0.6469857054070851
2026-06,TOP10,805,0.24463365703525153,0.6972384729636928,0.8013219656607015,0.6596273291925466,0.022473837421087852,0.6596273291925466
2026-07,BOTTOM20,1511,0.24978384400410894,0.6927281818397261,0.5019264411206301,0.47253474520185307,0.05345925175764516,0.5307743216412971
2026-07,SECOND20,1511,0.25260246497136973,0.6985804616098228,0.6012251742732254,0.5354070152217075,0.017643750914000084,0.5354070152217075
2026-07,MIDDLE20,1510,0.24954131239874056,0.6931252847836903,0.6578037472230841,0.5794701986754967,0.014731083500663008,0.5794701986754967
2026-07,FOURTH20,1511,0.24307193405217764,0.6814526927531952,0.7088210602226267,0.6214427531436135,0.014818135710436386,0.6214427531436135
2026-07,TOP20,1511,0.2595359799917926,0.7255433774903551,0.7727974316817974,0.6187954996690933,0.027146968061854373,0.6187954996690933
2026-07,TOP10,756,0.2613351817019892,0.7343990424255024,0.7945370093980354,0.6283068783068783,0.02118211563998425,0.6283068783068783
2026-08,BOTTOM20,702,0.24998679688556844,0.693143127138724,0.48360105887449095,0.4757834757834758,0.05630251883473884,0.5313390313390314
2026-08,SECOND20,701,0.25462113220305915,0.7026887433605083,0.5927913472827987,0.5263908701854494,0.020409487598753304,0.5263908701854494
2026-08,MIDDLE20,701,0.24895724008517822,0.6916555219491887,0.6508158274820639,0.5763195435092725,0.014817308257516036,0.5763195435092725
