through_date,slates,predictions,resolved,n,brier,log_loss,mean_predicted,observed_rate,probability_sd,accuracy_50,ece,model_minus_baseline_a_brier,model_minus_baseline_a_log_loss,model_minus_baseline_b_brier,model_minus_baseline_b_log_loss
2026-04-04,11,3193,2477,2477,0.25857184440019526,0.7146962758334335,0.6496920514683941,0.5542995559144126,0.09462741588635999,0.5502624142107388,0.10696845097903866,0.011147651175614531,0.02669858729533192,0.012476474026982792,0.029028637352315312
2026-04-05,12,3607,2807,2807,0.25791354368332775,0.7131198708216434,0.649014997881087,0.5571784823655148,0.094238209695786,0.5504096900605628,0.10606393892236987,0.01091236870886142,0.025974388106759227,0.011686380039695243,0.02715221262489209
2026-04-06,13,3943,3063,3063,0.2565847926834821,0.7101535110753733,0.6487547001596619,0.5576232451844597,0.0941007102352178,0.5533790401567091,0.10279286569308681,0.009650177780841679,0.02314215483679838,0.011690366095107818,0.02697851465002732
2026-04-07,14,4331,3376,3376,0.2571629668452075,0.7114521033048679,0.6481506363732613,0.5545023696682464,0.09497268462771909,0.5536137440758294,0.10239178399352801,0.00977457355162853,0.023526713376881947,0.012052623631668896,0.0277956583910961
2026-04-08,15,4721,3670,3670,0.25715921781665324,0.7114314384769606,0.6477294092642488,0.5547683923705722,0.09522863263949985,0.5534059945504087,0.10246479315246504,0.009811772012539688,0.023588594952797637,0.011622231332895333,0.02691237669532076
2026-04-09,16,4877,3798,3798,0.2576450062030408,0.7123883578502506,0.6474238236646177,0.5526592943654555,0.09510000272950894,0.5510795155344919,0.10451242313289315,0.009992323717387674,0.023930725224624583,0.011490862088768788,0.02660016302588364
2026-04-10,17,5266,4088,4088,0.2567059251849879,0.7102643079477419,0.6477418875561621,0.5560176125244618,0.0946872559339708,0.5547945205479452,0.10095931201346073,0.009542055888173168,0.02279129591319029,0.010831140837116865,0.025092525206522942
2026-04-11,18,5655,4393,4393,0.256743436476898,0.7103056639172219,0.6477112895362509,0.5545185522422035,0.09473468416377331,0.5549738219895288,0.10090188617819587,0.00936403535416619,0.022398582535463896,0.011115874742467252,0.025592733571885518
2026-04-12,19,6042,4692,4692,0.25627477681482763,0.7092484941978516,0.6475220986717921,0.5554134697357204,0.09490141418505545,0.5564791133844842,0.09936711770972999,0.009027030857008872,0.021606647714024763,0.010868105330405997,0.025038061603583017
2026-04-13,20,6301,4895,4895,0.2544850460110085,0.7054945371147361,0.6479199370531573,0.5607763023493361,0.09477994399611878,0.5620020429009193,0.09415316942258305,0.008014171844495765,0.019417442509296223,0.010193738779489842,0.023589342496964205
2026-04-14,21,6690,5203,5203,0.2550221427120712,0.7067139098065407,0.6479490255392423,0.5598693061695176,0.0948305048079068,0.5608302902171824,0.09530324538288931,0.008420589970873027,0.020373627796536065,0.010086058936165043,0.023521028995777904
2026-04-15,22,7079,5508,5508,0.2554451001598437,0.7076580127012593,0.6478885675457378,0.5597312999273784,0.09488169227562553,0.560639070442992,0.09576735893010564,0.008824860826756264,0.0212801311551033,0.010099417789139226,0.023600246468323816
2026-04-16,23,7334,5713,5713,0.2549106866048637,0.706479178638594,0.6475082419823914,0.5599509889725188,0.09510361052314203,0.5613513040434097,0.09523187644576313,0.008323203849378263,0.020167301715409924,0.009849795216372137,0.02302204580123013
2026-04-17,24,7721,6018,6018,0.25448407020133157,0.7054825468805399,0.6476987712091714,0.5596543702226653,0.09502363831879207,0.5619807244931871,0.09464137046180957,0.007854862383926908,0.019086665146593296,0.009711352124782635,0.022645657638994954
2026-04-18,25,8107,6324,6324,0.2539588397592089,0.7043847351973194,0.6479199248037827,0.5613535736875396,0.09514038599083627,0.5637254901960784,0.09299796540455733,0.007576822525011767,0.01848676764092483,0.009543495757439208,0.022323639416791496
2026-04-19,26,8493,6634,6634,0.2540579841954463,0.7046423484357268,0.6478164267175976,0.5621043111245101,0.0956453702911995,0.5642146517937896,0.09209390086324448,0.007785848793919914,0.01896573450965311,0.009436667845283325,0.02213500890868747
2026-04-20,27,8752,6832,6832,0.25362902480968125,0.7036833295654407,0.6479362424509494,0.5638173302107728,0.0955692975972042,0.5652810304449649,0.09108801055264872,0.007605936761592158,0.018508365185287645,0.009356982529480778,0.021910119042787723
2026-04-21,28,9141,7141,7141,0.253956654551272,0.7044049540553372,0.6484119466909856,0.5647668393782384,0.0954297436216791,0.5647668393782384,0.09202533246985752,0.008072349416070462,0.01950955797033238,0.009976583401658828,0.02324019725223825
2026-04-22,29,9529,7442,7442,0.25309896982825664,0.702487755589023,0.6486636108125164,0.5667831228164472,0.09524968681829456,0.5666487503359312,0.0903063894658052,0.007508722498755449,0.018184699007519844,0.00963021933383798,0.02238779249672218
2026-04-23,30,9761,7627,7627,0.2527188623045883,0.7016624599384588,0.6489206177267415,0.5670643765569686,0.09513991486939156,0.5674577160089157,0.08970324310404817,0.007169959150919614,0.017442695107038775,0.009301381867506897,0.02166500540886429
2026-04-24,31,10122,7908,7908,0.2519265876349302,0.6999537552216344,0.6493004183414062,0.5698027314112292,0.09498779904629322,0.5700556398583713,0.08737771373156422,0.006777980737134592,0.016540359796084148,0.008697844962256285,0.020348057964701405
2026-04-25,32,10484,8196,8196,0.2514387959091522,0.6988844932067647,0.6495249488465432,0.571254270375793,0.09524042781982722,0.5707662274280136,0.0869859682559707,0.006503508612500819,0.015900848741873697,0.008372874724107582,0.019619476523535573
2026-04-26,33,10897,8516,8516,0.25184179270855844,0.6997630223759563,0.6497618055845963,0.5698684828558008,0.0954958816243069,0.5696336308125881,0.08840225380957598,0.00670284701047108,0.01636908996030073,0.008316985734586113,0.019556104377952077
2026-04-27,34,11104,8677,8677,0.2518526968353834,0.6998458241821367,0.6499960371630974,0.5703584188083439,0.09547070383555419,0.5701279243978333,0.0881345710907406,0.006785782834542314,0.016597006785465607,0.00833520819432923,0.019632486196274557
2026-04-28,35,11492,8983,8983,0.25190924546350235,0.6999306414883594,0.6502424453717589,0.5696315262161862,0.09548948682066673,0.5699654903707002,0.08856016144604684,0.006735865296584792,0.016467349125151243,0.008512281017110795,0.020004300170212264
2026-04-29,36,11828,9248,9248,0.25172796266506653,0.6995249439758924,0.650399084492953,0.5696366782006921,0.09558515261502623,0.5699610726643599,0.08875532931132678,0.006555583490840539,0.016063675307091074,0.008675420207960083,0.020325271255248523
2026-04-30,37,12110,9476,9476,0.2518304008368767,0.699819792295143,0.6505380359883092,0.5694385816800338,0.09581992850100683,0.5702828197551709,0.0885597158571253,0.0066291964102596634,0.01630046101799809,0.008758947188621552,0.020547756205221535
2026-05-01,38,12497,9776,9776,0.2516728888921305,0.6995023245872631,0.6508537620376156,0.5694558101472995,0.09597082145561096,0.5708878887070377,0.08830307756519765,0.006474471741462345,0.015988615964908748,0.008945745602248367,0.020946271886436496
2026-05-02,39,12884,10079,10079,0.25123437633989804,0.6985752697553704,0.6510070037710124,0.5706915368588154,0.09604051943341194,0.572080563547971,0.08725592190296388,0.00621713500028459,0.015426543088997602,0.008776481565561212,0.02058423913629248
2026-05-03,40,13271,10380,10380,0.25098312422377533,0.6980475899562555,0.6510358606274751,0.5711946050096339,0.09606453879070208,0.5730250481695568,0.08634503444065934,0.006039943483540394,0.015048068607492637,0.008719387717155441,0.02045905856423824
2026-05-04,41,13581,10614,10614,0.2509509114670214,0.697976840194244,0.6512094066405535,0.5715093273035613,0.0959755164907771,0.5732994158658375,0.08618985340683052,0.006054127483936689,0.015070793405125293,0.008762144382244846,0.020543538664112404
2026-05-05,42,13914,10869,10869,0.25113633290008913,0.6983608984433333,0.6511050383839521,0.5706136719109394,0.09601014835617258,0.5725457723801638,0.08683292642993494,0.006107987663905856,0.015189811804745768,0.00898623504560317,0.021013268307734756
2026-05-06,43,14300,11179,11179,0.2517527946773732,0.699729469974916,0.6511467839797811,0.56838715448609,0.09624493574147326,0.5713391179890867,0.08819899257291271,0.006398016154307962,0.01590077766645326,0.009116196862452658,0.02135824164284561
2026-05-07,44,14557,11383,11383,0.25141457719813176,0.6989987661143018,0.6512015512426067,0.5690064130721251,0.09632065475415025,0.5724325748923834,0.08720773535435483,0.006150298228983969,0.015352378276774825,0.008935797538245388,0.02096244693000693
2026-05-08,45,14944,11686,11686,0.2516430648648287,0.6994890017178587,0.6512840879694005,0.56777340407325,0.09637083389225656,0.5709395858291973,0.088806785731862,0.00619899306416502,0.015480446713248996,0.008950933359141572,0.021001569516297725
2026-05-09,46,15306,11976,11976,0.2518465969967967,0.6999244680381116,0.6511893470951896,0.5670507682030728,0.09657429330058091,0.5708082832331329,0.08890067464609093,0.006297686461562646,0.015704745794541397,0.009162927371968471,0.0214601986443419
2026-05-10,47,15693,12280,12280,0.25242778244080577,0.7011373846148106,0.6511610282342848,0.5649837133550488,0.09663976624912334,0.5689739413680782,0.09070283270746558,0.006579173316779485,0.016314011531133543,0.009317850383280368,0.021780089464043084
2026-05-11,48,15847,12398,12398,0.25253356957822376,0.7013877130851219,0.6510326975951174,0.564607194708824,0.09663408501044558,0.5688820777544765,0.0906686849495074,0.006630843276318549,0.016455351145285846,0.009304756596364983,0.021777688394546302
2026-05-12,49,16235,12702,12702,0.25265067013826903,0.7016276255029353,0.6509634754222885,0.5642418516769013,0.09655000159218145,0.5685718784443394,0.09087135358039371,0.006695830147091325,0.01659032120290016,0.009456382854756556,0.022093989593833352
2026-05-13,50,16624,13004,13004,0.25288111931975005,0.7021338577036197,0.6507712385067281,0.5634420178406644,0.09652096796895455,0.5679790833589665,0.09129710321291894,0.0068117690496729555,0.016865949189630025,0.009593347096956445,0.022407018774790677
2026-05-14,51,16910,13222,13222,0.2531128653949041,0.702615641910029,0.6506079173971832,0.5632279534109818,0.09660889337037905,0.5670851610951445,0.09206994166957762,0.007013243578128714,0.017286782523725952,0.009708013061932752,0.022638709807012325
2026-05-15,52,17297,13524,13524,0.2531354040053499,0.7026355129034726,0.6504192678443453,0.5629251700680272,0.0966173394155642,0.5666962437148773,0.0923053007027766,0.006993004600394426,0.01722052319668732,0.009769892020185633,0.022752386370141653
2026-05-16,53,17682,13827,13827,0.25287189363820517,0.7020737454714481,0.6502457680330469,0.5632458233890215,0.0967062887586411,0.5670789035944167,0.09183210346118215,0.006775976434502756,0.016752380031270886,0.009700000980031959,0.022587672037619577
2026-05-17,54,18067,14130,14130,0.2524634562657647,0.7012213265163353,0.6500738419397131,0.5637650389242745,0.0967967323123954,0.5682236376503892,0.09054497626681925,0.006442417732425515,0.016050770248660418,0.009566080706872343,0.02229138151210608
2026-05-18,55,18429,14424,14424,0.25239397948587977,0.7010859259056353,0.6498814450093604,0.5638519134775375,0.09684411157903586,0.5681503050471437,0.09046441705305308,0.006385899645035775,0.015941481497431798,0.009532696380412764,0.02222944816326866
2026-05-19,56,18816,14733,14733,0.25238434108581953,0.7010727468204174,0.6497712688476197,0.563293287178443,0.0970612401392364,0.5684517749270346,0.09014413077971278,0.006296776058422937,0.015768246724578328,0.009601829826521663,0.02239829972261509
2026-05-20,57,19202,15043,15043,0.2524329490610675,0.701157771364316,0.6496071093379238,0.5629196303928737,0.09720642793514586,0.5683706707438676,0.09011863257008712,0.006292557126055337,0.01574690587457217,0.009624207769995036,0.022423142404027985
2026-05-21,58,19383,15188,15188,0.2526260935714982,0.7016086121361919,0.649524750240959,0.562220173821438,0.09735759633817744,0.5678825388464578,0.09059171722526445,0.006386221818550003,0.015997429360434134,0.009741365833661808,0.02271457526761278
2026-05-22,59,19746,15474,15474,0.2527930928683699,0.7019744793900622,0.6493309802455016,0.5617164275559002,0.09756676655506374,0.567791133514282,0.0905909815268066,0.006482160288868333,0.016220221826691583,0.009781781009868762,0.022807219331643536
2026-05-23,60,20110,15751,15751,0.2530344292479345,0.7025077749448213,0.6491432539417855,0.5607897911243731,0.09775946941186153,0.5674560345374897,0.09085880766587784,0.006592604527670298,0.016489971787366553,0.00980564573462575,0.022894963062819684
2026-05-24,61,20497,16056,16056,0.2529941308759199,0.702417724020332,0.6487121998700403,0.5603512705530643,0.09808381781635374,0.5672645739910314,0.09083391359561199,0.006491062077818965,0.016276628367058676,0.009809833161505771,0.022899425046228106
2026-05-25,62,20834,16318,16318,0.2530827591935605,0.7025985047170612,0.6485483985621153,0.5600563794582669,0.0981250893165045,0.5667361196225028,0.09137160732133782,0.006538768832071523,0.01637503593688061,0.009814406799660003,0.022909204270203598
2026-05-26,63,21222,16635,16635,0.2525589404909223,0.701451880883574,0.6482388110249471,0.5609257589419898,0.09820853073627936,0.5677787796813947,0.08999106680672515,0.006138201231275675,0.015476587053765312,0.00958766668735142,0.022382697081452574
2026-05-27,64,21610,16940,16940,0.2527660986399279,0.7019010188013324,0.6481319982634861,0.5603305785123966,0.09820213453573894,0.5675324675324676,0.0901306353042616,0.006262052685770542,0.015758011890326218,0.009655910404625018,0.022536877353534934
2026-05-28,65,21766,17065,17065,0.2528959129386686,0.7021749468371187,0.6479562484375678,0.5596249633753296,0.09836534431154348,0.5673014942865514,0.09027433545675081,0.006292860953151375,0.01583261339579045,0.009760063327708013,0.02275967735954998
2026-05-29,66,22156,17364,17364,0.25255264961498225,0.7014617418726449,0.6478681671315453,0.5606427090532136,0.09841088267719773,0.5683022345081779,0.08926283245879453,0.006093239921380694,0.015408624876815824,0.009569690732966762,0.022345912750500796
2026-05-30,67,22544,17669,17669,0.25229753843561403,0.700927952254754,0.6477465059155251,0.5610957043409361,0.09851650836543478,0.5690757824438282,0.08845061315975662,0.005902628922197534,0.015004718961690311,0.009402225337511394,0.02198923348196402
2026-05-31,68,22930,17978,17978,0.25223173410616995,0.7008085223860396,0.6475966605152579,0.5613527644899321,0.09869365513982774,0.5694738013127155,0.08801323815106028,0.005873738010902435,0.014959630274631763,0.009336121426923166,0.021867042072139187
2026-06-01,69,23164,18164,18164,0.252176496861208,0.7007113184644277,0.6475436072538844,0.5612750495485576,0.09881142486799092,0.5700836820083682,0.08751718426872798,0.005807937006147679,0.014841168434522212,0.009305511399636562,0.021824088391125263
2026-06-02,70,23551,18461,18461,0.25208915674752763,0.7005434192349757,0.6475547852265485,0.5615622122311901,0.09892588836169039,0.5703916364227289,0.08729016676907451,0.005761686451619924,0.014756016741474087,0.0093293745793675,0.021886427213852144
2026-06-03,71,23938,18765,18765,0.2518161170085882,0.6999400593458356,0.6475371955269424,0.562216893152145,0.09904842275646993,0.5710098587796429,0.08669685818364128,0.00558155569974203,0.014339738343648434,0.009177919907485343,0.02153861701386095
2026-06-04,72,24171,18953,18953,0.25169938892330296,0.6996962664667847,0.6475155448049126,0.5624439402733077,0.09918785913523684,0.571571782831214,0.08621302331395093,0.005497246638730163,0.014161229968922995,0.009099601562640558,0.021374616587190975
2026-06-05,73,24556,19270,19270,0.2519128737279423,0.7001784292580234,0.6474226220138536,0.561909704203425,0.09932750314557673,0.5708873897249611,0.08666618527400001,0.005635766802785519,0.014492468622645971,0.009198563957656475,0.021619178215125046
2026-06-06,74,24917,19558,19558,0.2521221021432464,0.7006167542754439,0.6474105814612061,0.5609469270886593,0.09940395735682568,0.5700991921464362,0.08745067402162403,0.005709810849236274,0.014658627704390303,0.00928869344189684,0.021817590063114567
2026-06-07,75,25304,19864,19864,0.2522175801602139,0.7008306432208452,0.6473576289735582,0.5611155859846959,0.09957699012126973,0.5700261780104712,0.08755827551436383,0.00582960140531924,0.014921483145328485,0.009266307657751799,0.02178262494775085
2026-06-08,76,25512,20034,20034,0.2522204593137286,0.7008221269982062,0.6472810331207528,0.561245882000599,0.09964313240731579,0.5696316262353999,0.08790756615040198,0.005851115469767076,0.014950494328871411,0.009204520265097937,0.021642724380152134
2026-06-09,77,25898,20345,20345,0.25189958485733305,0.7001240937926673,0.6472131058096389,0.5621528631113296,0.09970587630479326,0.5705087245023347,0.08698704446918172,0.0056581789102845,0.014510055480438488,0.009045676171723888,0.021274282898362862
2026-06-10,78,26283,20646,20646,0.25141921657355637,0.6990875014770058,0.6471219670962576,0.5632083696599826,0.09979300451057589,0.571975201007459,0.08543948564972784,0.00532699481642096,0.013773843243119921,0.008753302902491739,0.020627592021066787
2026-06-11,79,26464,20788,20788,0.25132794004071785,0.6988843880928313,0.6471292300050451,0.5635943813738695,0.0997912514697139,0.5722051183375024,0.0852196623077391,0.0052905180870205515,0.013681075045592461,0.00873802857743225,0.020581637966438637
2026-06-12,80,26851,21086,21086,0.2514366453851937,0.699139300077635,0.6472536308746423,0.5636441240633596,0.09974608094884523,0.5720857440956084,0.08538753574894745,0.0054066866400048486,0.013951026485187201,0.008765045126313598,0.02067085795940593
2026-06-13,81,27239,21396,21396,0.2512884546616558,0.6988015647379076,0.6472344212060013,0.5638904468124883,0.0997377364650275,0.572163021125444,0.08525507084981974,0.005293797579438958,0.013684384249256332,0.008692975405545394,0.020492571796728587
2026-06-14,82,27600,21675,21675,0.25094937314528937,0.6980650718965326,0.64727586768249,0.5648442906574395,0.09976070975701042,0.5727797001153403,0.08468035027181377,0.005090213935618121,0.013220732842203042,0.008491442782205622,0.020031817328082346
2026-06-15,83,27861,21874,21874,0.25106742408383326,0.6983247319110796,0.64736531381803,0.5645515223553077,0.09978421353125208,0.5725061717107067,0.08502729669357603,0.005166853751777251,0.013397011850247553,0.008560144367812689,0.020178335877786058
2026-06-16,84,28248,22178,22178,0.2510979857041007,0.6984003685491491,0.6474294553724638,0.5641175940120841,0.09979873120869714,0.5725042835242132,0.08507564169768364,0.005136155810587212,0.013349306067927946,0.008625360951444977,0.020325232592883213
2026-06-17,85,28611,22458,22458,0.2508157675131757,0.6977981708979832,0.6474362769567213,0.5651438240270727,0.0998249468458082,0.5730697301629709,0.08447721886525321,0.004999660293183827,0.013040537077249836,0.008558911268186753,0.020172988739075026
2026-06-18,86,28818,22621,22621,0.25077072991548943,0.6977197012809028,0.6474936467224629,0.5653154148799788,0.09975571148082259,0.5731842093629813,0.08437560686985156,0.004979206983756895,0.013011576812586023,0.008503165339952046,0.020068844519129492
2026-06-19,87,29179,22904,22904,0.2505462653535943,0.6972608324219882,0.6475410994909532,0.5661893119105833,0.09974622349822493,0.573960880195599,0.0836302117290616,0.004879429598015905,0.012803795774599336,0.008395169858368634,0.019851007238703477
2026-06-20,88,29541,23200,23200,0.2505848663098594,0.6973224094845398,0.6474710404044518,0.5656034482758621,0.09984095565063053,0.5737931034482758,0.08379431741839366,0.004834585532626945,0.01269734058408023,0.008430361745530995,0.019905935319613377
2026-06-21,89,29904,23490,23490,0.2503605883361339,0.6968166765476946,0.6474717251264198,0.5656449553001277,0.0999180441180816,0.5740740740740741,0.08355090659518694,0.00461649808534792,0.012204081475350903,0.008333780412184993,0.01966765703176221
2026-06-22,90,30213,23738,23738,0.2504956737431074,0.69712681942133,0.6475207435190098,0.5652540230853483,0.09994516975407972,0.5738478389080799,0.08383796179492989,0.004696138475239614,0.012402581976554194,0.00837498710208312,0.019787074548374695
2026-06-23,91,30600,24036,24036,0.25037269667340495,0.6968548665398464,0.6475181333032762,0.5655683141953736,0.09998601066147352,0.5741803960725578,0.08351663730268309,0.004618126091474772,0.012221179934227444,0.00820081509923773,0.01939973905138015
2026-06-24,92,31013,24370,24370,0.25053590545168214,0.6972206149894818,0.6475632958492585,0.5653672548215019,0.09999892278897181,0.5740254411161264,0.08370146420895704,0.0047530374248783425,0.012529955789871483,0.008355519335378342,0.01975739387688391
2026-06-25,93,31220,24532,24532,0.2505550503007232,0.6972508777417651,0.6475615968605787,0.565302462090331,0.1000235093049624,0.5739442360997881,0.0837718605940833,0.004763130168214669,0.012541995430362274,0.0084019251593071,0.0198462463426069
2026-06-26,94,31608,24839,24839,0.25067702635225075,0.6975386053350611,0.6476773487418568,0.5652401465437417,0.10003204399263066,0.5737751117194734,0.08404664931600549,0.004876548528936875,0.012812499561417168,0.00844464727379074,0.01996481919822979
2026-06-27,95,31994,25150,25150,0.25062106912597004,0.6974305643874726,0.6476600669508673,0.5652882703777335,0.1000506644959613,0.5739960238568589,0.08382176360471175,0.004827717880570653,0.01271881716312162,0.00846437165717312,0.020017655766655373
2026-06-28,96,32380,25469,25469,0.25086291482958817,0.6979808668234229,0.6476693195293246,0.5646079547685422,0.10003880751048645,0.5737955946444697,0.08401795654519979,0.004973309023703132,0.013075310670385143,0.008533446139318002,0.020207230165661727
2026-06-29,97,32717,25729,25729,0.25068743761330237,0.6975953804789773,0.6476627483843643,0.5651988029072254,0.100045226457675,0.5740992654203428,0.08370840318957914,0.004881645132422563,0.012858589413170973,0.00841714571658117,0.01994367618730286
2026-06-30,98,33106,26022,26022,0.2506021182835806,0.6974078178352086,0.6476660219062526,0.5654446237798786,0.10007311099292619,0.5743601567904081,0.0834637392980203,0.00483144974000832,0.012741758893776378,0.008359123369703486,0.019817519168888964
2026-07-01,99,33468,26305,26305,0.2505496246834273,0.6973054585814578,0.6476570630285466,0.565709941075841,0.10008276918115201,0.574567572704809,0.0832466364186278,0.0048168555628853305,0.012715720677443199,0.008416469027256929,0.019935405492739866
2026-07-02,100,33701,26488,26488,0.2504437221664049,0.6970752147660664,0.6477293081340233,0.5662186650558744,0.1000748903018124,0.5745998187858653,0.08326255922563558,0.0047833693156656976,0.012631299890392134,0.008409755540496305,0.019904433519446485
2026-07-03,101,34038,26750,26750,0.25046920507707104,0.6971535212101968,0.6477990414281904,0.5660560747663551,0.10001827677829829,0.5747289719626169,0.08315490124881683,0.004785902945494608,0.01266339954981388,0.008460214851201575,0.020036283457011916
2026-07-04,102,34427,27049,27049,0.2504686372643388,0.6971629693499415,0.647871677333171,0.566157713778698,0.10000449242977559,0.5748456504861548,0.08309892835839879,0.004800024729485264,0.012702434137603968,0.008521121059232972,0.020174738432081174
2026-07-05,103,34816,27359,27359,0.25042017565613467,0.6970624798533281,0.647894216652198,0.5662853174458131,0.09995886613188557,0.5752403231112249,0.08268486826395739,0.004769951288993324,0.012638978883968921,0.008512715510606755,0.02015907828762864
2026-07-06,104,35025,27526,27526,0.2504360745703179,0.6970986423936935,0.6479044989222414,0.5663736104047082,0.09995886322183861,0.5753832739954952,0.08255015042008304,0.004798538481751213,0.01270069494600734,0.008531110783511126,0.020200356759284777
2026-07-07,105,35437,27852,27852,0.2504024828645599,0.6970221540519431,0.6479627605153981,0.5666020393508545,0.09988576759750574,0.5754703432428551,0.08249274396490622,0.0047976988252668995,0.012690165365352946,0.008489858480276696,0.02011292839998491
2026-07-08,106,35824,28148,28148,0.250402337661951,0.697024272920945,0.6480264013622061,0.5666477191985221,0.0998466532798912,0.5755293448912889,0.08247884472159726,0.004804262967146755,0.01270580062139648,0.008472746537236814,0.020077133213233345
2026-07-09,107,36160,28409,28409,0.2504858080284264,0.6972023001798718,0.648116431354181,0.5665458129466014,0.09977116555710777,0.5753106409940512,0.08273089767343862,0.00487338656517905,0.012854942747007603,0.008529535015993045,0.020203279042022015
2026-07-10,108,36522,28694,28694,0.2504845959540216,0.6972125468430128,0.6481084266672399,0.5664947375757998,0.09975895688046833,0.5753119118979577,0.08271722635162548,0.004865093293975303,0.012850935620843495,0.008513225552846226,0.02018323299245217
2026-07-11,109,36938,29019,29019,0.25067744387108565,0.6976369013833181,0.648181068252518,0.5661118577483718,0.09970660860196129,0.5748302836072918,0.0832358455118551,0.005003672647362983,0.013166017588072454,0.00863314439361923,0.020455957504936673
2026-07-12,110,37324,29323,29323,0.25076731254218837,0.6978337411421657,0.6481568845572069,0.5658697950414351,0.09970891330561658,0.574600143232275,0.08344798812267425,0.005059390392857938,0.013294097143765726,0.008636722153102627,0.020468933228107167
2026-07-16,111,37350,29342,29342,0.25077226888453563,0.6978406925324703,0.6481722959977586,0.5658101015609025,0.09969172862689622,0.5745347965373867,0.08352234132017013,0.00505589928967598,0.013284039506738843,0.008629987722862775,0.020450627753396233
2026-07-17,112,37714,29624,29624,0.25075407637152597,0.6978034699164444,0.648161601345969,0.5659600324061572,0.0996342738931208,0.5746354307318391,0.0833927564953091,0.005059160911817351,0.01329002184646455,0.008614633119027049,0.020414141237415917
2026-07-18,113,38103,29921,29921,0.25078126315529725,0.6978647145997416,0.6482193945288237,0.5661241268674175,0.09955292666255702,0.5746465692991545,0.08339480611619315,0.005109824741687141,0.013398545162567554,0.008588956346886861,0.02036452034484093
2026-07-19,114,38518,30244,30244,0.25069514252274505,0.6976726321725047,0.6481187019926322,0.5662280121677027,0.09954168333593995,0.5749239518582198,0.08302407496850456,0.0050386632612704485,0.013236590561452988,0.008538900729791105,0.020252641473726074
2026-07-20,115,38907,30557,30557,0.2505315604673049,0.6973235243137378,0.6480897731450456,0.5667441175508067,0.0995386220326079,0.575449160585136,0.08247209941764785,0.0049485293865375035,0.013035383200763584,0.00846580554745785,0.020084924993479025
2026-07-21,116,39243,30819,30819,0.2504256093432019,0.6970857348378139,0.6481263222509425,0.5669878970764788,0.09952044492564463,0.5757487264349914,0.08220100191773881,0.004877419745901307,0.01286775719398181,0.008459930098204532,0.020056178298772043
2026-07-22,117,39688,31163,31163,0.25042209094502355,0.697083917604975,0.6481477650120668,0.5669544010525303,0.09948588905964151,0.5757147899752912,0.08223112195003056,0.004869325087877352,0.012856730376494818,0.00851610085491794,0.020176259500477856
2026-07-23,118,39818,31264,31264,0.2504267631217414,0.6970992519755067,0.6481653175608808,0.567009979529171,0.0995045284310816,0.5757420675537359,0.08221574078639785,0.004881967608024146,0.012888116119755266,0.008517835707961496,0.020185636230075632
