overlap,pearson,spearman,mean_abs_probability_difference,median_abs_probability_difference,fresh_brier,live_brier,fresh_log_loss,live_log_loss
2445,0.753539583003827,0.7659535203713037,0.09741562024187476,0.09686620306075111,0.2516715891236448,0.24441161596873975,0.7000954720824174,0.6819540584682866
