repair_run_id,repair_timestamp_utc,game_pk,source_payload_sha256,before_player_stats_rows,inserted_rows,inserted_player_ids,changed_existing_rows,after_player_stats_rows,post_repair_classification,rollback_sql,idempotence_replay
b030e212-4736-4448-8484-855b7c48152d,2026-08-03T16:33:35.642803+00:00,824807,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,0,19,547180|592663|607208|621493|624413|650559|656941|664761|665750|668670|669016|681082|681297|683002|687637|687952|689147|702222|702616,0,19,COMPLETE_EXACT,artifacts/analysis/model_development/mlb_normal_player_stats_partial_game_repair/2026-08-03/game_824807_rollback.sql,
e644fafb-bf63-4b8a-b727-40f3ff4913aa,2026-08-03T16:34:24.255995+00:00,824807,a0cd38aed697474e2952803598f16cba81ed62cefce309a86adc95b1155fac95,19,0,,0,19,COMPLETE_EXACT,artifacts/analysis/model_development/mlb_normal_player_stats_partial_game_repair/2026-08-03/game_824807_rollback.sql,True
