slate_date,game_pk,player_mlb_id,player,team,opponent,provider_event_id,normal_pipeline_run_tag,market_observation_timestamp,over_odds,under_odds,pregame_roster_status,official_final_role,official_plate_appearances,official_total_bases,existing_outcome_classification,existing_settlement_classification,existing_under_net,routine_market_partition,retired_89_row_cohort,actual_betonline_wager
2026-08-02,824807,547180,Bryce Harper,Philadelphia Phillies,Baltimore Orioles,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,124,-161,CONFIRMED,STARTED,4,4,OVER_WIN,SETTLED_OFFICIAL_STATS_ONLY,-5.000000,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,592663,J.T. Realmuto,Philadelphia Phillies,Baltimore Orioles,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,144,-189,CONFIRMED,STARTED,3,1,OVER_LOSS,SETTLED_OFFICIAL_STATS_ONLY,2.645503,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,607208,Trea Turner,Philadelphia Phillies,Baltimore Orioles,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,115,-149,CONFIRMED,STARTED,4,1,OVER_LOSS,SETTLED_OFFICIAL_STATS_ONLY,3.355705,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,624413,Pete Alonso,Baltimore Orioles,Philadelphia Phillies,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,146,-192,CONFIRMED,STARTED,2,1,OVER_LOSS,SETTLED_OFFICIAL_STATS_ONLY,2.604167,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,656941,Kyle Schwarber,Philadelphia Phillies,Baltimore Orioles,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,122,-159,CONFIRMED,STARTED,4,0,OVER_LOSS,SETTLED_OFFICIAL_STATS_ONLY,3.144654,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,664761,Alec Bohm,Philadelphia Phillies,Baltimore Orioles,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,146,-192,CONFIRMED,STARTED,4,2,OVER_WIN,SETTLED_OFFICIAL_STATS_ONLY,-5.000000,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,669016,Brandon Marsh,Philadelphia Phillies,Baltimore Orioles,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,146,-192,CONFIRMED,STARTED,3,1,OVER_LOSS,SETTLED_OFFICIAL_STATS_ONLY,2.604167,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,681082,Bryson Stott,Philadelphia Phillies,Baltimore Orioles,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,161,-213,CONFIRMED,STARTED,3,0,OVER_LOSS,SETTLED_OFFICIAL_STATS_ONLY,2.347418,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
2026-08-02,824807,683002,Gunnar Henderson,Baltimore Orioles,Philadelphia Phillies,0a83565a7c1b5059b188a176bf7ef21f,cleanroom_20260802T154517Z,2026-08-02 15:45:20+00:00,149,-196,CONFIRMED,STARTED,2,0,OVER_LOSS,SETTLED_OFFICIAL_STATS_ONLY,2.551020,FORMERLY_LINEUP_ADMITTED,YES,NONE_FOUND
