scope,frozen_identities,actionable_rows,over_wins,over_losses,under_wins,under_losses,no_action,stake_per_side,over_net,over_roi,under_net,under_roi,average_plate_appearances,minimum_plate_appearances,maximum_plate_appearances
GAME_824807,9,9,2,7,7,2,0,45,-21.500000,-0.477777778,9.252633,0.205614067,3.222222,2,4
