scope,synchronization_window_minutes,variant,synchronized_rows,proper_score_rows,brier,log_loss,ece,metric,estimate,ci_95_lower,ci_95_upper,bootstrap_fraction_favoring_c,bootstrap_reps,seed
FULL_12,30,C,155,148,0.2560883680628102,0.7057230004231174,0.06409007902759033,,,,,,,
FULL_12,30,PINNACLE_NO_VIG,155,148,0.25020446737470753,0.6935544331222696,0.042271040873680825,,,,,,,
FULL_12,30,C_MINUS_PINNACLE,155,148,0.005883900688102683,0.01216856730084781,0.021819038153909502,,,,,,,
FULL_12,60,C,155,148,0.2560883680628102,0.7057230004231174,0.06409007902759033,,,,,,,
FULL_12,60,PINNACLE_NO_VIG,155,148,0.25020446737470753,0.6935544331222696,0.042271040873680825,,,,,,,
FULL_12,60,C_MINUS_PINNACLE,155,148,0.005883900688102683,0.01216856730084781,0.021819038153909502,,,,,,,
FULL_12,,,,,,,,C_MINUS_PINNACLE_BRIER,0.005883900688102683,-0.004404767604278589,0.018104120670096237,0.1538,10000,20260830
FULL_12,,,,,,,,C_MINUS_PINNACLE_LOG_LOSS,0.01216856730084781,-0.008878167663801045,0.03719176017466454,0.1509,10000,20260830
