variant,oos_rows,test_dates,brier,log_loss,fold_contract
MARKET_ALONE,107,9,0.2484191074859526,0.6899875826817736,EXPANDING_CHRONOLOGICAL_DATE_FOLDS_FIRST_TEST_AFTER_3_CLUSTERS_FIXED_LOGISTIC_C_1
C_ALONE,107,9,0.24889183879571064,0.6909383628360878,EXPANDING_CHRONOLOGICAL_DATE_FOLDS_FIRST_TEST_AFTER_3_CLUSTERS_FIXED_LOGISTIC_C_1
MARKET_PLUS_C,107,9,0.24891576789386682,0.6909866809257404,EXPANDING_CHRONOLOGICAL_DATE_FOLDS_FIRST_TEST_AFTER_3_CLUSTERS_FIXED_LOGISTIC_C_1
MARKET_PLUS_C_MINUS_MARKET_ALONE,107,9,0.0004966604079142123,0.0009990982439668228,NEGATIVE_DELTA_FAVORS_INCREMENTAL_COMBINATION
MARKET_PLUS_C_MINUS_C_ALONE,107,9,2.3929098156183493e-05,4.831808965266582e-05,NEGATIVE_DELTA_FAVORS_INCREMENTAL_COMBINATION
