scope,games,c_brier,pinnacle_brier,c_minus_pinnacle_brier,c_log_loss,pinnacle_log_loss,c_minus_pinnacle_log_loss,c_ece,pinnacle_ece
FIRST_8,98,0.2524118572339762,0.2496447576752715,0.0027670995587046887,0.6983164083712329,0.6924328675067283,0.0058835408645045995,0.05445088536796651,0.04419441785743795
NEXT_4,50,0.26329432928732494,0.25130149838560223,0.011992830901722706,0.720239920844811,0.6957527017287305,0.02448721911608054,0.11699136202612251,0.03850122198551652
FULL_12,148,0.2560883680628102,0.25020446737470753,0.005883900688102683,0.7057230004231174,0.6935544331222696,0.01216856730084781,0.06409007902759033,0.042271040873680825
