scope,start_date,end_date,games,raw_mae,c_mean_mae,c_median_mae,raw_v1_intercept_mae,c_mean_minus_raw_mae,c_median_minus_raw_mae,raw_rmse,c_rmse,raw_v1_intercept_rmse,c_minus_raw_rmse,raw_bias,c_bias,c_median_bias,raw_v1_intercept_bias,c_minus_raw_absolute_bias,raw_crps,c_crps,raw_v1_intercept_crps,c_minus_raw_crps,raw_brier,c_brier,raw_v1_intercept_brier,c_minus_raw_brier,raw_log_loss,c_log_loss,raw_v1_intercept_log_loss,c_minus_raw_log_loss,raw_ece,c_ece,raw_v1_intercept_ece
FIRST_8,2026-08-17,2026-08-24,104,3.5453423739065895,3.673620077356929,3.605769230769231,3.5984990165508615,0.1282777034503395,0.060426856862641376,4.469027101526925,4.490754308929137,4.437694054707302,0.021727207402212123,0.5294968225079729,-0.16827215538819656,0.41346153846153844,0.035946822507972195,-0.36122466711977635,2.4780741465066374,2.501614637037153,2.4662461417389334,0.023540490530515434,0.247355341133771,0.25249260226534725,0.24699736169041162,0.005137261131576254,0.6877613184077835,0.6986094670970873,0.6872413880557438,0.010848148689303727,0.04508656736141217,0.05714148894375809,0.03200668102292778
NEXT_4,2026-08-25,2026-08-28,52,4.064447646728675,4.0956031906835575,4.019230769230769,4.110430073380532,0.03115554395488207,-0.04521687749790626,4.887219329985611,4.870286340596866,4.881116384918442,-0.01693298938874488,0.307169707998929,-0.4016577073976666,0.21153846153846154,-0.18638029200107153,0.09448799939873759,2.8358160257612988,2.8135491097770027,2.8266377892536174,-0.022266915984296087,0.26177434125818405,0.2623150544573138,0.2632561329297271,0.0005407131991297387,0.7176378449994315,0.7183885848646285,0.720274990623363,0.0007507398651970254,0.06815726253050658,0.11200430882094793,0.09418349351636376
