rows,pearson_c_vs_pinnacle,spearman_c_vs_pinnacle,mean_absolute_probability_difference,ge_5pp_disagreement,ge_10pp_disagreement,ge_15pp_disagreement
148,0.2508105186019203,0.2189029445729432,0.04869534179723248,57,18,5
