variant,games,mae,rmse,actual_minus_forecast_bias,crps,contract
RAW_MEAN,156,3.718377464847284,4.612639130611647,0.45538778433829163,2.597321439591524,NEGATIVE_BINOMIAL_EXPECTED_TOTAL
C_MEAN,156,3.8142811151324723,4.620730013238732,-0.24606733939135325,2.605592794617103,NEGATIVE_BINOMIAL_EXPECTED_TOTAL
C_MEDIAN,156,3.7435897435897436,4.622963862263567,0.34615384615384615,2.605592794617103,NEGATIVE_BINOMIAL_ABSOLUTE_ERROR_OPTIMAL_POINT
STRICT_PRIOR_LEAGUE_BASELINE,156,3.8374133633787424,4.645217037615605,-0.283809621359554,2.6250817866495435,GOVERNED_LEAKAGE_SAFE_BASELINE
TEAM_SHRUNK_BASELINE,156,3.820392917713342,4.621920580662925,-0.2910493161352997,2.607371967458433,GOVERNED_LEAKAGE_SAFE_BASELINE
