scope,scope_value,synchronized_rows,proppadia_brier,proppadia_log_loss,proppadia_ece,betonline_brier,betonline_log_loss,betonline_ece,mean_absolute_separation,median_absolute_separation
STRICT_SEASON,ALL,10319,0.24458163887443835,0.6827334917770101,0.03626433328131518,0.24227016313064434,0.6775776909329194,0.024809997545689418,0.06108223048147079,0.051888146422096604
MONTH,2026-05,1929,0.24601342468023482,0.6856452379803003,0.04752407620528769,0.24439279437386957,0.6818923446844949,0.04016811811325344,0.07552428765751083,0.06362524489795907
MONTH,2026-06,2539,0.2456599781234116,0.685258667013328,0.04140866010240244,0.24200457045185148,0.6770159686053614,0.0257961288066427,0.056199060247857834,0.048590021785823834
MONTH,2026-07,4854,0.24340909134412464,0.6802744835823321,0.035313215698393054,0.2404920820970386,0.6739206786771801,0.018043108764441172,0.057208926170833646,0.04870367302655182
MONTH,2026-08,997,0.24477394332741576,0.6826410619132286,0.043661840648287174,0.24749643141589592,0.688464735458737,0.05651749560567477,0.06443294267243854,0.05603655501813787
