period,evidence_class,games,mean_mae,mean_rmse,mean_actual_minus_forecast_bias,median_mae,crps,ladder_brier,ladder_log_loss,ladder_ece,max_authoritative_absolute_difference,authoritative_reproduction
FROZEN_2025_VALIDATION,PRIMARY_OUT_OF_TIME_EVIDENCE,2433,3.6157122846687173,4.577408098000191,-0.0915221438093045,3.5774763666255653,2.5241640023600667,0.22641751218939213,0.6444313999739554,0.013561273605048127,4.440892098500626e-16,PASS
2026_SEQUENTIAL_EARLY,PRIMARY_OUT_OF_TIME_EVIDENCE,1281,3.5549530763792703,4.47925376644542,0.01306059625846816,3.5378610460577673,2.488193035061624,0.22495367973025673,0.6413549241148075,0.00455050885720445,6.071532165918825e-17,PASS
2026_LATE_HOLDOUT,PRIMARY_OUT_OF_TIME_EVIDENCE,439,3.765376544507537,4.644464224923119,-0.00880467162149965,3.6742596810933943,2.5806708933979086,0.22910305392378177,0.6502306762616394,0.025919568753067463,4.440892098500626e-16,PASS
PROSPECTIVE_AUG06_15,RETROSPECTIVE_POST_HOC_DIAGNOSTIC,126,3.27124467203617,4.047216838694606,-0.15533428351781042,3.2698412698412698,2.2785095216433855,0.21963848293349914,0.6299698474858353,0.022041251047548994,9.367506770274758e-17,PASS
