player_id,game_id,team_id,opponent_id,is_home,game_date,season,shots_on_goal,d5_sog_per60,d10_sog_per60,d20_sog_per60,attempts_d10_per60,team_d10_sf_per_game,opp_d10_sf_allowed_per_game,pace_matchup_index,pace_index,rest_days,b2b_flag,role_pp_share,d10_top_mate_overlap_share_avg,d10_top_mate_overlap_share_std,d10_top3_mates_overlap_share_avg,d10_top3_mates_overlap_share_std,d10_shiftcharts_games,d10_shiftcharts_coverage_rate,d20_top_mate_overlap_share_avg,d20_top_mate_overlap_share_std,d20_top3_mates_overlap_share_avg,d20_top3_mates_overlap_share_std,d20_shiftcharts_games,d20_shiftcharts_coverage_rate,d10_pairings_available,d20_pairings_available,d10_pairings_cov_bucket,d20_pairings_cov_bucket,d20_top_mate_repeat_rate,opp_d10_sf_per60,team_d10_sa_per60,opp_d10_sa_per60,szn_toi_per_game_5on5,szn_toi_per_game_pp,szn_toi_per_game_pk,szn_shifts_per_game_5on5,szn_shifts_per_game_pp,szn_shifts_per_game_pk,season_5on5_icetime_per_game,season_5on4_icetime_per_game,season_4on5_icetime_per_game,season_5on5_shifts_per_game,season_5on4_shifts_per_game,season_4on5_shifts_per_game,team_szn_5on5_top_line_xgf_share,team_5v5_top_line_icetime_share,team_5v5_top_line_shotattempts_share,last10_team_sog_share,hot_last5_flag,num_sog_last5,num_sog_last10,num_sog_szn_to_date,num_event_last5,num_event_last10,num_event_szn_to_date,team_num_sog_last10,team_num_event_last10
8473533,2025020770,12,7,t,2026-01-19,2025,,8.83652430044182621500,4.64728312678741658700,4.34992750120831319460,7.14966634890371782680,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.00240736582079496968,0.992159253945481,0.0219444680214715,0.821290581764935,0.0335342328077562,10,1,0.995718291140065,0.0159550462405727,0.787842206664972,0.0776517782584165,20,1,t,t,high,high,0.7,,,,12.8553763440860215,1.01236559139784946167,2.3489247311827957,,,,771.3225806451612903,,,,,,,,,0.57482702155469803458,f,7,14,119,12,23,180,305,508
8475722,2025020770,7,12,f,2026-01-19,2025,,5.03597122302158273400,7.29971409453129752400,7.56015857893604597580,7.66469979925786240020,29.9000000000000000,29.3000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.10998748390139491012,0.949371034828116,0.113319302729247,0.784814246844729,0.103077745336122,10,1,0.958333102576885,0.0933730539405474,0.772052816253486,0.0898812306443318,16,1,t,t,high,high,0.6875,,,,12.1760416666666667,3.7031250000000000,0.13958333333333333333,,,,730.5625000000000000,,,,,,,,,0.48331924845351867529,t,17,27,133,22,37,214,289,427
8475791,2025020770,12,7,t,2026-01-19,2025,,7.03090669400908158780,8.31716107568616578880,7.46030054353618245780,9.56473523703909065700,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.06781046485515382888,0.988671230213811,0.0142991768561442,0.879073728300951,0.0748763076436422,10,1,0.994335615106906,0.0115895852211699,0.813728124330564,0.0887020902829967,20,1,t,t,high,high,0.7,,,,11.7548387096774194,2.0188172043010753,0.13172043010752688167,,,,705.2903225806451613,,,,,,,,,0.57482702155469803458,f,8,23,167,12,30,242,305,508
8476422,2025020770,12,7,t,2026-01-19,2025,,5.56733828207847295860,5.52838613650861152480,5.73535436296599754200,7.22942802466510737840,31.0000000000000000,30.1000000000000000,1.01545737398879900000,1.01545737398879900000,3,f,0.01718685271443150014,0.99419262157126,0.0111618904835868,0.751217285412966,0.0590880698186195,10,1,0.994720565064781,0.01077259852266,0.752541373165077,0.0564936463605199,11,1,t,t,high,high,0.454545454545455,,,,13.8857142857142857,0.19523809523809523833,1.4523809523809524,,,,833.1428571428571429,,,,,,,,,0.51937059935777750138,t,12,20,28,18,33,45,311,459
8476873,2025020770,12,7,t,2026-01-19,2025,,2.12314225053078556260,3.72406455045220783800,6.41054177981569692360,7.98013832239758822480,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.00741073433640242533,0.993217893217893,0.0203463203463203,0.855503904035206,0.0830437518403248,10,1,0.996608946608947,0.0147812590437526,0.858670867734361,0.0827106404327008,20,1,t,t,high,high,0.65,,,,9.8437500000000000,0.17083333333333333333,0.99236111111111111167,,,,590.6250000000000000,,,,,,,,,0.57482702155469803458,f,6,15,70,11,22,109,305,508
8476906,2025020770,12,7,t,2026-01-19,2025,,13.42145399084900864280,9.48060553545032876280,6.28661237319617088180,14.67964728069728324580,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,6,f,0.12120368291039748484,0.984894750938804,0.0266520220885633,0.698402065248342,0.0497901820789593,10,1,0.985604176485451,0.028832203503619,0.710648146931112,0.0469476881159798,20,1,t,t,high,high,0.75,,,,17.5769841269841270,3.5452380952380952,0.17857142857142857167,,,,1054.6190476190476190,,,,,,,,,0.57482702155469803458,f,8,21,145,14,30,244,305,508
8476921,2025020770,12,7,t,2026-01-19,2025,,9.50118764845605700740,6.73778775968556990480,5.75914435569572520660,9.73236009732360097320,30.5000000000000000,24.7000000000000000,1.08097075295581830000,1.08097075295581830000,2,f,0.00183247249045587245,0.996881496881497,0.00935550935550934,0.834909620896283,0.0520086029207605,10,1,0.99707250731319,0.00783417966555036,0.859440294030572,0.0658717642171715,20,1,t,t,high,high,0.9,,,,12.3214285714285714,0.18392857142857142833,2.1839285714285714,,,,739.2857142857142857,,,,,,,,,0.57335643331940391693,f,4,8,124,8,23,226,306,511
8476958,2025020770,12,7,t,2026-01-19,2025,,3.08769040757513380020,2.82485875706214689280,4.52073179345906618640,6.90521029504080351540,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.00617112059285874691,0.995868491028838,0.00482991138005778,0.751600606162984,0.069799206600233,7,1,0.995868491028838,0.00482991138005778,0.751600606162984,0.069799206600233,7,1,t,t,high,high,0.714285714285714,,,,15.5500000000000000,0.08333333333333333333,2.9595238095238095,,,,933.0000000000000000,,,,,,,,,0.57482702155469803458,f,7,23,135,16,35,257,305,508
8477478,2025020770,12,7,t,2026-01-19,2025,,9.98520710059171597620,7.87608296140719348900,7.01578551741418190940,9.45129955368863218680,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,9,f,0.00148214686728048507,1,0,0.851994297531137,0.0776073036728492,10,1,0.999697885196375,0.00131688789835064,0.888700616417543,0.0787413342748371,20,1,t,t,high,high,0.75,,,,11.1046666666666667,0.18333333333333333333,0.07933333333333333333,,,,666.2800000000000000,,,,,,,,,0.57482702155469803458,f,7,15,67,14,26,115,305,508
8477940,2025020770,12,7,t,2026-01-19,2025,,12.37563698131521475380,10.23641238118449914700,8.49081635661428697780,11.69875700706799902540,29.8000000000000000,32.7000000000000000,0.91718730553827006962,0.91718730553827006962,2,f,0.10213379828548892625,0.984844861270007,0.0246264732842588,0.854984714292895,0.0413577182272531,10,1,0.987540196235634,0.0216727412189936,0.836232974596292,0.0792349189769861,20,1,t,t,high,high,0.8,,,,13.7688172043010753,3.0881720430107527,0.10322580645161290333,,,,826.1290322580645161,,,,,,,,,0.54043516143946888327,t,22,36,196,29,59,313,293,482
8477949,2025020770,7,12,f,2026-01-19,2025,,4.32321152856407617080,6.43707756678467975520,7.55053351860105392880,9.97747022851625362080,29.9000000000000000,29.3000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.09834207041665910864,0.99076362381661,0.0185051554592293,0.774679256725279,0.0498393809177997,10,1,0.952183686840525,0.0996881832302255,0.746648123996232,0.0772673072026224,20,1,t,t,high,high,0.6,,,,15.3793103448275862,2.0327586206896552,2.5258620689655172,,,,922.7586206896551724,,,,,,,,,0.48331924845351867529,t,14,26,192,23,40,296,289,427
8478413,2025020770,7,12,f,2026-01-19,2025,,1.09289617486338797820,2.17194570135746606340,3.97544061133442289840,5.97285067873303167420,27.3000000000000000,28.5000000000000000,0.91718730553827006962,0.91718730553827006962,2,f,0.00111556531045366323,1,0,0.85986098228349,0.0513644297419617,10,1,0.974585707298645,0.0649492621334137,0.811254418998628,0.0827463429253859,20,1,t,t,high,high,0.7,,,,9.9909090909090909,0.08030303030303030333,1.8333333333333333,,,,599.4545454545454545,,,,,,,,,0.49294317797740146716,f,2,9,31,8,22,62,268,411
8478427,2025020770,12,7,t,2026-01-19,2025,,6.19450753665083625840,7.88022064617809298660,6.44897123554099703160,8.82584712371946414480,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.14355266112732988996,0.979359680471616,0.0288760180220481,0.823147330166391,0.048620646282346,10,1,0.98533886281586,0.0238408389022767,0.834532198691422,0.057585188076219,20,1,t,t,high,high,0.8,,,,14.5543010752688172,3.4338709677419355,1.7306451612903226,,,,873.2580645161290323,,,,,,,,,0.57482702155469803458,t,16,31,238,22,48,387,305,508
8478970,2025020770,12,7,t,2026-01-19,2025,,4.27785699735180281100,5.32859680284191829480,5.04151838671411625160,7.40082889283599763160,34.3000000000000000,31.0000000000000000,1.08097075295581830000,1.08097075295581830000,2,f,0.00130249270154951718,0.992366585949063,0.00993663440684069,0.743176168493403,0.0460370042041844,10,1,0.994808944480627,0.00906596403783096,0.715436671306929,0.0636777472311394,20,1,t,t,high,high,0.8,,,,17.2378205128205128,0.24487179487179487167,2.3346153846153846,,,,1034.2692307692307692,,,,,,,,,0.57291849942714440074,f,5,9,119,9,16,198,336,550
8479359,2025020770,7,12,f,2026-01-19,2025,,4.06687754179846362420,2.89100896212778259640,2.74248103117286772120,6.93842150910667823100,28.3000000000000000,28.9000000000000000,1.04821406347230870000,1.04821406347230870000,2,f,0.00136044550055324784,1,0,0.885948863556949,0.0439148754823689,10,1,0.979128680657231,0.0665108341498818,0.844406876885187,0.0823053965416153,20,1,t,t,high,high,0.75,,,,9.4144444444444444,0.16277777777777777833,1.8116666666666667,,,,564.8666666666666667,,,,,,,,,0.48216378626864472571,f,8,14,63,11,22,100,282,403
8479420,2025020770,7,12,f,2026-01-19,2025,,10.82312731415551125060,10.73291925465838509300,10.22848709989313520960,12.52173913043478260880,29.9000000000000000,29.3000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.11512996789348618694,0.98360375486444,0.0309405420246679,0.818418145130868,0.0493081214637244,10,1,0.956687597615659,0.100287358871677,0.803873364218637,0.0785572875733844,20,1,t,t,high,high,0.75,,,,15.8955555555555556,3.8866666666666667,0.27111111111111111167,,,,953.7333333333333333,,,,,,,,,0.48331924845351867529,t,14,34,234,17,42,343,289,427
8479941,2025020770,7,12,f,2026-01-19,2025,,3.01709688233322158880,5.68092157172163484320,6.39634494574528840680,8.99479248855925516800,29.8000000000000000,28.1000000000000000,1.01545737398879900000,1.01545737398879900000,96,f,0.01483990555420703047,0.981096683639012,0.0260659555040255,0.72118871989723,0.0499672278694301,3,1,0.981096683639012,0.0260659555040255,0.72118871989723,0.0499672278694301,3,1,t,t,high,high,0,,,,10.4277777777777778,0.30555555555555555500,2.7944444444444444,,,,625.6666666666666667,,,,,,,,,0.50172642082141443044,t,10,18,93,13,25,120,302,435
8479982,2025020770,7,12,f,2026-01-19,2025,,1.91387559808612440180,4.15512465373961218860,3.36089623899706588440,9.90837417430215214140,28.5000000000000000,26.1000000000000000,1.04821406347230870000,1.04821406347230870000,32,f,0.00945029934194250656,0.934968273763259,0.0989669118737851,0.642829294063161,0.0541252121229661,10,1,0.954926680348503,0.0857273786517089,0.653052959984556,0.0617648649563419,15,1,t,t,high,high,0.666666666666667,,,,15.3711111111111111,0.23444444444444444500,3.7855555555555556,,,,922.2666666666666667,,,,,,,,,0.49088968289541436462,f,5,9,66,11,19,106,274,417
8480064,2025020770,7,12,f,2026-01-19,2025,,5.23560209424083769660,4.08747189863069691420,5.24050159086655437000,7.76619660739832413680,26.9000000000000000,26.8000000000000000,1.01545737398879900000,1.01545737398879900000,5,f,0.08754920277893667580,0.987570623307273,0.0239443740978623,0.853172276499578,0.0891526460347221,10,1,0.977773028663424,0.0491312318328404,0.828880504083259,0.0877351649781378,16,1,t,t,high,high,0.625,,,,13.5092592592592593,3.2481481481481481,0.10555555555555555500,,,,810.5555555555555556,,,,,,,,,0.49427985961135233358,f,6,16,94,9,29,139,272,433
8480196,2025020770,7,12,f,2026-01-19,2025,,1.26608989238235914760,2.51072287896223454340,2.62505468863934665320,6.27680719740558635820,29.9000000000000000,29.3000000000000000,0.94994399502177971496,0.94994399502177971496,4,f,0.00019953200674780968,1,0,0.77095395785245,0.0378858627718381,10,1,0.952799991140712,0.119808997728094,0.715519414345436,0.0811277418160293,18,1,t,t,high,high,0.722222222222222,,,,9.3333333333333333,0.00925925925925925926,0.40000000000000000000,,,,560.0000000000000000,,,,,,,,,0.48331924845351867529,f,6,11,18,7,13,27,289,427
8480336,2025020770,12,7,t,2026-01-19,2025,,5.67697984672154413860,5.59466641801482586620,6.03621730382293762560,10.07039955242668655880,30.8000000000000000,25.4000000000000000,1.01545737398879900000,1.01545737398879900000,2,f,0.02495396362003143948,0.991233440308228,0.0260436902142203,0.747145505652741,0.0339102826547747,10,1,0.990534226137427,0.0274175871052426,0.735766894298559,0.0464209897338074,20,1,t,t,high,high,0.85,,,,18.9654761904761905,1.1583333333333333,2.3785714285714286,,,,1137.9285714285714286,,,,,,,,,0.57548913174523789391,t,12,20,165,17,29,252,319,546
8480762,2025020770,12,7,t,2026-01-19,2025,,5.95730597385404600340,4.11663807890222984580,7.34017363851617995260,5.14579759862778730680,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.00085335728722209746,1,0,0.83364020200398,0.0798063483966033,10,1,0.99984756097561,0.000664466302368997,0.807042275028445,0.0897450615767107,20,1,t,t,high,high,0.7,,,,10.6855555555555556,0.02555555555555555500,1.3122222222222222,,,,641.1333333333333333,,,,,,,,,0.57482702155469803458,f,5,16,126,9,22,187,305,508
8480802,2025020770,7,12,f,2026-01-19,2025,,3.35195530726256983260,4.87776551884327274820,4.10712757765038076500,6.61982463271587015840,29.9000000000000000,29.3000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.01881949609098659508,0.989308441928932,0.0269761814396399,0.760942874802266,0.0417932958064576,10,1,0.962303663983392,0.0878436640248227,0.739547419255499,0.0700654194688334,20,1,t,t,high,high,0.7,,,,13.6883333333333333,1.9516666666666667,2.6933333333333333,,,,821.3000000000000000,,,,,,,,,0.48331924845351867529,f,6,12,87,12,22,136,289,427
8480807,2025020770,7,12,f,2026-01-19,2025,,3.85511203919363906520,4.76628480642194163420,3.22493953238376780420,10.28514089806840036800,28.9000000000000000,28.5000000000000000,1.08097075295581830000,1.08097075295581830000,2,f,0.00038999437682526438,0.996536565900702,0.00713382211979572,0.680167012867599,0.0598654574690891,10,1,0.959207746544325,0.0939825745656364,0.658430447758011,0.0666251502869886,20,1,t,t,high,high,0.8,,,,20.6253086419753086,0.29444444444444444500,3.3253086419753086,,,,1237.5185185185185185,,,,,,,,,0.48394950055435901143,f,6,10,49,7,13,74,283,414
8480817,2025020770,12,7,t,2026-01-19,2025,,4.61380724538619275480,4.39352170916609235000,3.60424499966627361120,6.46106133700895933820,30.8000000000000000,28.4000000000000000,1.08097075295581830000,1.08097075295581830000,2,f,0.03389267487392166534,0.999448656099242,0.00165403170227432,0.725746467616777,0.0292267375579948,10,1,0.999384697922708,0.00141932745764998,0.734110469746458,0.0325316285576144,20,1,t,t,high,high,0.85,,,,19.5465277777777778,0.92361111111111111167,2.1437500000000000,,,,1172.7916666666666667,,,,,,,,,0.52443881376674768651,f,7,19,107,16,31,160,309,464
8480829,2025020770,12,7,t,2026-01-19,2025,,3.10988251554941257800,5.34196681505463375180,6.21064435435176399540,6.31323350870093079720,27.4000000000000000,24.6000000000000000,0.94994399502177971496,0.94994399502177971496,2,f,0.05508196721311475410,0.996468693343693,0.0100247289774802,0.847269760758891,0.0809328249860485,10,1,0.997686278049706,0.00808900611689974,0.844562682299193,0.0750942578529655,16,1,t,t,high,high,0.5625,,,,10.7956140350877193,0.48859649122807017500,0.29298245614035087667,,,,647.7368421052631579,,,,,,,,,0.57482702155469803458,f,6,12,128,7,22,184,305,508
