identity,date,game_id,player_id,prediction_timestamp,scheduled_game_start,strict_pregame,model_semantic_name,model_artifact_sha256,p_over,target,actual_hits,outcome_attachment_contract,outcome_status,outcome_source,baseline_a_population,hitter_prior_resolved_games,hitter_prior_hits,baseline_b_hitter_shrunk
823429:678391:hits:0.5,2026-08-05,823429,678391,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,27,13.0,0.5030202432071591
823429:681082:hits:0.5,2026-08-05,823429,681082,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,63,42.0,0.656418429750008
823429:682928:hits:0.5,2026-08-05,823429,682928,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,3.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,54,40.0,0.7194469114879124
823429:683083:hits:0.5,2026-08-05,823429,683083,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,37,21.0,0.5690157447166793
823429:686611:hits:0.5,2026-08-05,823429,686611,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,50,31.0,0.6138915260732856
823429:694673:hits:0.5,2026-08-05,823429,694673,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,0,0.0,0.575713564031321
823429:695734:hits:0.5,2026-08-05,823429,695734,2026-08-05T12:33:09.559074+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,55,35.0,0.6286620398769931
823429:696285:hits:0.5,2026-08-05,823429,696285,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,48,24.0,0.5108162234330459
823429:702222:hits:0.5,2026-08-05,823429,702222,2026-08-05T10:31:16.888672+00:00,2026-08-05T18:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.626189824219531,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,49,31.0,0.6246615528465012
823516:641857:hits:0.5,2026-08-05,823516,641857,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,38,21.0,0.5566458372228384
823516:645305:hits:0.5,2026-08-05,823516,645305,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,13,8.0,0.6002718339166938
823516:663494:hits:0.5,2026-08-05,823516,663494,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,18,7.0,0.4463734043173296
823516:663757:hits:0.5,2026-08-05,823516,663757,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,45,24.0,0.5397303492877465
823516:665862:hits:0.5,2026-08-05,823516,665862,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,58,32.0,0.5546319471553116
823516:665877:hits:0.5,2026-08-05,823516,665877,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,26,14.0,0.5472267209485462
823516:669224:hits:0.5,2026-08-05,823516,669224,2026-08-05T12:33:09.559074+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,42,14.0,0.37211417024501137
823516:671056:hits:0.5,2026-08-05,823516,671056,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,38,18.0,0.4914284459184906
823516:671218:hits:0.5,2026-08-05,823516,671218,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,29,21.0,0.6920461760067721
823516:671277:hits:0.5,2026-08-05,823516,671277,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6923223329833991,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,19,14.0,0.6891003152685395
823516:676475:hits:0.5,2026-08-05,823516,676475,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,46,32.0,0.677883490967603
823516:682987:hits:0.5,2026-08-05,823516,682987,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6007102631800963,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,27,13.0,0.5030202432071591
823516:691023:hits:0.5,2026-08-05,823516,691023,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,55,39.0,0.6921541033690566
823516:691026:hits:0.5,2026-08-05,823516,691026,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,61,39.0,0.6319667900326169
823516:691458:hits:0.5,2026-08-05,823516,691458,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5519185398982259,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,36,20.0,0.5592206480056947
823516:693409:hits:0.5,2026-08-05,823516,693409,2026-08-05T20:00:24.132698+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4280140326174807,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,4,0.0,0.38380904268754734
823516:699625:hits:0.5,2026-08-05,823516,699625,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,28,12.0,0.46126968089584913
823516:700250:hits:0.5,2026-08-05,823516,700250,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4775255349759326,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,60,39.0,0.6412604192978024
823516:701675:hits:0.5,2026-08-05,823516,701675,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5783260540559665,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,52,27.0,0.5267618085375095
823516:802139:hits:0.5,2026-08-05,823516,802139,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,55,32.0,0.5810429922579455
823516:806146:hits:0.5,2026-08-05,823516,806146,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:05:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,1,1.0,0.6228565013611742
823753:542303:hits:0.5,2026-08-05,823753,542303,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4910451095172474,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,25,15.0,0.5941123791591082
823753:592885:hits:0.5,2026-08-05,823753,592885,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,1.0,2.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,46,25.0,0.5482538613379735
823753:641343:hits:0.5,2026-08-05,823753,641343,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6806877975535622,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,55,33.0,0.5969160081309614
823753:661388:hits:0.5,2026-08-05,823753,661388,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5719859673825193,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,45,27.0,0.5963341228726522
823753:663968:hits:0.5,2026-08-05,823753,663968,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,36,24.0,0.6501297389147856
823753:664040:hits:0.5,2026-08-05,823753,664040,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6201952164998107,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,54,37.0,0.6710598147137188
823753:666152:hits:0.5,2026-08-05,823753,666152,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5409522078292466,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,38,20.0,0.5349067067880559
823753:668804:hits:0.5,2026-08-05,823753,668804,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6011256743916968,1.0,1.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,57,42.0,0.7170109001884702
823753:668930:hits:0.5,2026-08-05,823753,668930,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.6479767582325769,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,57,40.0,0.6862416694192395
823753:669003:hits:0.5,2026-08-05,823753,669003,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5089548904827527,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,56,30.0,0.5407141955039151
823753:669707:hits:0.5,2026-08-05,823753,669707,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.4590477921707535,0.0,0.0,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,RESOLVED_FROZEN_GOVERNED_ATTACHMENT,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,44,26.0,0.5885713175432802
823753:680779:hits:0.5,2026-08-05,823753,680779,2026-08-05T10:31:16.888672+00:00,2026-08-05T19:40:00-04:00,True,MLB_HITS_SEMANTIC_V1_2e7377b2cdcb,2e7377b2cdcb836b110e4b1a1a6acccff3afc78f7f82652e3b490048087ddadf,0.5224744650240674,,,FROZEN_ORIGINAL_PROSPECTIVE_OUTCOME_ATTACHMENT,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,artifacts/analysis/model_development/mlb_hits05_exact_current_model_baseline_stress_update_aug14_v1/2026-08-15/hits05_exact_current_model_aug3_aug14_population.csv,0.575713564031321,29,11.0,0.42177590573650187
