identity,date,game_id,player_id,outcome_source,outcome_status,actual_hits,actual_sample_rows,actual_distinct_values,resolved,stat_identity_conflict,outcome_contract
824643:621438:hits:0.5,2026-08-14,824643,621438,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:663494:hits:0.5,2026-08-14,824643,663494,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:663538:hits:0.5,2026-08-14,824643,663538,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:664023:hits:0.5,2026-08-14,824643,664023,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:665877:hits:0.5,2026-08-14,824643,665877,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:671056:hits:0.5,2026-08-14,824643,671056,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:673548:hits:0.5,2026-08-14,824643,673548,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:676475:hits:0.5,2026-08-14,824643,676475,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:683737:hits:0.5,2026-08-14,824643,683737,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:691023:hits:0.5,2026-08-14,824643,691023,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:691026:hits:0.5,2026-08-14,824643,691026,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:691718:hits:0.5,2026-08-14,824643,691718,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:693409:hits:0.5,2026-08-14,824643,693409,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:699393:hits:0.5,2026-08-14,824643,699393,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,,0,0,False,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:699625:hits:0.5,2026-08-14,824643,699625,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,,0,0,False,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:701675:hits:0.5,2026-08-14,824643,701675,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824643:802139:hits:0.5,2026-08-14,824643,802139,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:545121:hits:0.5,2026-08-14,824882,545121,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:571448:hits:0.5,2026-08-14,824882,571448,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:573262:hits:0.5,2026-08-14,824882,573262,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:606466:hits:0.5,2026-08-14,824882,606466,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:621566:hits:0.5,2026-08-14,824882,621566,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:643289:hits:0.5,2026-08-14,824882,643289,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:645277:hits:0.5,2026-08-14,824882,645277,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:660670:hits:0.5,2026-08-14,824882,660670,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:663586:hits:0.5,2026-08-14,824882,663586,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:672515:hits:0.5,2026-08-14,824882,672515,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:672695:hits:0.5,2026-08-14,824882,672695,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,4.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:682988:hits:0.5,2026-08-14,824882,682988,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:682998:hits:0.5,2026-08-14,824882,682998,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:694374:hits:0.5,2026-08-14,824882,694374,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824882:814439:hits:0.5,2026-08-14,824882,814439,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:553869:hits:0.5,2026-08-14,824968,553869,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:607043:hits:0.5,2026-08-14,824968,607043,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:608369:hits:0.5,2026-08-14,824968,608369,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:622268:hits:0.5,2026-08-14,824968,622268,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:641680:hits:0.5,2026-08-14,824968,641680,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:666126:hits:0.5,2026-08-14,824968,666126,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:669394:hits:0.5,2026-08-14,824968,669394,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:670032:hits:0.5,2026-08-14,824968,670032,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:671732:hits:0.5,2026-08-14,824968,671732,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:677649:hits:0.5,2026-08-14,824968,677649,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:679822:hits:0.5,2026-08-14,824968,679822,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:680869:hits:0.5,2026-08-14,824968,680869,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:683227:hits:0.5,2026-08-14,824968,683227,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:691016:hits:0.5,2026-08-14,824968,691016,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:694497:hits:0.5,2026-08-14,824968,694497,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:694671:hits:0.5,2026-08-14,824968,694671,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
824968:703607:hits:0.5,2026-08-14,824968,703607,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-14/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,CANONICAL_PROSPECTIVE_OUTCOME_SIDECAR
822775:543807:hits:0.5,2026-08-15,822775,543807,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,,0,0,False,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:641857:hits:0.5,2026-08-15,822775,641857,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:660821:hits:0.5,2026-08-15,822775,660821,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:663757:hits:0.5,2026-08-15,822775,663757,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:664770:hits:0.5,2026-08-15,822775,664770,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:665862:hits:0.5,2026-08-15,822775,665862,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:665926:hits:0.5,2026-08-15,822775,665926,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:669224:hits:0.5,2026-08-15,822775,669224,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:669701:hits:0.5,2026-08-15,822775,669701,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:671218:hits:0.5,2026-08-15,822775,671218,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:671277:hits:0.5,2026-08-15,822775,671277,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:672386:hits:0.5,2026-08-15,822775,672386,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:672960:hits:0.5,2026-08-15,822775,672960,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:676391:hits:0.5,2026-08-15,822775,676391,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:678218:hits:0.5,2026-08-15,822775,678218,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:682987:hits:0.5,2026-08-15,822775,682987,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:700250:hits:0.5,2026-08-15,822775,700250,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:703520:hits:0.5,2026-08-15,822775,703520,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:806146:hits:0.5,2026-08-15,822775,806146,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822775:807727:hits:0.5,2026-08-15,822775,807727,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:624413:hits:0.5,2026-08-15,822941,624413,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,3.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:641933:hits:0.5,2026-08-15,822941,641933,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:650490:hits:0.5,2026-08-15,822941,650490,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:656775:hits:0.5,2026-08-15,822941,656775,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:665750:hits:0.5,2026-08-15,822941,665750,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:665966:hits:0.5,2026-08-15,822941,665966,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:666018:hits:0.5,2026-08-15,822941,666018,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,3.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:669236:hits:0.5,2026-08-15,822941,669236,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,UNRESOLVED_NO_OFFICIAL_APPEARANCE_OR_ELIGIBLE_OUTCOME,,0,0,False,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:670764:hits:0.5,2026-08-15,822941,670764,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:676356:hits:0.5,2026-08-15,822941,676356,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:680700:hits:0.5,2026-08-15,822941,680700,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:681047:hits:0.5,2026-08-15,822941,681047,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:683002:hits:0.5,2026-08-15,822941,683002,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:683748:hits:0.5,2026-08-15,822941,683748,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:687952:hits:0.5,2026-08-15,822941,687952,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:689414:hits:0.5,2026-08-15,822941,689414,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:691406:hits:0.5,2026-08-15,822941,691406,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:691723:hits:0.5,2026-08-15,822941,691723,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,0.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:702616:hits:0.5,2026-08-15,822941,702616,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,1.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
822941:802415:hits:0.5,2026-08-15,822941,802415,artifacts/analysis/mlb/prospective_lineage_outcomes/2026-08-15/canonical_outcome_reconciliation.csv,CANONICAL_RESOLVED_OFFICIAL_PLAYER_STAT,2.0,1,1,True,False,MLB_API_CANONICAL_ACTUAL_WITH_PLAYER_STATS_FALLBACK
