definition,synchronized_rows,proppadia_brier,betonline_brier,proppadia_log_loss,betonline_log_loss,proppadia_ece,betonline_ece,pearson_probability_correlation,spearman_probability_correlation,mean_absolute_separation,median_absolute_separation,disagreement_ge_5pp,disagreement_ge_10pp
ABS_TIMESTAMP_DIFFERENCE_LE_30_MIN_BOTH_PREGAME,862,0.2502399593305073,0.24874341372679054,0.6939457907080365,0.6909310959077754,0.04644702342787681,0.03975275904286296,0.38554315856632887,0.3835519881535882,0.06490054903056713,0.055572201775190566,475,198
