date,resolved_rows,model_brier,model_log_loss,population_baseline_brier,hitter_baseline_brier,predicted_hit_rate,observed_hit_rate,model_beats_population_brier,model_beats_hitter_brier
2026-08-03,94,0.25194207284215053,0.6970790543992498,0.23962327483549073,0.25249609163233566,0.5790273489225888,0.6063829787234043,False,True
2026-08-04,256,0.2404190621465493,0.6736213837852736,0.24449381161742573,0.24975206440354353,0.5573546777176862,0.57421875,True,True
2026-08-05,266,0.25012093396487445,0.6939397881216676,0.25402471902573875,0.25692281433529357,0.5548431680136362,0.5112781954887218,True,True
2026-08-06,199,0.23753986021271006,0.6682445626657417,0.23708950539875348,0.22929693856384756,0.54980932540709,0.6231155778894473,False,False
2026-08-07,268,0.2515323024789118,0.696294784436585,0.24443201183335164,0.2502365258179976,0.5496001140495411,0.5746268656716418,False,False
2026-08-08,262,0.2396572087694811,0.6721198890987259,0.23954949192430214,0.23594388491986445,0.557545335837305,0.6068702290076335,False,False
2026-08-09,261,0.2543868188738048,0.7024171105424059,0.24499920328346336,0.25189505889255454,0.5499833133001056,0.5708812260536399,False,False
2026-08-10,179,0.2380662058357598,0.6685199195246984,0.24769590849008416,0.24864065902845683,0.5518546167146238,0.553072625698324,True,True
2026-08-11,260,0.24238014084254517,0.6781024140582511,0.24757877534418268,0.2504240043943935,0.5576111576139674,0.5538461538461539,True,True
2026-08-12,270,0.23867790872742925,0.6701200921258234,0.2389073073269203,0.23913022896428673,0.5579753525265424,0.6111111111111112,True,True
2026-08-13,168,0.25021006117666406,0.6939905895216631,0.2494230801090482,0.25014466779509403,0.5512134387064143,0.5416666666666666,False,False
2026-08-14,254,0.23727790367279822,0.66699970672788,0.2426168082768363,0.2418784772584941,0.5534113048640842,0.5866141732283464,True,True
2026-08-15,275,0.2466612616616145,0.6861894347425771,0.24334305148229057,0.2495259084032058,0.5533024243584237,0.5818181818181818,False,True
2026-08-16,263,0.24815164282260435,0.6896872449355465,0.23989890871474073,0.24353225353227315,0.5507170988329919,0.6045627376425855,False,False
2026-08-17,179,0.24047024105215511,0.6736275213809559,0.23500648435075663,0.22905772452297063,0.558789807671952,0.6368715083798883,False,False
2026-08-18,263,0.23547797006094356,0.6633005374967831,0.24220198290580752,0.2328220468154118,0.5580870162070652,0.5893536121673004,True,False
2026-08-19,271,0.24977186929311962,0.6927060529277677,0.24818912595970627,0.25020151224192516,0.5595811199092202,0.5498154981549815,False,True
2026-08-20,168,0.2510476338525873,0.6951605107911398,0.2458176722980329,0.24119848053904044,0.552850308921947,0.5654761904761905,False,False
2026-08-21,268,0.24005335270464037,0.6729025449334025,0.24725714481959496,0.24752906481980533,0.5579564739063826,0.5559701492537313,True,True
2026-08-22,263,0.24754616801731363,0.6882879623561431,0.24565659419240768,0.24906348946874754,0.5582329535115795,0.5665399239543726,False,True
