scope,test_date,direction,rows,base_brier,augmented_brier,augmented_minus_base_brier,base_log_loss,augmented_log_loss,augmented_minus_base_log_loss,folds,fraction_folds_brier_favoring_augmented,fraction_folds_log_loss_favoring_augmented,incremental_information
OVERALL_ROLLING_FORWARD,2026-08-08_THROUGH_2026-08-22,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,732,0.2478165750893299,0.24886705153259212,0.0010504764432622271,0.6887834600294095,0.6909087835357625,0.002125323506352972,15.0,0.4666666666666667,0.4666666666666667,NOT_REPRODUCED
OVERALL_ROLLING_FORWARD,2026-08-08_THROUGH_2026-08-22,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,732,0.2482256513390931,0.24886705153259212,0.0006414001934990088,0.6896035339948753,0.6909087835357625,0.0013052495408871767,15.0,0.4666666666666667,0.4666666666666667,NOT_REPRODUCED
FOLD,2026-08-08,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,81,0.24978057546964413,0.2552941840989023,0.0055136086292581765,0.692673018070015,0.7037723209766641,0.011099302906649067,,,,NOT_REPRODUCED
FOLD,2026-08-08,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,81,0.25481498025877386,0.2552941840989023,0.0004792038401284504,0.7027928617927341,0.7037723209766641,0.0009794591839299427,,,,NOT_REPRODUCED
FOLD,2026-08-09,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,64,0.264853188721068,0.26462920488854147,-0.00022398383252653087,0.7232680392889632,0.7228148514396546,-0.00045318784930858946,,,,NOT_REPRODUCED
FOLD,2026-08-09,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,64,0.25640546758538163,0.26462920488854147,0.00822373730315984,0.7060170325668167,0.7228148514396546,0.016797818872837933,,,,NOT_REPRODUCED
FOLD,2026-08-10,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,9,0.241095562645755,0.24605553780853562,0.004959975162780628,0.675317726924401,0.6852881782512636,0.009970451326862695,,,,NOT_REPRODUCED
FOLD,2026-08-10,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,9,0.24583917522940701,0.24605553780853562,0.0002163625791286039,0.6848382347495092,0.6852881782512636,0.000449943501754424,,,,NOT_REPRODUCED
FOLD,2026-08-11,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,136,0.2477855538712964,0.24776610840156846,-1.9445469727930043e-05,0.6887117446495319,0.6886727065126786,-3.90381368532422e-05,,,,NOT_REPRODUCED
FOLD,2026-08-11,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,136,0.24793816425928378,0.24776610840156846,-0.00017205585771531973,0.6890179416151966,0.6886727065126786,-0.0003452351025179379,,,,NOT_REPRODUCED
FOLD,2026-08-12,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,23,0.22500199093181542,0.21918439416391153,-0.005817596767903888,0.6430707724074797,0.6313375767613811,-0.011733195646098538,,,,NOT_REPRODUCED
FOLD,2026-08-12,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,23,0.21618441132604901,0.21918439416391153,0.0029999828378625137,0.6252871930532461,0.6313375767613811,0.006050383708135043,,,,NOT_REPRODUCED
FOLD,2026-08-13,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,11,0.24314135559638253,0.23674260758392895,-0.006398748012453576,0.6793100881184946,0.666476759969611,-0.012833328148883605,,,,NOT_REPRODUCED
FOLD,2026-08-13,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,11,0.2370535748884184,0.23674260758392895,-0.00031096730448945675,0.6671015332865139,0.666476759969611,-0.0006247733169029157,,,,NOT_REPRODUCED
FOLD,2026-08-14,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,17,0.25775804578957534,0.2619688185168214,0.0042107727272460704,0.7086950026979342,0.7172690476296056,0.008574044931671465,,,,NOT_REPRODUCED
FOLD,2026-08-14,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,17,0.2635139692947451,0.2619688185168214,-0.001545150777923665,0.7203977335623074,0.7172690476296056,-0.003128685932701769,,,,NOT_REPRODUCED
FOLD,2026-08-15,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,80,0.2460085720927335,0.2479108627003614,0.0019022906076278934,0.6851278215246143,0.6889803901482635,0.003852568623649244,,,,NOT_REPRODUCED
FOLD,2026-08-15,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,80,0.24772553966118044,0.24791086270036145,0.0001853230391810068,0.6886224880198129,0.6889803901482635,0.00035790212845066005,,,,NOT_REPRODUCED
FOLD,2026-08-16,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,128,0.24288997743834193,0.24454349969030442,0.001653522251962497,0.6788730727218312,0.6822267234764257,0.003353650754594484,,,,NOT_REPRODUCED
FOLD,2026-08-16,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,128,0.24565089758130693,0.24454349969030442,-0.001107397891002504,0.6844480151991646,0.6822267234764257,-0.002221291722738994,,,,NOT_REPRODUCED
FOLD,2026-08-17,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,38,0.23567947822201493,0.2368106984882577,0.0011312202662427662,0.6643325523721287,0.6666252670986385,0.0022927147265097148,,,,NOT_REPRODUCED
FOLD,2026-08-17,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,38,0.23803361986373694,0.2368106984882577,-0.0012229213754792467,0.6691728840245187,0.6666252670986386,-0.002547616925880125,,,,NOT_REPRODUCED
FOLD,2026-08-18,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,11,0.26480359668449593,0.2651757745151262,0.00037217783063026033,0.7231045747930603,0.7238706716915408,0.0007660968984805061,,,,NOT_REPRODUCED
FOLD,2026-08-18,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,11,0.2569218133428924,0.2651757745151262,0.008253961172233815,0.707040089202121,0.7238706716915408,0.01683058248941982,,,,NOT_REPRODUCED
FOLD,2026-08-19,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,99,0.24794404431896572,0.2478809687001508,-6.307561881491175e-05,0.6889751546022117,0.6888533568876085,-0.000121797714603189,,,,NOT_REPRODUCED
FOLD,2026-08-19,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,99,0.24897523434577037,0.2478809687001508,-0.0010942656456195687,0.69109258454846,0.6888533568876085,-0.002239227660851495,,,,NOT_REPRODUCED
FOLD,2026-08-20,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,5,0.2932774497386827,0.2910977299038495,-0.0021797198348331714,0.7801677668477568,0.7757586496022648,-0.004409117245491978,,,,NOT_REPRODUCED
FOLD,2026-08-20,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,5,0.30187622392526386,0.2910977299038494,-0.010778494021414453,0.7972942485788812,0.7757586496022648,-0.021535598976616388,,,,NOT_REPRODUCED
FOLD,2026-08-21,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,15,0.25402198907554413,0.25645737249240624,0.0024353834168621136,0.7012043721067528,0.706117507517202,0.004913135410449243,,,,NOT_REPRODUCED
FOLD,2026-08-21,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,15,0.25632884818017276,0.25645737249240624,0.00012852431223348004,0.7059393077514401,0.706117507517202,0.00017819976576194385,,,,NOT_REPRODUCED
FOLD,2026-08-22,BETONLINE_VS_BETONLINE_PLUS_PROPPADIA,15,0.24375195430536442,0.24355141821880455,-0.00020053608655987154,0.6805401402319635,0.6801352922815044,-0.0004048479504591418,,,,NOT_REPRODUCED
FOLD,2026-08-22,PROPPADIA_VS_PROPPADIA_PLUS_BETONLINE,15,0.23492431118171084,0.2435514182188045,0.008627107037093656,0.6628749836477613,0.6801352922815044,0.01726030863374306,,,,NOT_REPRODUCED
