scope,forecast,rows,brier,log_loss,mean_probability,observed_rate,probability_sd,minimum_probability,maximum_probability,accuracy_at_50,ece,model_minus_forecast_brier,model_minus_forecast_log_loss,completed_date_clusters,reference_reproduced
2026-08-03_THROUGH_2026-08-14,MODEL,2737,0.24406570752368253,0.6812155274645247,0.5548453093752059,0.5750822067957618,0.07240126638142351,0.3738101757804691,0.759531869021303,0.5659481183777859,0.029602211638756835,0.0,0.0,12,True
2026-08-03_THROUGH_2026-08-14,BASELINE_A_STRICT_PRIOR_POPULATION,2737,0.24436306083463735,0.6818305611888376,0.5757135640313209,0.5750822067957618,1.1102230246251565e-16,0.575713564031321,0.575713564031321,0.5750822067957618,0.0006313572355590713,-0.00029735331095481765,-0.000615033724312819,12,True
2026-08-03_THROUGH_2026-08-14,BASELINE_B_STRICT_PRIOR_HITTER_SHRUNK,2737,0.24622270221759296,0.6861552345706705,0.5868684052216456,0.5750822067957618,0.08170134320553352,0.3070472341500379,0.8372484634166878,0.5710632078918524,0.0517633692934333,-0.0021569946939104245,-0.004939707106145774,12,True
