scope,rows,brier,log_loss,mean_probability,observed_rate,probability_sd,minimum_probability,maximum_probability,accuracy_at_50,ece
ALL_RESOLVED_20_CLUSTER_PRIMARY_PREDICTIONS,4687,0.24437413474824818,0.6817734219393344,0.5554259811098915,0.5769148709195647,0.07149074050777567,0.3738101757804691,0.759531869021303,0.5598463836142522,0.03074557038401506
