certified_source,initialization_through,games_newly_applied_after_august4,teams_updated,final_state_through_date,state_hash,duplicate_games,unresolved_games,finding
mlb.player_stats + game_info coverage check,2026-08-04,0,0,2026-08-04,e674e56400e2b63043e7b8175b7e4e8031e1b81d95394a89a10b747cfa8aaeb9,0,0,No locally certified post-August-4 final games existed at validation time
