source_lineage_grade,game_pk,side,frozen_rows,settled_wagers,wins,losses,voids,supported_nonappearances,book_rule_uncertified,technical_unresolved,stake_at_risk,returned_stake,gross_winning_profit,net_dollars,roi,average_odds
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823203,UNDER,13,11,8,3,2,2,0,0,55,10,21.527889533833324,6.527889533833328,0.11868890061515142,-182.54545454545453
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823204,OVER,10,9,4,5,1,0,0,0,45,5,28.349999999999998,3.349999999999998,0.0744444444444444,138.77777777777777
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823204,UNDER,10,9,5,4,1,0,0,0,45,5,14.209653309032191,-5.790346690967809,-0.12867437091039574,-182.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823205,OVER,11,11,2,9,0,0,0,0,55,0,14.55,-30.450000000000003,-0.5536363636363637,137.8181818181818
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823205,UNDER,11,11,9,2,0,0,0,0,55,0,25.464871083746694,15.464871083746694,0.2811794742499399,-180.54545454545453
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823207,OVER,13,13,3,10,0,0,0,0,65,0,20.45,-29.55,-0.45461538461538464,137.30769230769232
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823207,UNDER,13,13,10,3,0,0,0,0,65,0,28.324409671923817,13.324409671923817,0.20499091802959718,-179.92307692307693
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823208,OVER,11,10,2,8,0,0,0,1,50,0,15.850000000000001,-24.15,-0.483,142.3
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823208,UNDER,11,10,8,2,0,0,0,1,50,0,22.54060807470676,12.54060807470676,0.2508121614941352,-187.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823209,OVER,12,11,4,7,1,1,0,0,55,5,29.65,-5.350000000000002,-0.09727272727272732,140.9090909090909
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823209,UNDER,12,11,7,4,1,1,0,0,55,5,20.061100701092844,0.061100701092843934,0.0011109218380517078,-185.1818181818182
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823210,OVER,14,14,4,10,0,0,0,0,70,0,27.15,-22.849999999999998,-0.3264285714285714,123.42857142857143
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823210,UNDER,14,14,10,4,0,0,0,0,70,0,28.615013006765892,8.6150130067659,0.12307161438236999,-180.57142857142858
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823221,OVER,9,9,2,7,0,0,0,0,45,0,12.149999999999999,-22.85,-0.5077777777777778,139.22222222222223
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823221,UNDER,9,9,7,2,0,0,0,0,45,0,18.67776955273,8.677769552729998,0.19283932339399995,-182.55555555555554
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823222,OVER,16,15,6,9,1,1,0,0,75,5,43.2,-1.8000000000000007,-0.02400000000000001,152.46666666666667
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823222,UNDER,16,15,9,6,1,1,0,0,75,5,21.992097074502507,-8.00790292549749,-0.1067720390066332,-201.53333333333333
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823223,OVER,9,8,3,5,0,0,0,1,40,0,22.1,-2.8999999999999995,-0.07249999999999998,152.875
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823223,UNDER,9,8,5,3,0,0,0,1,40,0,12.154817151451368,-2.8451828485486312,-0.07112957121371578,-201.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823224,OVER,11,10,6,4,1,1,0,0,50,5,47.05,27.049999999999997,0.5409999999999999,150.9
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823224,UNDER,11,10,4,6,1,1,0,0,50,5,10.841796331281943,-19.158203668718055,-0.3831640733743611,-199.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823226,OVER,13,12,4,8,1,1,0,0,60,5,26.200000000000003,-13.799999999999999,-0.22999999999999998,136.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823226,UNDER,13,12,8,4,1,1,0,0,60,5,22.436876577470844,2.436876577470842,0.040614609624514034,-178.91666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823227,OVER,10,9,4,5,1,1,0,0,45,5,28.9,3.900000000000002,0.08666666666666671,144.44444444444446
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823227,UNDER,10,9,5,4,1,1,0,0,45,5,13.402031063321385,-6.597968936678615,-0.14662153192619146,-189.77777777777777
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823228,OVER,11,10,4,6,1,1,0,0,50,5,27.35,-2.6499999999999995,-0.05299999999999999,139.9
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823228,UNDER,11,10,6,4,1,1,0,0,50,5,16.317536630036628,-3.682463369963371,-0.07364926739926742,-183.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823270,OVER,11,10,4,6,1,1,0,0,50,5,28.700000000000003,-1.299999999999999,-0.025999999999999978,149.7
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823270,UNDER,11,10,6,4,1,1,0,0,50,5,15.007746757746759,-4.992253242253242,-0.09984506484506485,-197.3
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823272,OVER,12,12,3,9,0,0,0,0,60,0,18.049999999999997,-26.95,-0.44916666666666666,135.25
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823272,UNDER,12,12,9,3,0,0,0,0,60,0,24.81683290026886,9.81683290026886,0.16361388167114768,-176.91666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823274,OVER,9,8,4,4,1,1,0,0,40,5,26.25,6.25,0.15625,128.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823274,UNDER,9,8,4,4,1,1,0,0,40,5,12.235577945460435,-7.7644220545395655,-0.19411055136348915,-168.375
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823275,OVER,10,10,4,6,0,0,0,0,50,0,24.6,-5.4,-0.10800000000000001,139.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823275,UNDER,10,10,6,4,0,0,0,0,50,0,15.358290119043918,-4.641709880956082,-0.09283419761912164,-183.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823276,OVER,11,11,3,8,0,0,0,0,55,0,21.900000000000002,-18.099999999999998,-0.32909090909090905,149.0909090909091
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823276,UNDER,11,11,8,3,0,0,0,0,55,0,20.547362807566323,5.547362807566326,0.10086114195575138,-196.27272727272728
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823277,OVER,10,10,2,8,0,0,0,0,50,0,14.7,-25.299999999999997,-0.5059999999999999,113.3
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823277,UNDER,10,10,8,2,0,0,0,0,50,0,24.407172057315137,14.407172057315139,0.28814344114630275,-174.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823278,OVER,10,10,5,5,0,0,0,0,50,0,36.2,11.2,0.22399999999999998,135.7
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823278,UNDER,10,10,5,5,0,0,0,0,50,0,15.502595995553744,-9.497404004446256,-0.18994808008892514,-178.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823279,OVER,9,6,2,4,3,3,0,0,30,15,11.2,-8.799999999999999,-0.2933333333333333,130.83333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823279,UNDER,9,6,4,2,3,3,0,0,30,15,11.060501002011105,1.0605010020111045,0.03535003340037015,-171.16666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823280,OVER,13,12,4,8,1,1,0,0,60,5,24.35049504950495,-15.64950495049505,-0.2608250825082508,121.08333333333333
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823280,UNDER,13,12,8,4,1,1,0,0,60,5,21.27960889193156,1.2796088919315594,0.02132681486552599,-180.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823281,OVER,9,9,2,7,0,0,0,0,45,0,15.5,-19.5,-0.43333333333333335,143.22222222222223
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823281,UNDER,9,9,7,2,0,0,0,0,45,0,19.615895379647384,9.615895379647386,0.21368656399216412,-188.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823282,OVER,11,11,6,5,0,0,0,0,55,0,41.900000000000006,16.9,0.30727272727272725,140.36363636363637
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823282,UNDER,11,11,5,6,0,0,0,0,55,0,13.694985825108823,-16.305014174891177,-0.2964548031798396,-184.1818181818182
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823283,OVER,9,9,8,1,0,0,0,0,45,0,54.26504065040651,49.26504065040651,1.0947786811201448,112.33333333333333
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823283,UNDER,9,9,1,8,0,0,0,0,45,0,2.9585798816568047,-37.0414201183432,-0.8231426692965155,-176.66666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823284,OVER,11,11,3,8,0,0,0,0,55,0,21.65,-18.35,-0.3336363636363637,139.45454545454547
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823284,UNDER,11,11,8,3,0,0,0,0,55,0,22.35583816418326,7.3558381641832575,0.13374251207605922,-182.8181818181818
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823285,OVER,7,7,3,4,0,0,0,0,35,0,19.65,-0.3500000000000014,-0.01000000000000004,129.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823285,UNDER,7,7,4,3,0,0,0,0,35,0,12.213977169985583,-2.7860228300144154,-0.07960065228612616,-168.28571428571428
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823288,OVER,8,8,1,7,0,0,0,0,40,0,8.05,-26.95,-0.67375,146.625
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823288,UNDER,8,8,7,1,0,0,0,0,40,0,18.71363818453676,13.713638184536762,0.34284095461341907,-193.125
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823298,OVER,12,11,3,8,1,1,0,0,55,5,22.25,-17.75,-0.32272727272727275,145.1818181818182
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823298,UNDER,12,11,8,3,1,1,0,0,55,5,21.50317467963759,6.503174679637588,0.11823953962977433,-190.9090909090909
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823299,OVER,8,8,4,4,0,0,0,0,40,0,25.700000000000003,5.700000000000003,0.14250000000000007,140.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823299,UNDER,8,8,4,4,0,0,0,0,40,0,9.961375402551873,-10.038624597448127,-0.2509656149362032,-184.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823300,OVER,12,11,3,8,1,1,0,0,55,5,20.55,-19.450000000000003,-0.3536363636363637,149.72727272727272
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823300,UNDER,12,11,8,3,1,1,0,0,55,5,19.820654351700124,4.820654351700124,0.08764826094000226,-197.1818181818182
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823301,OVER,14,13,2,11,1,0,0,0,65,5,14.4,-40.6,-0.6246153846153847,157.6153846153846
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823301,UNDER,14,13,11,2,1,0,0,0,65,5,26.16613283714388,16.166132837143877,0.24870973595605964,-208.84615384615384
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823302,OVER,12,12,5,7,0,0,0,0,60,0,34.8,-0.1999999999999993,-0.0033333333333333214,152.08333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823302,UNDER,12,12,7,5,0,0,0,0,60,0,16.57207743537364,-8.42792256462636,-0.14046537607710602,-200.41666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823303,OVER,9,9,1,8,0,0,0,0,45,0,6.95,-33.05,-0.7344444444444443,135.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823303,UNDER,9,9,8,1,0,0,0,0,45,0,23.0157676858197,18.0157676858197,0.40035039301821557,-176.66666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823304,OVER,9,8,1,7,1,1,0,0,40,5,6.7,-28.3,-0.7075,129.25
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823304,UNDER,9,8,7,1,1,1,0,0,40,5,21.074331576939954,16.074331576939954,0.4018582894234989,-168.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823305,OVER,10,10,2,8,0,0,0,0,50,0,14.600000000000001,-25.400000000000002,-0.508,140.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823305,UNDER,10,10,8,2,0,0,0,0,50,0,22.288566392599215,12.288566392599215,0.2457713278519843,-184.3
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823306,OVER,10,10,3,7,0,0,0,0,50,0,19.95,-15.049999999999997,-0.30099999999999993,137.6
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823306,UNDER,10,10,7,3,0,0,0,0,50,0,19.324369852133323,4.324369852133324,0.08648739704266648,-180.3
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823307,OVER,10,8,3,5,2,2,0,0,40,10,21.4,-3.6000000000000014,-0.09000000000000004,152.125
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823307,UNDER,10,8,5,3,2,2,0,0,40,10,12.091512118913192,-2.908487881086808,-0.0727121970271702,-200.75
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823308,OVER,5,5,2,3,0,0,0,0,25,0,14.950000000000001,-0.049999999999998934,-0.0019999999999999575,139.8
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823308,UNDER,5,5,3,2,0,0,0,0,25,0,8.84920634920635,-1.1507936507936507,-0.04603174603174603,-183.6
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823309,OVER,12,11,3,8,1,1,0,0,55,5,19.299999999999997,-20.699999999999996,-0.3763636363636363,150.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823309,UNDER,12,11,8,3,1,1,0,0,55,5,19.263584443803616,4.2635844438036195,0.07751971716006581,-197.63636363636363
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823350,OVER,15,15,10,5,0,0,0,0,75,0,64.45,39.45,0.526,120.13333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823350,UNDER,15,15,5,10,0,0,0,0,75,0,13.882597246147824,-36.117402753852176,-0.48156537005136235,-175.4
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823351,OVER,11,10,3,7,1,1,0,0,50,5,20.6,-14.399999999999999,-0.288,135.2
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823351,UNDER,11,10,7,3,1,1,0,0,50,5,20.24112288854872,5.241122888548718,0.10482245777097436,-177.1
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823352,OVER,13,13,3,10,0,0,0,0,65,0,20.450000000000003,-29.549999999999997,-0.4546153846153846,146.3846153846154
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823352,UNDER,13,13,10,3,0,0,0,0,65,0,25.95673171455965,10.956731714559648,0.16856510330091767,-192.69230769230768
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823353,OVER,14,14,4,10,0,0,0,0,70,0,25.400000000000002,-24.599999999999998,-0.3514285714285714,120.57142857142857
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823353,UNDER,14,14,10,4,0,0,0,0,70,0,28.432772796993206,8.432772796993206,0.12046818281418865,-176.71428571428572
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823354,OVER,15,14,11,3,1,1,0,0,70,5,72.60000000000001,57.6,0.8228571428571428,133.78571428571428
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823354,UNDER,15,14,3,11,1,1,0,0,70,5,8.297486504723347,-46.702513495276655,-0.667178764218238,-175.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823355,OVER,13,12,2,10,1,1,0,0,60,5,14.5,-35.5,-0.5916666666666667,148.08333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823355,UNDER,13,12,10,2,1,1,0,0,60,5,25.923035847217832,15.923035847217834,0.26538393078696393,-194.91666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823357,OVER,13,13,5,8,0,0,0,0,65,0,40.6,0.6000000000000014,0.009230769230769252,146.53846153846155
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823357,UNDER,13,13,8,5,0,0,0,0,65,0,22.64258609811532,-2.35741390188468,-0.03626790618284123,-193.07692307692307
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823358,OVER,13,12,9,3,1,1,0,0,60,5,65.5,50.49999999999999,0.8416666666666666,145.41666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823358,UNDER,13,12,3,9,1,1,0,0,60,5,7.9525250858237735,-37.04747491417623,-0.6174579152362705,-191.25
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823359,OVER,14,14,7,7,0,0,0,0,70,0,41.7545045045045,6.754504504504505,0.09649292149292149,92.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823359,UNDER,14,14,7,7,0,0,0,0,70,0,22.404281634379387,-12.595718365620613,-0.17993883379458017,-158.21428571428572
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823360,OVER,14,12,1,11,1,1,0,1,60,5,4.9504950495049505,-50.04950495049505,-0.8341584158415841,110.83333333333333
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823360,UNDER,14,12,11,1,1,1,0,1,60,5,32.9715979655468,27.9715979655468,0.46619329942578,-166.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823361,OVER,12,10,5,5,0,0,0,2,50,0,34.95,9.950000000000001,0.199,147.3
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823361,UNDER,12,10,5,5,0,0,0,2,50,0,12.361829347123464,-12.638170652876536,-0.2527634130575307,-193.7
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823362,OVER,14,12,2,10,1,1,0,1,60,5,12.5,-37.5,-0.625,114.91666666666667
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823362,UNDER,14,12,10,2,1,1,0,1,60,5,29.710055774250574,19.71005577425057,0.3285009295708428,-172.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823363,OVER,9,9,2,7,0,0,0,0,45,0,16.15,-18.85,-0.4188888888888889,146.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823363,UNDER,9,9,7,2,0,0,0,0,45,0,19.212195056239764,9.212195056239763,0.20471544569421696,-192.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823364,OVER,13,11,4,7,1,1,0,1,55,5,31.0,-4.000000000000001,-0.07272727272727274,149.8181818181818
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823364,UNDER,13,11,7,4,1,1,0,1,55,5,18.454632633485282,-1.54536736651472,-0.02809758848208582,-197.63636363636363
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823365,OVER,14,13,8,5,1,1,0,0,65,5,56.949999999999996,31.950000000000003,0.4915384615384616,141.15384615384616
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823365,UNDER,14,13,5,8,1,1,0,0,65,5,14.003391081790728,-25.996608918209272,-0.3999478295109119,-185.3846153846154
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823366,OVER,14,12,2,10,1,1,0,1,60,5,12.5,-37.5,-0.625,145.16666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823366,UNDER,14,12,10,2,1,1,0,1,60,5,26.066466153223768,16.06646615322377,0.26777443588706284,-190.91666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823367,OVER,10,10,5,5,0,0,0,0,50,0,33.2,8.2,0.16399999999999998,135.9
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823367,UNDER,10,10,5,5,0,0,0,0,50,0,13.94549306334388,-11.05450693665612,-0.2210901387331224,-178.2
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823382,OVER,14,14,7,7,0,0,0,0,70,0,49.4,14.4,0.2057142857142857,149.14285714285714
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823382,UNDER,14,14,7,7,0,0,0,0,70,0,17.083840048976217,-17.916159951023783,-0.2559451421574826,-197.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823383,OVER,12,11,4,7,1,1,0,0,55,5,31.5,-3.5000000000000018,-0.06363636363636367,158.72727272727272
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823383,UNDER,12,11,7,4,1,1,0,0,55,5,16.749465019146697,-3.2505349808533026,-0.059100636015514595,-210.27272727272728
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823384,OVER,8,8,5,3,0,0,0,0,40,0,33.65,18.650000000000002,0.46625000000000005,134.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823384,UNDER,8,8,3,5,0,0,0,0,40,0,8.59817266067266,-16.401827339327337,-0.41004568348318343,-176.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823385,OVER,10,10,4,6,0,0,0,0,50,0,27.404368932038835,-2.5956310679611647,-0.051912621359223296,118.7
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823385,UNDER,10,10,6,4,0,0,0,0,50,0,16.604339587899908,-3.3956604121000935,-0.06791320824200187,-182.1
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823386,OVER,9,8,3,5,1,1,0,0,40,5,19.6,-5.3999999999999995,-0.13499999999999998,130.625
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823386,UNDER,9,8,5,3,1,1,0,0,40,5,15.11398854680339,0.11398854680338921,0.00284971367008473,-171.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823387,OVER,9,9,2,7,0,0,0,0,45,0,15.5,-19.5,-0.43333333333333335,158.33333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823387,UNDER,9,9,7,2,0,0,0,0,45,0,16.759709812677755,6.759709812677755,0.15021577361506122,-209.66666666666666
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823388,OVER,7,7,5,2,0,0,0,0,35,0,34.800000000000004,24.8,0.7085714285714286,137.71428571428572
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823388,UNDER,7,7,2,5,0,0,0,0,35,0,5.700272833571521,-19.29972716642848,-0.5514207761836708,-180.57142857142858
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823389,OVER,13,13,6,7,0,0,0,0,65,0,42.55,7.550000000000001,0.11615384615384616,148.07692307692307
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823389,UNDER,13,13,7,6,0,0,0,0,65,0,17.839411839492605,-12.160588160507395,-0.18708597170011376,-195.30769230769232
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823433,OVER,11,11,6,5,0,0,0,0,55,0,42.349999999999994,17.35,0.3154545454545455,137.63636363636363
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823433,UNDER,11,11,5,6,0,0,0,0,55,0,14.553249013131502,-15.446750986868498,-0.2808500179430636,-180.54545454545453
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823434,OVER,10,10,3,7,0,0,0,0,50,0,21.099999999999998,-13.900000000000002,-0.278,147.5
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823434,UNDER,10,10,7,3,0,0,0,0,50,0,17.856021764392807,2.8560217643928056,0.05712043528785611,-194.2
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823435,OVER,12,12,5,7,0,0,0,0,60,0,34.15,-0.8500000000000014,-0.01416666666666669,133.25
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823435,UNDER,12,12,7,5,0,0,0,0,60,0,20.897579732554075,-4.102420267445924,-0.06837367112409873,-174.08333333333334
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823436,OVER,11,11,5,6,0,0,0,0,55,0,34.0,4.0,0.07272727272727272,135.63636363636363
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823436,UNDER,11,11,6,5,0,0,0,0,55,0,17.16705015136001,-7.832949848639993,-0.1424172699752726,-177.45454545454547
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823437,OVER,14,14,4,10,0,0,0,0,70,0,27.25,-22.75,-0.325,136.35714285714286
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823437,UNDER,14,14,10,4,0,0,0,0,70,0,28.971735323294226,8.971735323294224,0.12816764747563178,-178.78571428571428
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823438,OVER,18,18,6,12,0,0,0,0,90,0,42.150000000000006,-17.849999999999994,-0.19833333333333328,125.16666666666667
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823438,UNDER,18,18,12,6,0,0,0,0,90,0,35.49162842948333,5.49162842948332,0.06101809366092578,-178.94444444444446
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823439,OVER,13,11,6,5,2,2,0,0,55,10,38.4,13.4,0.24363636363636365,137.8181818181818
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823439,UNDER,13,11,5,6,2,2,0,0,55,10,12.850461969054773,-17.149538030945227,-0.3118097823808223,-181.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823442,OVER,16,13,8,5,3,3,0,0,65,15,50.56747618158042,25.567476181580425,0.3933457874089296,91.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,823442,UNDER,16,13,5,8,3,3,0,0,65,15,17.025099038307278,-22.974900961692722,-0.35346001479527267,-159.0
