slate_date,run_tag,game_pk,player_mlb_id,market_source,roster_source,recovery_method
2026-05-01,local_daily_20260501T134007Z,823557,700250,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,543807,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,605137,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,605170,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,621439,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,662139,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,665489,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,668885,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,668904,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,672960,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,676391,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,680777,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,686797,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823713,807712,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823877,547180,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
2026-05-01,local_daily_20260501T134007Z,823877,607208,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS
