source_lineage_grade,game_classification,side,frozen_rows,settled_wagers,wins,losses,voids,supported_nonappearances,book_rule_uncertified,technical_unresolved,stake_at_risk,returned_stake,gross_winning_profit,net_dollars,roi,average_odds
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,COMPLETED_EARLY_OFFICIAL,OVER,9,0,0,0,9,0,0,0,0,45,0,0,,
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,COMPLETED_EARLY_OFFICIAL,UNDER,9,0,0,0,9,0,0,0,0,45,0,0,,
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,NONSTANDARD_FINAL_REQUIRES_BOOK_RULE,OVER,5,0,0,0,5,0,0,0,0,25,0,0,,
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,NONSTANDARD_FINAL_REQUIRES_BOOK_RULE,UNDER,5,0,0,0,5,0,0,0,0,25,0,0,,
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,NORMAL_FINAL,OVER,9253,8639,3277,5362,556,512,0,58,43195,2780,21853.769309692452,-4956.230690307618,-0.1147408424657395,122.67970829957171
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,NORMAL_FINAL,UNDER,9253,8639,5362,3277,556,512,0,58,43195,2780,15299.892941154927,-1085.107058844971,-0.02512112649253319,-177.53686769302
