slate_date,game_pk,player_mlb_id,player,team,opponent,scheduled_first_pitch_utc,normal_pipeline_run_tag,cohort_freeze_timestamp,provider_event_id,roster_observation_timestamp,roster_ingestion_run,roster_source_payload,roster_source_sha256,over_odds,under_odds,market_observation_timestamp,market_ingestion_run,market_source_payload,market_source_sha256,membership_decision,membership_reason,source_lineage_grade
2026-07-30,823674,521692,Salvador Perez,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,120,-156,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,605137,Josh Bell,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,124,-161,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,605170,Victor Caratini,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,149,-196,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,657041,Lane Thomas,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,120,-156,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,668885,Austin Martin,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,124,-161,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,668904,Royce Lewis,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,107,-139,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,668942,Josh Rojas,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,182,-244,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,668952,Ryan Kreidler,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,171,-227,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,679845,Nick Loftin,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,139,-182,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,680777,Ryan Jeffers,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,117,-152,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,686555,Isaac Collins,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,149,-196,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,686681,Michael Massey,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,128,-167,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,686797,Brooks Lee,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,146,-192,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,695506,Jac Caglianone,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,-108,-120,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,695600,Carter Jensen,KC,MIN,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,112,-145,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,702176,Alan Roden,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,174,-233,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823674,807712,Luke Keaschall,MIN,KC,2026-07-30T17:40:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,4ab9265338d5ee8f4e0ecf43a83aa9d7,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,146,-192,2026-07-30T12:31:18Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,518692,Freddie Freeman,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,118,-154,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,571970,Max Muncy,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,130,-169,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,605141,Mookie Betts,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,144,-189,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,647304,Josh Naylor,SEA,LAD,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,161,-213,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,660271,Shohei Ohtani,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,-110,-118,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,663656,Kyle Tucker,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,161,-213,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,663728,Cal Raleigh,SEA,LAD,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,158,-208,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,668227,Randy Arozarena,SEA,LAD,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,149,-196,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,669242,Tommy Edman,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,149,-196,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,681624,Andy Pages,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,134,-175,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,686527,Dominic Canzone,SEA,LAD,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,139,-182,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
2026-07-30,823921,687221,Dalton Rushing,LAD,SEA,2026-07-31T02:10:00+00:00,local_daily_20260730T123001Z,2026-07-30T12:30:01+00:00,443672ce29e54ba67b3d8d50d63c33f8,2026-07-30T12:33:33.355543+00:00,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/mlb_predictions_wide_calibrated__local_daily_20260730T123001Z.csv,077ee1c4b66d8ab7ae9296054a203b99968c1af7459771542ffccf6cc474455c,161,-213,2026-07-30T12:32:45Z,local_daily_20260730T123001Z,backend/mlb/exports/odds_history/2026-07-30/odds_mlb_playerprops__local_daily_20260730T123001Z.json,803f2281fbd5d66fd2cb4f1a0d5e9c5c539d1f845d5ce4b64fee2b90ca6e6fdc,ROUTINE_MARKET_BASELINE,SAME_NORMAL_RUN_EXACT_GAME_PLAYER_ROSTER_TWO_SIDED_PREGAME,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED
