source_lineage_grade,price_band,side,frozen_rows,settled_wagers,wins,losses,voids,supported_nonappearances,book_rule_uncertified,technical_unresolved,stake_at_risk,returned_stake,gross_winning_profit,net_dollars,roi,average_odds
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,+100_TO_+149,OVER,5731,5403,2143,3260,289,260,0,39,27015,1445,13676.35000000004,-2623.6500000000083,-0.09711826762909526,128.0286877660559
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,+150_OR_HIGHER,OVER,2920,2646,840,1806,256,227,0,18,13230,1280,6874.85,-2155.15,-0.1628987150415722,164.45502645502646
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,-101_TO_-149,OVER,611,585,290,295,25,25,0,1,2925,125,1289.8812732272079,-185.11872677279248,-0.06328845359753589,-113.25982905982906
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,-150_TO_-199,OVER,5,5,4,1,0,0,0,0,25,0,12.688036465193923,7.688036465193925,0.307521458607757,-160.0
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,+100_TO_+149,UNDER,71,69,33,36,2,2,0,0,345,10,175.0,-5.0,-0.014492753623188406,106.94202898550725
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,-101_TO_-149,UNDER,1780,1701,962,739,72,66,0,7,8505,360,3600.3683314739396,-94.6316685260743,-0.01112659241929151,-134.01881246325692
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,-150_TO_-199,UNDER,4496,4223,2561,1662,240,217,0,33,21115,1200,7373.402927928492,-936.5970720715868,-0.04435695344880828,-174.41273975846553
GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,-200_OR_LOWER,UNDER,2920,2646,1806,840,256,227,0,18,13230,1280,4151.1216817527265,-48.87831824731312,-0.0036945062923139167,-217.9172335600907
