excluded_dates_reviewed,dates_recovered_preserved_evidence,dates_recovered_archive,dates_source_verification_only,dates_genuinely_unrecoverable,new_identities_added,increase_in_dates,increase_in_games,increase_in_settled_wagers,retrieval_integration_failure_pct,true_source_absence_pct,temporal_uncertainty_pct,identity_uncertainty_pct
89,57,0,0,32,8606,57,737,8034,0.6404494382022472,0.3595505617977528,0,0
