schema,object_name,object_type,classification,reason,future_action
mlb,model_training_props.Allow anon insert,RLS_POLICY,UNKNOWN_FAIL_CLOSED,policy outside source-data boundary,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.Allow anon select,RLS_POLICY,UNKNOWN_FAIL_CLOSED,policy outside source-data boundary,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.Allow upsert for anon key,RLS_POLICY,UNKNOWN_FAIL_CLOSED,policy outside source-data boundary,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.Enable read access for all users,RLS_POLICY,UNKNOWN_FAIL_CLOSED,policy outside source-data boundary,REQUIRES_BLOCKER_RESOLUTION
auth,audit_log_entries.audit_log_entries_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,audit_log_entries.audit_logs_instance_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,custom_oauth_providers.custom_oauth_providers_created_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,custom_oauth_providers.custom_oauth_providers_enabled_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,custom_oauth_providers.custom_oauth_providers_identifier_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,custom_oauth_providers.custom_oauth_providers_identifier_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,custom_oauth_providers.custom_oauth_providers_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,custom_oauth_providers.custom_oauth_providers_provider_type_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,flow_state.flow_state_created_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,flow_state.flow_state_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,flow_state.idx_auth_code,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,flow_state.idx_user_id_auth_method,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,identities.identities_email_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,identities.identities_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,identities.identities_provider_id_provider_unique,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,identities.identities_user_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,instances.instances_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_amr_claims.amr_id_pk,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_amr_claims.mfa_amr_claims_session_id_authentication_method_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_challenges.mfa_challenge_created_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_challenges.mfa_challenges_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_factors.factor_id_created_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_factors.mfa_factors_last_challenged_at_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_factors.mfa_factors_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_factors.mfa_factors_user_friendly_name_unique,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_factors.mfa_factors_user_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,mfa_factors.unique_phone_factor_per_user,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_authorizations.oauth_auth_pending_exp_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_authorizations.oauth_authorizations_authorization_code_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_authorizations.oauth_authorizations_authorization_id_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_authorizations.oauth_authorizations_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_client_states.idx_oauth_client_states_created_at,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_client_states.oauth_client_states_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_clients.oauth_clients_deleted_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_clients.oauth_clients_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_consents.oauth_consents_active_client_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_consents.oauth_consents_active_user_client_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_consents.oauth_consents_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_consents.oauth_consents_user_client_unique,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,oauth_consents.oauth_consents_user_order_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,one_time_tokens.one_time_tokens_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,one_time_tokens.one_time_tokens_relates_to_hash_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,one_time_tokens.one_time_tokens_token_hash_hash_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,one_time_tokens.one_time_tokens_user_id_token_type_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,refresh_tokens.refresh_tokens_instance_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,refresh_tokens.refresh_tokens_instance_id_user_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,refresh_tokens.refresh_tokens_parent_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,refresh_tokens.refresh_tokens_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,refresh_tokens.refresh_tokens_session_id_revoked_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,refresh_tokens.refresh_tokens_token_unique,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,refresh_tokens.refresh_tokens_updated_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,saml_providers.saml_providers_entity_id_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,saml_providers.saml_providers_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,saml_providers.saml_providers_sso_provider_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,saml_relay_states.saml_relay_states_created_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,saml_relay_states.saml_relay_states_for_email_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,saml_relay_states.saml_relay_states_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,saml_relay_states.saml_relay_states_sso_provider_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,schema_migrations.schema_migrations_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sessions.sessions_not_after_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sessions.sessions_oauth_client_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sessions.sessions_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sessions.sessions_user_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sessions.user_id_created_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sso_domains.sso_domains_domain_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sso_domains.sso_domains_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sso_domains.sso_domains_sso_provider_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sso_providers.sso_providers_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sso_providers.sso_providers_resource_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,sso_providers.sso_providers_resource_id_pattern_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.confirmation_token_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.email_change_token_current_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.email_change_token_new_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.reauthentication_token_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.recovery_token_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.users_email_partial_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.users_instance_id_email_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.users_instance_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.users_is_anonymous_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.users_phone_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,users.users_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,webauthn_challenges.webauthn_challenges_expires_at_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,webauthn_challenges.webauthn_challenges_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,webauthn_challenges.webauthn_challenges_user_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,webauthn_credentials.webauthn_credentials_credential_id_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,webauthn_credentials.webauthn_credentials_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
auth,webauthn_credentials.webauthn_credentials_user_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
cron,job.job_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
cron,job.jobname_username_uniq,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
cron,job_run_details.job_run_details_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,bvp_stats.bvp_stats_game_batter_pitcher_idx,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,bvp_stats.bvp_stats_game_batter_pitcher_uniq,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,bvp_stats.bvp_stats_pkey,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,bvp_stats.idx_bvp_stats_batter_pitcher,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,bvp_stats.idx_bvp_stats_game_batter_pitcher,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,bvp_stats.idx_bvp_stats_pitcher_game,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,game_info.game_info_game_id_key,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,game_info.game_info_pkey,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,game_info.idx_game_info_away_team,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,game_info.idx_game_info_game_date,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,game_info.idx_game_info_home_team,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,model_training_props.idx_line_diff,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_model_training_prediction_filter,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_model_training_props_game_date_player_id,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_model_training_props_outcome,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_model_training_props_predicted_outcome,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_model_training_props_prop_type,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_mtp_lookup,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_mtp_pid_gid,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_mtp_profile_player_date_mlb_api,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_mtp_profile_player_prop_date_mlb_api,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_mtp_prop_date,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_mtp_type_date_labeled,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_predicted_outcome_incomplete,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.idx_prop_type_outcome,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.model_training_props_game_player_idx,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.model_training_props_gpp_idx,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.model_training_props_pkey,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.model_training_props_player_id_idx,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.model_training_props_unique_src_idx,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.mtp_ix_player_game_null,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.mtp_ix_team_id,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.mtp_ix_team_norm_null,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,model_training_props.unique_player_game_prop,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_derived_stats.idx_pds_pid_gid,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_derived_stats.player_derived_stats_game_player_idx,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_derived_stats.player_derived_stats_game_player_uniq,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_derived_stats.player_derived_stats_pkey,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_derived_stats.player_derived_stats_player_id_game_id_key,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_derived_stats.player_derived_stats_unique_key,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_derived_stats.player_game_unique,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_ids.player_ids_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_ids.player_ids_player_id_key,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_ids.player_ids_player_id_unique,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_ids.player_ids_unique_player_team_real,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_ids.unique_player_team,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_profiles_cache.player_profiles_cache_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_profiles_cache.player_profiles_cache_player_id_idx,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_props.player_props_game_id_idx,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_props.player_props_pkey,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_props.player_props_player_id_idx,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_props.uq_player_props_by_src_value,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.idx_player_stats_bat_order,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.idx_ps_pid_gdate_pos,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.idx_ps_player_date,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.player_stats_game_player_idx,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.player_stats_game_player_uniq,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.player_stats_pkey,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.player_stats_player_id_idx,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.player_stats_starter_candidates_idx,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_stats.ps_ix_player_game,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,player_streak_history.idx_psh_pid_gdate,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_streak_history.idx_psh_pid_gid_prop,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_streak_history.player_streak_history_pkey,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_streak_profiles.player_streak_profiles_pkey,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_streak_profiles.player_streak_profiles_player_id_prop_type_idx,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_streak_profiles.unique_player_prop_source,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_streak_profiles.unique_player_prop_streak,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,player_team_by_game.player_team_by_game_pkey,INDEX,UNKNOWN_FAIL_CLOSED,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,prop_features_precomputed.idx_pfp_by_game,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,prop_features_precomputed.idx_pfp_by_player_date,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,prop_features_precomputed.prop_features_precomputed_pkey,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,today_market_snapshot.idx_today_market_snapshot_key,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,today_market_timing_signal.idx_today_market_timing_signal_key,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
mlb,today_odds_book_rows.idx_today_odds_book,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,today_odds_book_rows.idx_today_odds_key,INDEX,ACTIVE_OPERATIONAL,supports parent relation; not itself source data,RETAIN_OPERATIONAL
mlb,today_player_context.idx_today_player_context_key,INDEX,DERIVED_RESEARCH_QUARANTINE,supports parent relation; not itself source data,REQUIRES_BLOCKER_RESOLUTION
