schema,object_name,object_type,caller_path,caller_class,evidence
mlb,player_props,RELATION,backend/tests/test_shared_cleanup_mlb_preseason_rows.py,RETIRED_CALLER,exact schema/name or client table literal
mlb,player_props,RELATION,docs/MLB Prediction Flow Audit.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_props,RELATION,docs/MLB Props Contract Validation.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_props,RELATION,docs/MLB Schema Move Runbook.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_props,RELATION,docs/NHL Prediction Quality Baseline.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_props,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/resolution/archive/2025.06.05updatePropResults.js,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/resolution/syncPlayerStats.js,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/shared/playerUtilsBackend.js,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/model_trainer.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/new_run_daily_models.sh,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/audit_mlb_canonical_identity.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/audit_mlb_hits05_strict_pregame_pa_reconstruction.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/backfill_mlb_player_pa.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_hits05_current_nonmarket_parent_producer.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_hits_nonmarket_player_game_feature_spine.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_hitter_persistence_characterization.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_offense_factor_lineage_movement.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_overlap_role_profile_watch.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_predictions_wide.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_reconcile_rows.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_starter_skill_workload_research.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/build_mlb_ubo5_tb15_daily_closeout.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/check_mlb_finalized_training_data.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/check_mlb_pa_foundation_health.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/check_offense_factor_health.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/compare_execution_vs_model.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/database_audit/inventory_mlb_supabase_estate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/design_mlb_collective_bundle_v1_historical_source_expansion.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/dry_run_starter_bf_write_gate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/execute_mlb_canonical_strict_prior_pa_history_spine_activation.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/hydrate_expanded_o15_context.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/hydrate_mlb_pa_foundation_context.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/insert_mlb_stat_derived.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/repair_mlb_hits05_current_parent_source.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/replay_mlb_manual_surface.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/report_mlb_hits_environment.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/review_mlb_historical_outcome_remediation.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/review_mlb_prediction_time_pa_parent_source_pilot.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_hits_15_tier_backtest.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_hits_lane_selector_report.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_hits_o15_review_board.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_o15_d7_d15_persistence_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_o15_pa_opportunity_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_o15_rest_time_context_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_o15_tier_a_failure_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_o15_tier_a_offensive_heat_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_o15_two_hit_conversion_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/run_mlb_review_aid_performance_tracker.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/scripts/update_mlb_starter_skill_workload_observation.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/shared/ubo5_tb15_outcome_resolver.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/sql/migrations/20260221_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/sql/migrations/20260221_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/sql/migrations/20260221_rollback_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/sql/migrations/20260221_rollback_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/sql/migrations/20260413_preserve_is_starter_fallback.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,backend/mlb/sql/migrations/20260427_add_mlb_tb_opportunity_columns.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,docs/MLB Schema Move Runbook.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_stats,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_history,RELATION,backend/mlb/sql/migrations/20260221_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_history,RELATION,backend/mlb/sql/migrations/20260221_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_history,RELATION,backend/mlb/sql/migrations/20260221_rollback_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_history,RELATION,backend/mlb/sql/migrations/20260221_rollback_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_history,RELATION,docs/MLB Schema Move Runbook.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_history,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/archive/routes_js/playerProfile.js,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/backfill_mlb_api_features.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/generatePlayerStreakProfiles.js,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/runStreakBackfillFromTraining.js,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/shared/playerUtilsBackend.js,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,archive/defunct_20250926_090506/mlb_backend_app/routes/api/player_profile.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,backend/mlb/backfill_mlb_api_features.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,backend/mlb/scripts/insert_mlb_stat_derived.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,backend/mlb/sql/migrations/20260221_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,backend/mlb/sql/migrations/20260221_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,backend/mlb/sql/migrations/20260221_rollback_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,backend/mlb/sql/migrations/20260221_rollback_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,docs/MLB Schema Move Runbook.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_streak_profiles,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/scripts/audit_mlb_canonical_identity.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/scripts/database_audit/inventory_mlb_supabase_estate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/scripts/hydrate_expanded_o15_context.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/scripts/run_mlb_hits_lane_selector_daily.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/sql/migrations/20260221_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/sql/migrations/20260221_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/sql/migrations/20260221_rollback_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,backend/mlb/sql/migrations/20260221_rollback_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,docs/MLB Schema Move Runbook.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,player_team_by_game,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/precompute/precompute_props_daily.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/v2_backfill_mlb_api_training.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,archive/defunct_20250926_090506/mlb_backend/scripts/v2_write_training_from_pfp.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,archive/defunct_20250926_090506/mlb_backend_app/routes/api/get_game_pk.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,archive/defunct_20250926_090506/mlb_backend_app/routes/api/predict.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,archive/defunct_20250926_090506/mlb_backend_app/routes/api/prepare_prop.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,archive/mlb_github_workflows_legacy/workflows/precompute.yml,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/_legacy/scripts/backfill_mlb_pfp_overlap_from_mtp.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/domains/mlb/prop_workflow.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/model_trainer.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/precompute/precompute_props_daily.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/audit_mlb_hits_feature_parity.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/build_mlb_slate_output.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/check_mlb_hits_expectation_sources.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/database_audit/inventory_mlb_supabase_estate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/diagnose_mlb_hits_feature_drivers.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/diagnose_mlb_hits_feature_interactions.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/diagnose_mlb_hits_feature_only_failure.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/export_mlb_ranking_tool_upload.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/export_quick_card_hits_tool_upload.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/hydrate_expanded_o15_context.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/refresh_mlb_bvp_pvb.py,ACTIVE_PRODUCTION_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_degenerate_lanes.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_feature_health.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_high_value_historical.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_hits_feature_probability_slope.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_hits_interaction_failure.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_hits_local_base_rate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_hits_probability_curvature.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_hits_recency_sensitivity.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_hits_recency_vs_baseline.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_hits_variance_analysis.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_prop_diagnostic_meta.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/report_mlb_strikeouts_pitching_diagnostics.py,RESEARCH_ONLY_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/run_mlb_hits_model_repair_experiment.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/run_mlb_o15_pa_opportunity_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/run_mlb_o15_tier_a_failure_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/scripts/run_mlb_o15_two_hit_conversion_audit.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/sql/migrations/20260221_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/sql/migrations/20260221_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/sql/migrations/20260221_rollback_drop_public_mlb_compat_views.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/sql/migrations/20260221_rollback_move_mlb_owned_tables_to_mlb_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/v2_backfill_mlb_api_training.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,backend/mlb/v2_write_training_from_pfp.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,docs/MLB Schema Move Runbook.md,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,prop_features_precomputed,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_market_snapshot,RELATION,backend/domains/mlb/repository/today_workspace_repository.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_market_snapshot,RELATION,backend/mlb/sql/today_workspace_mvp.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_market_snapshot,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_market_timing_signal,RELATION,backend/mlb/sql/today_workspace_mvp.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_market_timing_signal,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_odds_book_rows,RELATION,backend/domains/mlb/repository/today_workspace_repository.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_odds_book_rows,RELATION,backend/mlb/scripts/build_mlb_today_workspace.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_odds_book_rows,RELATION,backend/mlb/scripts/database_audit/inventory_mlb_supabase_estate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_odds_book_rows,RELATION,backend/mlb/sql/today_workspace_mvp.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_odds_book_rows,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_player_context,RELATION,backend/mlb/sql/today_workspace_mvp.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_player_context,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_slate_rows,RELATION,backend/mlb/scripts/build_mlb_today_workspace.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_slate_rows,RELATION,backend/mlb/scripts/database_audit/inventory_mlb_supabase_estate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_slate_rows,RELATION,backend/mlb/sql/today_workspace_mvp.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_slate_rows,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_wide_rows,RELATION,backend/mlb/scripts/build_mlb_today_workspace.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_wide_rows,RELATION,backend/mlb/scripts/database_audit/inventory_mlb_supabase_estate.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_wide_rows,RELATION,backend/mlb/sql/today_workspace_mvp.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_wide_rows,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_workspace_mlb,RELATION,backend/domains/mlb/repository/today_workspace_repository.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_workspace_mlb,RELATION,backend/mlb/sql/today_workspace_mvp.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
mlb,today_workspace_mlb,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
nhl,_points_stage,RELATION,backend/_legacy/nhl/sql/archive/20260222_runtime_cleanup/nhl_schema_2025-12-02.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
nhl,_points_stage,RELATION,backend/nhl/sql/migrations/20260222_drop_legacy_nhl_relations.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
nhl,_points_stage,RELATION,pre_pa_schema.sql,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
nhl,backfill_progress,RELATION,backend/_legacy/nhl/scripts/archive/backfill_goalie_splits.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
nhl,backfill_progress,RELATION,backend/_legacy/nhl/scripts/archive/backfill_sog_splits.py,ACTIVE_SHARED_INFRASTRUCTURE_CALLER,exact schema/name or client table literal
