canonical_season,game_id,remediated_game_date,home_team_id,home_team,away_team_id,away_team,home_days_rest,home_back_to_back,home_games_prior_3d,home_games_prior_5d,home_games_prior_7d,home_consecutive_road_games_prior,home_prior_game_id,home_schedule_status,away_days_rest,away_back_to_back,away_games_prior_3d,away_games_prior_5d,away_games_prior_7d,away_consecutive_road_games_prior,away_prior_game_id,away_schedule_status,opponent_rest_difference,chronology_order
2024,2024020001,2024-10-04,7,BUF,1,NJD,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020002,2024-10-05,1,NJD,7,BUF,1.0,True,1,1,1,1,2024020001.0,EXACT_STRICT_PRIOR,1.0,True,1,1,1,0,2024020001.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020003,2024-10-08,55,SEA,19,STL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020004,2024-10-08,13,FLA,6,BOS,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020005,2024-10-08,68,UTA,16,CHI,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020006,2024-10-09,8,MTL,10,TOR,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020007,2024-10-09,5,PIT,3,NYR,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020008,2024-10-09,22,EDM,52,WPG,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020009,2024-10-09,23,VAN,20,CGY,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020010,2024-10-09,54,VGK,21,COL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020011,2024-10-10,6,BOS,8,MTL,2.0,False,1,1,1,1,2024020004.0,EXACT_STRICT_PRIOR,1.0,True,1,1,1,0,2024020006.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020012,2024-10-10,7,BUF,26,LAK,5.0,False,0,1,2,1,2024020002.0,EXACT_STRICT_PRIOR,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020013,2024-10-10,9,OTT,13,FLA,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,2.0,False,1,1,1,0,2024020004.0,EXACT_STRICT_PRIOR,,game_date_then_game_id
2024,2024020014,2024-10-10,17,DET,5,PIT,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,1.0,True,1,1,1,0,2024020007.0,EXACT_STRICT_PRIOR,,game_date_then_game_id
2024,2024020015,2024-10-10,1,NJD,10,TOR,5.0,False,0,1,2,0,2024020002.0,EXACT_STRICT_PRIOR,1.0,True,1,1,1,1,2024020006.0,EXACT_STRICT_PRIOR,4.0,game_date_then_game_id
2024,2024020016,2024-10-10,2,NYI,68,UTA,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,2.0,False,1,1,1,0,2024020005.0,EXACT_STRICT_PRIOR,,game_date_then_game_id
2024,2024020017,2024-10-10,18,NSH,25,DAL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020018,2024-10-10,30,MIN,29,CBJ,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020019,2024-10-10,28,SJS,19,STL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,2.0,False,1,1,1,1,2024020003.0,EXACT_STRICT_PRIOR,,game_date_then_game_id
2024,2024020020,2024-10-11,12,CAR,14,TBL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020021,2024-10-11,52,WPG,16,CHI,2.0,False,1,1,1,1,2024020008.0,EXACT_STRICT_PRIOR,3.0,False,1,1,1,1,2024020005.0,EXACT_STRICT_PRIOR,-1.0,game_date_then_game_id
2024,2024020022,2024-10-11,23,VAN,4,PHI,2.0,False,1,1,1,0,2024020009.0,EXACT_STRICT_PRIOR,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020023,2024-10-11,54,VGK,19,STL,2.0,False,1,1,1,0,2024020010.0,EXACT_STRICT_PRIOR,1.0,True,2,2,2,2,2024020019.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020024,2024-10-12,6,BOS,26,LAK,2.0,False,1,2,2,0,2024020011.0,EXACT_STRICT_PRIOR,2.0,False,1,1,1,1,2024020012.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020025,2024-10-12,7,BUF,13,FLA,2.0,False,1,1,2,0,2024020012.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,1,2024020013.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020026,2024-10-12,10,TOR,5,PIT,2.0,False,2,2,2,2,2024020015.0,EXACT_STRICT_PRIOR,2.0,False,2,2,2,1,2024020014.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020027,2024-10-12,8,MTL,9,OTT,2.0,False,2,2,2,1,2024020011.0,EXACT_STRICT_PRIOR,2.0,False,1,1,1,0,2024020013.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020028,2024-10-12,17,DET,18,NSH,2.0,False,1,1,1,0,2024020014.0,EXACT_STRICT_PRIOR,2.0,False,1,1,1,0,2024020017.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020030,2024-10-12,3,NYR,68,UTA,3.0,False,1,1,1,1,2024020007.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,1,2024020016.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020031,2024-10-12,15,WSH,1,NJD,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,2.0,False,1,1,2,0,2024020015.0,EXACT_STRICT_PRIOR,,game_date_then_game_id
2024,2024020032,2024-10-12,25,DAL,2,NYI,2.0,False,1,1,1,1,2024020017.0,EXACT_STRICT_PRIOR,2.0,False,1,1,1,0,2024020016.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020033,2024-10-12,30,MIN,55,SEA,2.0,False,1,1,1,0,2024020018.0,EXACT_STRICT_PRIOR,4.0,False,0,1,1,0,2024020003.0,EXACT_STRICT_PRIOR,-2.0,game_date_then_game_id
2024,2024020034,2024-10-12,21,COL,29,CBJ,3.0,False,1,1,1,1,2024020010.0,EXACT_STRICT_PRIOR,2.0,False,1,1,1,1,2024020018.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020035,2024-10-12,20,CGY,4,PHI,3.0,False,1,1,1,1,2024020009.0,EXACT_STRICT_PRIOR,1.0,True,1,1,1,1,2024020022.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020036,2024-10-12,22,EDM,16,CHI,3.0,False,1,1,1,0,2024020008.0,EXACT_STRICT_PRIOR,1.0,True,1,2,2,2,2024020021.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020037,2024-10-12,28,SJS,24,ANA,2.0,False,1,1,1,0,2024020019.0,EXACT_STRICT_PRIOR,,,0,0,0,0,,EXACT_PRIOR_WITH_MIN_HISTORY_NULL,,game_date_then_game_id
2024,2024020038,2024-10-13,52,WPG,30,MIN,2.0,False,1,2,2,0,2024020021.0,EXACT_STRICT_PRIOR,1.0,True,2,2,2,0,2024020033.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020039,2024-10-13,25,DAL,55,SEA,1.0,True,2,2,2,0,2024020032.0,EXACT_STRICT_PRIOR,1.0,True,1,2,2,1,2024020033.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020040,2024-10-13,22,EDM,20,CGY,1.0,True,1,2,2,0,2024020036.0,EXACT_STRICT_PRIOR,1.0,True,1,2,2,0,2024020035.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020041,2024-10-13,54,VGK,24,ANA,2.0,False,1,2,2,0,2024020023.0,EXACT_STRICT_PRIOR,1.0,True,1,1,1,1,2024020037.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020042,2024-10-14,6,BOS,13,FLA,2.0,False,1,2,3,0,2024020024.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,2,2024020025.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020043,2024-10-14,9,OTT,26,LAK,2.0,False,1,2,2,1,2024020027.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,2,2024020024.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020044,2024-10-14,1,NJD,68,UTA,2.0,False,1,2,2,1,2024020031.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,2,2024020030.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
