canonical_season,game_id,remediated_game_date,home_team_id,home_team,away_team_id,away_team,home_days_rest,home_back_to_back,home_games_prior_3d,home_games_prior_5d,home_games_prior_7d,home_consecutive_road_games_prior,home_prior_game_id,home_schedule_status,away_days_rest,away_back_to_back,away_games_prior_3d,away_games_prior_5d,away_games_prior_7d,away_consecutive_road_games_prior,away_prior_game_id,away_schedule_status,opponent_rest_difference,chronology_order
2024,2024020045,2024-10-14,3,NYR,17,DET,2.0,False,1,2,2,0,2024020030.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,0,2024020028.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020046,2024-10-14,8,MTL,5,PIT,2.0,False,1,3,3,0,2024020027.0,EXACT_STRICT_PRIOR,2.0,False,1,3,3,2,2024020026.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020047,2024-10-14,21,COL,2,NYI,2.0,False,1,2,2,0,2024020034.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,1,2024020032.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020048,2024-10-15,14,TBL,23,VAN,4.0,False,0,1,1,1,2024020020.0,EXACT_STRICT_PRIOR,4.0,False,0,1,2,0,2024020022.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020049,2024-10-15,15,WSH,54,VGK,3.0,False,1,1,1,0,2024020031.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020041.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020050,2024-10-15,12,CAR,1,NJD,4.0,False,0,1,1,0,2024020020.0,EXACT_STRICT_PRIOR,1.0,True,2,3,3,0,2024020044.0,EXACT_STRICT_PRIOR,3.0,game_date_then_game_id
2024,2024020051,2024-10-15,29,CBJ,13,FLA,3.0,False,1,2,2,2,2024020034.0,EXACT_STRICT_PRIOR,1.0,True,2,3,4,3,2024020042.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020052,2024-10-15,19,STL,30,MIN,4.0,False,0,2,3,3,2024020023.0,EXACT_STRICT_PRIOR,2.0,False,2,3,3,1,2024020038.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020053,2024-10-15,18,NSH,55,SEA,3.0,False,1,2,2,1,2024020028.0,EXACT_STRICT_PRIOR,2.0,False,2,2,3,2,2024020039.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020054,2024-10-15,25,DAL,28,SJS,2.0,False,2,3,3,0,2024020039.0,EXACT_STRICT_PRIOR,3.0,False,1,2,2,0,2024020037.0,EXACT_STRICT_PRIOR,-1.0,game_date_then_game_id
2024,2024020055,2024-10-15,20,CGY,16,CHI,2.0,False,2,2,3,1,2024020040.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,3,2024020036.0,EXACT_STRICT_PRIOR,-1.0,game_date_then_game_id
2024,2024020056,2024-10-15,22,EDM,4,PHI,2.0,False,2,2,3,0,2024020040.0,EXACT_STRICT_PRIOR,3.0,False,1,2,2,2,2024020035.0,EXACT_STRICT_PRIOR,-1.0,game_date_then_game_id
2024,2024020057,2024-10-16,5,PIT,7,BUF,2.0,False,1,2,4,3,2024020046.0,EXACT_STRICT_PRIOR,4.0,False,0,1,2,0,2024020025.0,EXACT_STRICT_PRIOR,-2.0,game_date_then_game_id
2024,2024020058,2024-10-16,10,TOR,26,LAK,4.0,False,0,1,3,0,2024020026.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,3,2024020043.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020059,2024-10-16,21,COL,6,BOS,2.0,False,1,2,3,0,2024020047.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020042.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020060,2024-10-16,24,ANA,68,UTA,3.0,False,1,2,2,2,2024020041.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,3,2024020044.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020061,2024-10-17,8,MTL,26,LAK,3.0,False,1,2,3,0,2024020046.0,EXACT_STRICT_PRIOR,1.0,True,2,3,4,4,2024020058.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020062,2024-10-17,9,OTT,1,NJD,3.0,False,1,2,3,0,2024020043.0,EXACT_STRICT_PRIOR,2.0,False,2,3,4,1,2024020050.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020063,2024-10-17,17,DET,3,NYR,3.0,False,1,2,3,1,2024020045.0,EXACT_STRICT_PRIOR,3.0,False,1,2,2,0,2024020045.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020064,2024-10-17,14,TBL,54,VGK,2.0,False,1,1,2,0,2024020048.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020049.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020065,2024-10-17,13,FLA,23,VAN,2.0,False,2,3,4,4,2024020051.0,EXACT_STRICT_PRIOR,2.0,False,1,1,2,1,2024020048.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020066,2024-10-17,15,WSH,25,DAL,2.0,False,1,2,2,0,2024020049.0,EXACT_STRICT_PRIOR,2.0,False,1,3,4,0,2024020054.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020067,2024-10-17,29,CBJ,7,BUF,2.0,False,1,2,3,0,2024020051.0,EXACT_STRICT_PRIOR,1.0,True,1,2,3,1,2024020057.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020068,2024-10-17,19,STL,2,NYI,2.0,False,1,1,3,0,2024020052.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,2,2024020047.0,EXACT_STRICT_PRIOR,-1.0,game_date_then_game_id
2024,2024020069,2024-10-17,18,NSH,22,EDM,2.0,False,1,2,3,0,2024020053.0,EXACT_STRICT_PRIOR,2.0,False,1,3,3,0,2024020056.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020070,2024-10-17,16,CHI,28,SJS,2.0,False,1,2,3,4,2024020055.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020054.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020071,2024-10-17,55,SEA,4,PHI,2.0,False,1,3,3,3,2024020053.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,3,2024020056.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020072,2024-10-18,5,PIT,12,CAR,2.0,False,1,2,3,0,2024020057.0,EXACT_STRICT_PRIOR,3.0,False,1,1,2,0,2024020050.0,EXACT_STRICT_PRIOR,-1.0,game_date_then_game_id
2024,2024020073,2024-10-18,52,WPG,28,SJS,5.0,False,0,1,2,0,2024020038.0,EXACT_STRICT_PRIOR,1.0,True,2,2,3,2,2024020070.0,EXACT_STRICT_PRIOR,4.0,game_date_then_game_id
2024,2024020074,2024-10-18,21,COL,24,ANA,2.0,False,1,2,3,0,2024020059.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020060.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020075,2024-10-19,9,OTT,14,TBL,2.0,False,1,2,3,0,2024020062.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,0,2024020064.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020076,2024-10-19,18,NSH,17,DET,2.0,False,1,2,3,0,2024020069.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020063.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020077,2024-10-19,25,DAL,22,EDM,2.0,False,1,2,4,1,2024020066.0,EXACT_STRICT_PRIOR,2.0,False,1,2,4,1,2024020069.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020078,2024-10-19,13,FLA,54,VGK,2.0,False,1,3,4,0,2024020065.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,2,2024020064.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020079,2024-10-19,10,TOR,3,NYR,3.0,False,1,1,2,0,2024020058.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020063.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020080,2024-10-19,1,NJD,15,WSH,2.0,False,1,3,4,2,2024020062.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020066.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020081,2024-10-19,2,NYI,8,MTL,2.0,False,1,2,3,3,2024020068.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020061.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020082,2024-10-19,4,PHI,23,VAN,2.0,False,1,2,3,4,2024020071.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,2,2024020065.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020083,2024-10-19,29,CBJ,30,MIN,2.0,False,1,2,3,0,2024020067.0,EXACT_STRICT_PRIOR,4.0,False,0,1,3,2,2024020052.0,EXACT_STRICT_PRIOR,-2.0,game_date_then_game_id
2024,2024020084,2024-10-19,19,STL,12,CAR,2.0,False,1,2,2,0,2024020068.0,EXACT_STRICT_PRIOR,1.0,True,1,2,2,1,2024020072.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020085,2024-10-19,16,CHI,7,BUF,2.0,False,1,2,3,0,2024020070.0,EXACT_STRICT_PRIOR,2.0,False,2,2,3,2,2024020067.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020086,2024-10-19,68,UTA,6,BOS,3.0,False,1,2,3,4,2024020060.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,1,2024020059.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020087,2024-10-19,55,SEA,20,CGY,2.0,False,1,2,4,0,2024020071.0,EXACT_STRICT_PRIOR,4.0,False,0,1,3,0,2024020055.0,EXACT_STRICT_PRIOR,-2.0,game_date_then_game_id
2024,2024020088,2024-10-20,52,WPG,5,PIT,2.0,False,1,1,2,0,2024020073.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020072.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020089,2024-10-20,28,SJS,21,COL,2.0,False,2,3,3,3,2024020073.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020074.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020090,2024-10-20,24,ANA,26,LAK,2.0,False,1,2,3,1,2024020074.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,5,2024020061.0,EXACT_STRICT_PRIOR,-1.0,game_date_then_game_id
2024,2024020091,2024-10-21,10,TOR,14,TBL,2.0,False,1,2,2,0,2024020079.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020075.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020092,2024-10-22,4,PHI,15,WSH,3.0,False,1,2,3,0,2024020082.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,1,2024020080.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020093,2024-10-22,13,FLA,30,MIN,3.0,False,1,2,3,0,2024020078.0,EXACT_STRICT_PRIOR,3.0,False,1,1,2,3,2024020083.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020094,2024-10-22,1,NJD,14,TBL,3.0,False,1,2,3,0,2024020080.0,EXACT_STRICT_PRIOR,1.0,True,2,3,4,2,2024020091.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020095,2024-10-22,7,BUF,25,DAL,3.0,False,1,2,3,3,2024020085.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,0,2024020077.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020096,2024-10-22,8,MTL,3,NYR,3.0,False,1,2,2,1,2024020081.0,EXACT_STRICT_PRIOR,3.0,False,1,2,2,2,2024020079.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020097,2024-10-22,29,CBJ,10,TOR,3.0,False,1,2,3,0,2024020083.0,EXACT_STRICT_PRIOR,1.0,True,2,2,3,0,2024020091.0,EXACT_STRICT_PRIOR,2.0,game_date_then_game_id
2024,2024020098,2024-10-22,2,NYI,17,DET,3.0,False,1,2,2,0,2024020081.0,EXACT_STRICT_PRIOR,3.0,False,1,2,2,1,2024020076.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020099,2024-10-22,19,STL,52,WPG,3.0,False,1,2,3,0,2024020084.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,0,2024020088.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020100,2024-10-22,16,CHI,23,VAN,3.0,False,1,2,3,0,2024020085.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,3,2024020082.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020101,2024-10-22,18,NSH,6,BOS,3.0,False,1,2,3,0,2024020076.0,EXACT_STRICT_PRIOR,3.0,False,1,1,2,2,2024020086.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020102,2024-10-22,20,CGY,5,PIT,3.0,False,1,1,2,1,2024020087.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020088.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020103,2024-10-22,22,EDM,12,CAR,3.0,False,1,2,3,2,2024020077.0,EXACT_STRICT_PRIOR,3.0,False,1,2,3,2,2024020084.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020104,2024-10-22,68,UTA,9,OTT,3.0,False,1,1,2,0,2024020086.0,EXACT_STRICT_PRIOR,3.0,False,1,2,2,0,2024020075.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020105,2024-10-22,24,ANA,28,SJS,2.0,False,1,2,3,0,2024020090.0,EXACT_STRICT_PRIOR,2.0,False,1,3,4,0,2024020089.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020106,2024-10-22,55,SEA,21,COL,3.0,False,1,2,3,0,2024020087.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020089.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020107,2024-10-22,54,VGK,26,LAK,3.0,False,1,2,3,3,2024020078.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,6,2024020090.0,EXACT_STRICT_PRIOR,1.0,game_date_then_game_id
2024,2024020108,2024-10-23,15,WSH,4,PHI,1.0,True,1,2,3,2,2024020092.0,EXACT_STRICT_PRIOR,1.0,True,1,2,3,0,2024020092.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020109,2024-10-24,6,BOS,25,DAL,2.0,False,1,2,2,3,2024020101.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020095.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020110,2024-10-24,10,TOR,19,STL,2.0,False,2,3,3,1,2024020097.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020099.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020111,2024-10-24,17,DET,1,NJD,2.0,False,1,2,3,2,2024020098.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020094.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020112,2024-10-24,14,TBL,30,MIN,2.0,False,2,3,4,3,2024020094.0,EXACT_STRICT_PRIOR,2.0,False,1,2,2,4,2024020093.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020113,2024-10-24,3,NYR,13,FLA,2.0,False,1,2,3,3,2024020096.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,0,2024020093.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020114,2024-10-24,20,CGY,12,CAR,2.0,False,1,2,2,0,2024020102.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,3,2024020103.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020115,2024-10-24,68,UTA,21,COL,2.0,False,1,2,2,0,2024020104.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,2,2024020106.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020116,2024-10-24,55,SEA,52,WPG,2.0,False,1,2,3,0,2024020106.0,EXACT_STRICT_PRIOR,2.0,False,1,2,3,1,2024020099.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020117,2024-10-24,26,LAK,28,SJS,2.0,False,1,2,3,7,2024020107.0,EXACT_STRICT_PRIOR,2.0,False,1,2,4,1,2024020105.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
2024,2024020118,2024-10-25,54,VGK,9,OTT,3.0,False,1,1,2,0,2024020107.0,EXACT_STRICT_PRIOR,3.0,False,1,1,2,1,2024020104.0,EXACT_STRICT_PRIOR,0.0,game_date_then_game_id
