canonical_season,game_id,original_game_date,certified_game_date,remediation_source,authority,certification_status,root_cause_classification
2024,2024020005,,2024-10-08,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020016,,2024-10-10,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020030,,2024-10-12,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020044,,2024-10-14,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020060,,2024-10-16,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020086,,2024-10-19,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020104,,2024-10-22,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020115,,2024-10-24,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020124,,2024-10-26,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
2024,2024020145,,2024-10-28,OFFICIAL_NHL_CLUB_SCHEDULE_AND_GAMECENTER,HIGH_MULTI_SOURCE,CERTIFIED,HISTORICAL_IMPORT_GAP|FRANCHISE_TRANSITION_DEFECT
