season_scope,prior_game_count_group,natural_basis,quality_classification,imputed_rows,row_count,mean_probability,observed_home_win_rate,accuracy,brier,log_loss,calibration_gap
2023,0,"minimum(home_prior_games,away_prior_games)",SEASON_OPEN_NO_HISTORY,19,19,0.535003485579513,0.631578947368421,0.684210526315789,0.238010434428345,0.669079905028983,-0.0965754617889084
2023,1,"minimum(home_prior_games,away_prior_games)",EARLY_SEASON_SPARSE_HISTORY,0,18,0.488308543354457,0.833333333333333,0.5,0.228798763585268,0.641830612879562,-0.345024789978876
2023,2,"minimum(home_prior_games,away_prior_games)",EARLY_SEASON_SPARSE_HISTORY,0,16,0.508719282881281,0.25,0.625,0.215282566815351,0.616208117900595,0.258719282881281
2023,3,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,16,0.516869765136447,0.6875,0.625,0.237344668817742,0.667987579556238,-0.170630234863553
2023,4,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,16,0.526571928678965,0.25,0.625,0.231767168272789,0.653191636858726,0.276571928678965
2023,5,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,15,0.538741019497523,0.4,0.4,0.288056610355673,0.773560040524571,0.138741019497523
2023,6-9,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,66,0.539545047927088,0.560606060606061,0.53030303030303,0.248903312041532,0.690106968958416,-0.0210610126789723
2023,10+,"minimum(home_prior_games,away_prior_games)",MATURE_CURRENT_SEASON_HISTORY,0,1234,0.543503945380297,0.537277147487844,0.602106969205835,0.23570159764837,0.663865408886556,0.00622679789245228
2024,0,"minimum(home_prior_games,away_prior_games)",SEASON_OPEN_NO_HISTORY,20,20,0.536796908414935,0.3,0.3,0.267536548851968,0.728341972356788,0.236796908414935
2024,1,"minimum(home_prior_games,away_prior_games)",EARLY_SEASON_SPARSE_HISTORY,0,18,0.521735899759781,0.722222222222222,0.388888888888889,0.290969589694857,0.781541920099613,-0.200486322462441
2024,2,"minimum(home_prior_games,away_prior_games)",EARLY_SEASON_SPARSE_HISTORY,0,16,0.584582721540421,0.6875,0.625,0.264780582301121,0.723832858818741,-0.102917278459579
2024,3,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,20,0.582534387905258,0.55,0.6,0.227589949241487,0.643472906557338,0.0325343879052579
2024,4,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,13,0.558904328374919,0.384615384615385,0.384615384615385,0.25347492129171,0.699141718881736,0.174288943759534
2024,5,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,18,0.513093120730548,0.444444444444444,0.5,0.236756612835708,0.666398566750959,0.0686486762861038
2024,6-9,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,64,0.540900062176991,0.53125,0.625,0.228842767081552,0.649188732190414,0.0096500621769906
2024,10+,"minimum(home_prior_games,away_prior_games)",MATURE_CURRENT_SEASON_HISTORY,0,1229,0.54315271777086,0.571196094385679,0.594792514239219,0.23609972700369,0.664750166430306,-0.0280433766148191
COMBINED,0,"minimum(home_prior_games,away_prior_games)",SEASON_OPEN_NO_HISTORY,39,39,0.535923189597678,0.461538461538462,0.487179487179487,0.253152031568665,0.699470708786832,0.0743847280592166
COMBINED,1,"minimum(home_prior_games,away_prior_games)",EARLY_SEASON_SPARSE_HISTORY,0,36,0.505022221557119,0.777777777777778,0.444444444444444,0.259884176640062,0.711686266489587,-0.272755556220659
COMBINED,2,"minimum(home_prior_games,away_prior_games)",EARLY_SEASON_SPARSE_HISTORY,0,32,0.546651002210851,0.46875,0.625,0.240031574558236,0.670020488359668,0.0779010022108511
COMBINED,3,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,36,0.55335011111912,0.611111111111111,0.611111111111111,0.231925380164267,0.654368316779072,-0.0577609999919912
COMBINED,4,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,29,0.541065763025427,0.310344827586207,0.517241379310345,0.241498229970926,0.67378994948973,0.23072093543922
COMBINED,5,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,33,0.524751256533719,0.424242424242424,0.454545454545455,0.260074793526601,0.715108327557146,0.100508832291294
COMBINED,6-9,"minimum(home_prior_games,away_prior_games)",PARTIAL_CURRENT_SEASON_HISTORY,0,130,0.540212131865502,0.546153846153846,0.576923076923077,0.239027351445849,0.669962606241861,-0.00594171428834434
COMBINED,10+,"minimum(home_prior_games,away_prior_games)",MATURE_CURRENT_SEASON_HISTORY,0,2463,0.543328688079445,0.554202192448234,0.598457166057653,0.235900258215844,0.664306889609767,-0.0108735043687888
