lane,rows,games,players,brier,log_loss,ece,accuracy,mean_probability,probability_sd,observed_rate,calibration_gap,betonline_brier,betonline_log_loss,betonline_ece,betonline_accuracy,betonline_mean_probability,betonline_probability_sd,betonline_observed_rate,betonline_calibration_gap,mean_absolute_separation,mean_signed_separation
HITS_05_OVER,8476,713,439,0.24462816444972613,0.6829451871220388,0.04485361432279381,0.590726757904672,0.6014633068664464,0.06719892891482374,0.590726757904672,-0.01073654896177445,0.24035458312909108,0.6738623339706494,0.02938851613736138,0.5906087777253421,0.619173930503953,0.05655215082077202,0.590726757904672,-0.02844717259928098,0.06024210823893721,-0.017710623637506553
HITS_05_UNDER,2596,614,442,0.2510322330861965,0.695209286805443,0.060234052388289654,0.47380585516178736,0.534039907550077,0.03244716077607221,0.47380585516178736,-0.06023405238828966,0.24633836278710425,0.6857620032393937,0.03992917816842112,0.5435285053929122,0.43519190573356487,0.05708578593881258,0.47380585516178736,0.038613949428222494,0.1014052720932444,0.09884800181651217
HITS_15_OVER,164,138,57,0.2701584401239573,0.7338208580044776,0.24349222560975609,0.2926829268292683,0.5361751524390245,0.03115538839540001,0.2926829268292683,-0.2434922256097562,0.20878908169542176,0.6084259433213912,0.05942860468044042,0.7073170731707317,0.3521115315097087,0.03247250812635109,0.2926829268292683,-0.05942860468044042,0.1840636209293157,0.1840636209293157
HITS_15_UNDER,1382,511,193,0.2210297807083777,0.6342989927319644,0.09751273082489147,0.7004341534008683,0.6113717945007235,0.06250332473662046,0.7004341534008683,0.0890623589001448,0.21131146064718084,0.6139786379034999,0.040390208846499596,0.6997105643994211,0.6839315737634488,0.039444323087220824,0.7004341534008683,0.016502579637419523,0.0860714916891013,-0.07255977926272521
