lane,original_rows,recovered_rows,row_delta,original_brier,recovered_brier,brier_delta,original_log_loss,recovered_log_loss,log_loss_delta,original_ece,recovered_ece,ece_delta,original_accuracy,recovered_accuracy,accuracy_delta,original_observed_rate,recovered_observed_rate,observed_rate_delta,original_ordering,recovered_ordering,ordering_interpretation,original_ge15pp_brier,recovered_ge15pp_brier,ge15pp_brier_delta,original_temporal,recovered_temporal,temporal_interpretation
HITS_05_OVER,5132,8476,3344,0.2468257037573067,0.24462816444972613,-0.0021975393075805705,0.6874365414395152,0.6829451871220388,-0.0044913543174763815,0.0498575346843335,0.04485361432279381,-0.005003920361539689,0.583593141075604,0.590726757904672,0.00713361682906799,0.583593141075604,0.590726757904672,0.00713361682906799,FLAT,PARTIAL_ORDERING,CHANGED,0.2746182150869022,0.25496592302561083,-0.019652292061291377,STABLE,STABLE,UNCHANGED
HITS_05_UNDER,1618,2596,978,0.249386158785783,0.2510322330861965,0.001646074300413497,0.6918753555610622,0.695209286805443,0.003333931244380861,0.0460209796044499,0.060234052388289654,0.01421307278383975,0.4919653893695921,0.47380585516178736,-0.01815953420780475,0.4919653893695921,0.47380585516178736,-0.01815953420780475,MONOTONIC_OR_NEAR_MONOTONIC,MONOTONIC_OR_NEAR_MONOTONIC,UNCHANGED,0.253578486712323,0.2569666233911296,0.0033881366788065526,DETERIORATING,DETERIORATING,UNCHANGED
HITS_15_OVER,97,164,67,0.2673682189088557,0.2701584401239573,0.002790221215101585,0.7282115348901568,0.7338208580044776,0.00560932311432083,0.2294466907216495,0.24349222560975609,0.014045534888106587,0.3092783505154639,0.2926829268292683,-0.0165954236861956,0.3092783505154639,0.2926829268292683,-0.0165954236861956,FLAT,INVERTED_OR_UNRELIABLE,CHANGED,0.2699865338295384,0.2741014100679314,0.004114876238392962,DETERIORATING,MILD_DRIFT,CHANGED
HITS_15_UNDER,717,1382,665,0.2170885834464281,0.2210297807083777,0.003941197261949608,0.6253573080611433,0.6342989927319644,0.008941684670821126,0.0979936638772663,0.09751273082489147,-0.00048093305237482953,0.7071129707112971,0.7004341534008683,-0.006678817310428742,0.7071129707112971,0.7004341534008683,-0.006678817310428742,PARTIAL_ORDERING,FLAT,CHANGED,0.2377233779174333,0.23705215244173405,-0.0006712254756992553,STABLE,MILD_DRIFT,CHANGED
